municipalityCode,municipalityName,rescore,title,h1,sourceUrl,snippet
"21404","池田町","50","移住・定住 | 岐阜県揖斐郡池田町","移住・定住","https://www.town.gifu-ikeda.lg.jp/category/6-8-1-0-0-0-0-0-0-0.html","移住・定住 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほんご"
"21404","池田町","50","募集情報 | 全13件中1から10件目 | 岐阜県揖斐郡池田町","募集情報","https://www.town.gifu-ikeda.lg.jp/topics/0001.html","募集情報 | 全13件中1から10件目 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা"
"21404","池田町","50","財政・行政改革 | 岐阜県揖斐郡池田町","財政・行政改革","https://www.town.gifu-ikeda.lg.jp/category/5-6-0-0-0-0-0-0-0-0.html","財政・行政改革 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほ"
"21404","池田町","50","国庫補助金 | 岐阜県揖斐郡池田町","国庫補助金","https://www.town.gifu-ikeda.lg.jp/category/5-6-5-0-0-0-0-0-0-0.html","国庫補助金 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほんご"
"21404","池田町","50","県補助金 | 岐阜県揖斐郡池田町","県補助金","https://www.town.gifu-ikeda.lg.jp/category/5-6-6-0-0-0-0-0-0-0.html","県補助金 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほんご "
"21404","池田町","50","募集 | 岐阜県揖斐郡池田町","募集","https://www.town.gifu-ikeda.lg.jp/category/5-2-0-0-0-0-0-0-0-0.html","募集 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほんご 元に"
"21404","池田町","50","合併浄化槽 | 岐阜県揖斐郡池田町","合併浄化槽","https://www.town.gifu-ikeda.lg.jp/category/6-8-4-0-0-0-0-0-0-0.html","合併浄化槽 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほんご"
"21404","池田町","50","補助・支援 | 岐阜県揖斐郡池田町","補助・支援","https://www.town.gifu-ikeda.lg.jp/category/6-7-3-0-0-0-0-0-0-0.html","補助・支援 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほんご"
"21404","池田町","50","消防・防災 | 岐阜県揖斐郡池田町","消防・防災","https://www.town.gifu-ikeda.lg.jp/category/6-6-3-0-0-0-0-0-0-0.html","消防・防災 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほんご"
"21404","池田町","50","障がい者福祉 | 岐阜県揖斐郡池田町","障がい者福祉","https://www.town.gifu-ikeda.lg.jp/category/6-4-3-0-0-0-0-0-0-0.html","障がい者福祉 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふりがな やさしいにほん"
"21404","池田町","50","令和7年度「行政に望むこと」のご意見と池田町子育て支援のご案内 | 岐阜県揖斐郡池田町","令和7年度「行政に望むこと」のご意見と池田町子育て支援のご案内","https://www.town.gifu-ikeda.lg.jp/0000003603.html","令和7年度「行政に望むこと」のご意見と池田町子育て支援のご案内 | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाल"
"21421","北方町","50","カワセミ便(きたがた情報メール)／北方町","カワセミ便(きたがた情報メール)","https://www.town.kitagata.gifu.jp/soshiki/seisakuzaisei/1/1/517.html","カワセミ便(きたがた情報メール)／北方町 スマートフォン版を表示 本文へ 閲覧支援 文字サイズ 背景色変更 音声読み上げ ふりがな ふりがなをけす やさしい日本語 やさしい日本語をけす 閲覧支援メニューを閉じる Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Pусский Portugu&#234;s Ti&#7871;ng Vi&#7879;t &#x0928;&#x0947;&#x092a;&#x093e;&#x0932;&#x0940; Tagalog bahasa Indonesia Go Select y"
"21501","坂祝町","50","坂祝町生活応援ギフトカードの配布について ｜ 企画課-坂祝町公式ウェブサイト","企画課からのお知らせ","https://www.town.sakahogi.gifu.jp/diary/2026/06/14725/","坂祝町生活応援ギフトカードの配布について ｜ 企画課-坂祝町公式ウェブサイト --> --> 暮らしの情報 行政情報 事業者向け情報 観光情報 トップページ 各課からのお知らせ 企画課 坂祝町生活応援ギフトカードの配布について 企画課からのお知らせ 坂祝町生活応援ギフトカードの配布について 2026年6月11日 &lt;&lt; 次の記事 記事一覧 前の記事 &gt;&gt; 坂祝町生活応援ギフトカードの配布について（国の重点支援地方交付金活用事業） 坂祝町では、国の重点支援地方交付金を活用し、食料品等の物価高騰対策として1人当たり3,500円分の「生活応援ギフトカード（バニラVisaギフトカ"
"21501","坂祝町","50","屋外広告講習会の開催について ｜ 水道建設課-坂祝町公式ウェブサイト","水道建設課からのお知らせ","https://www.town.sakahogi.gifu.jp/diary/2026/05/14639/","屋外広告講習会の開催について ｜ 水道建設課-坂祝町公式ウェブサイト --> --> 暮らしの情報 行政情報 事業者向け情報 観光情報 トップページ 各課からのお知らせ 水道建設課 屋外広告講習会の開催について 水道建設課からのお知らせ 屋外広告講習会の開催について 2026年5月21日 &lt;&lt; 次の記事 記事一覧 前の記事 &gt;&gt; 日 時 令和8年8月26日（水）9:30～17:00 場 所 岐阜市生涯学習センター（ハートフルスクエアーG） 2 階大研修室 （岐阜市橋本町1-10-23） 対 象 者 屋外広告物の表示・掲出物件の設置に関する業務に従事する（従事しようとする"
"21501","坂祝町","50","物価高対応子育て応援手当について ｜ こども課-坂祝町公式ウェブサイト","こども課からのお知らせ","https://www.town.sakahogi.gifu.jp/diary/2026/03/13993/","物価高対応子育て応援手当について ｜ こども課-坂祝町公式ウェブサイト --> --> 暮らしの情報 行政情報 事業者向け情報 観光情報 トップページ 各課からのお知らせ こども課 物価高対応子育て応援手当について こども課からのお知らせ 物価高対応子育て応援手当について 2026年3月11日 &lt;&lt; 次の記事 記事一覧 前の記事 &gt;&gt; 物価高の影響が長期化しその影響が様々な人々に及ぶ中、特にその影響を強く受けている子育て世帯を力強く支援し、子どもたちの健やかな成長を応援する観点から、0歳から高校3年生年代までの子どもに1人当たり2万円の物価高対応子育て応援手当を支給しま"
"21501","坂祝町","50","令和8年度からこども誰でも通園制度が始まります！ ｜ こども課-坂祝町公式ウェブサイト","こども課からのお知らせ","https://www.town.sakahogi.gifu.jp/diary/2026/03/14258/","令和8年度からこども誰でも通園制度が始まります！ ｜ こども課-坂祝町公式ウェブサイト --> --> 暮らしの情報 行政情報 事業者向け情報 観光情報 トップページ 各課からのお知らせ こども課 令和8年度からこども誰でも通園制度が始まります！ こども課からのお知らせ 令和8年度からこども誰でも通園制度が始まります！ 2026年3月6日 &lt;&lt; 次の記事 記事一覧 前の記事 &gt;&gt; 令和8年4月から就労などの理由を問わず、保育園等を利用できる新たな制度が始まります。お子さんにとっては、ご家庭以外の人と関わる機会が得られ、保護者にとっては、園で子育ての相談ができるとともに育"
"21501","坂祝町","50","令和8年3月請求分から10月請求分までの8ヶ月間の水道料金の基本料金を減免します ｜ 水道建設課-坂祝町公式ウェブサイト","水道建設課からのお知らせ","https://www.town.sakahogi.gifu.jp/diary/2026/02/14201/","令和8年3月請求分から10月請求分までの8ヶ月間の水道料金の基本料金を減免します ｜ 水道建設課-坂祝町公式ウェブサイト --> --> 暮らしの情報 行政情報 事業者向け情報 観光情報 トップページ 各課からのお知らせ 水道建設課 令和8年3月請求分から10月請求分までの8ヶ月間の水道料金の基本料金を減免します 水道建設課からのお知らせ 令和8年3月請求分から10月請求分までの8ヶ月間の水道料金の基本料金を減免します 2026年2月27日 &lt;&lt; 次の記事 記事一覧 前の記事 &gt;&gt; 坂祝町では、エネルギー・食料品価格等の物価高騰の影響を受ける町民・事業者等の生活や経済活"
"21501","坂祝町","50","私立幼稚園（未移行幼稚園）、認可外保育施設の入園をお考えの皆様へ（幼児教育無償化のご案内） ｜ こども課-坂祝町公式ウェブサイト","こども課からのお知らせ","https://www.town.sakahogi.gifu.jp/diary/2026/02/13908/","私立幼稚園（未移行幼稚園）、認可外保育施設の入園をお考えの皆様へ（幼児教育無償化のご案内） ｜ こども課-坂祝町公式ウェブサイト --> --> 暮らしの情報 行政情報 事業者向け情報 観光情報 トップページ 各課からのお知らせ こども課 私立幼稚園（未移行幼稚園）、認可外保育施設の入園をお考えの皆様へ（幼児教育無償化のご案内） こども課からのお知らせ 私立幼稚園（未移行幼稚園）、認可外保育施設の入園をお考えの皆様へ（幼児教育無償化のご案内） 2026年2月1日 &lt;&lt; 次の記事 記事一覧 前の記事 &gt;&gt; 私立幼稚園（未移行幼稚園） 満3歳から5歳児クラスまでのすべての子"
"21501","坂祝町","50","国の物価高騰対応重点支援地方創生臨時交付金を活用した坂祝町の支援について ｜ 企画課-坂祝町公式ウェブサイト","企画課からのお知らせ","https://www.town.sakahogi.gifu.jp/diary/2026/01/13929/","国の物価高騰対応重点支援地方創生臨時交付金を活用した坂祝町の支援について ｜ 企画課-坂祝町公式ウェブサイト --> --> 暮らしの情報 行政情報 事業者向け情報 観光情報 トップページ 各課からのお知らせ 企画課 国の物価高騰対応重点支援地方創生臨時交付金を活用した坂祝町の支援について 企画課からのお知らせ 国の物価高騰対応重点支援地方創生臨時交付金を活用した坂祝町の支援について 2026年1月28日 &lt;&lt; 次の記事 記事一覧 前の記事 &gt;&gt; 令和７年度補正予算の成立を踏まえた物価高騰対応重点支援地方創生臨時交付金を活用した町の事業予定を別添のとおりお知らせします。"
"21501","坂祝町","50","子ども・子育て支援金制度について ｜ 窓口税務課-坂祝町公式ウェブサイト","窓口税務課からのお知らせ","https://www.town.sakahogi.gifu.jp/diary/2025/10/13378/","子ども・子育て支援金制度について ｜ 窓口税務課-坂祝町公式ウェブサイト --> --> 暮らしの情報 行政情報 事業者向け情報 観光情報 トップページ 各課からのお知らせ 窓口税務課 子ども・子育て支援金制度について 窓口税務課からのお知らせ 子ども・子育て支援金制度について 2025年10月24日 &lt;&lt; 次の記事 記事一覧 前の記事 &gt;&gt; 令和8年度から子ども・子育て支援金制度が開始します。 詳細は次に添付したファイルをご覧ください。 01_別添1(リーフレット) 02_別添2(FAQ) 【問い合わせ先】 窓口税務課 保険係 電話番号：０５７４-６６-２４０５ &l"
"21502","富加町","50","令和8年ふるさと納税について - 富加町","","https://www.town.tomika.gifu.jp/docs/427.html","令和8年ふるさと納税について - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室 教育委員会"
"21502","富加町","50","こころの健康相談 - 富加町","","https://www.town.tomika.gifu.jp/docs/569.html","こころの健康相談 - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室 教育委員会 生涯学習 "
"21502","富加町","50","上水道の基本料金を3か月間無償にします（物価高騰対策） - 富加町","","https://www.town.tomika.gifu.jp/docs/2088417.html","上水道の基本料金を3か月間無償にします（物価高騰対策） - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・"
"21502","富加町","50","軽自動車税の減免制度（減免の対象を拡充しました） - 富加町","","https://www.town.tomika.gifu.jp/docs/420.html","軽自動車税の減免制度（減免の対象を拡充しました） - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校"
"21502","富加町","50","町ホームページのバナー広告の募集について - 富加町","","https://www.town.tomika.gifu.jp/docs/433.html","町ホームページのバナー広告の募集について - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室"
"21502","富加町","50","国民年金保険料の免除・納付猶予制度 - 富加町","","https://www.town.tomika.gifu.jp/docs/2207762.html","国民年金保険料の免除・納付猶予制度 - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室 教育"
"21502","富加町","50","国民年金保険料の学生納付特例制度 - 富加町","","https://www.town.tomika.gifu.jp/docs/2232733.html","国民年金保険料の学生納付特例制度 - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室 教育委"
"21502","富加町","50","『とみかふるさと応援券』取扱事業者を募集します。 - 富加町","","https://www.town.tomika.gifu.jp/docs/1119778.html","『とみかふるさと応援券』取扱事業者を募集します。 - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校"
"21502","富加町","50","とみか資源ごみスタンプ事業を実施します！ - 富加町","","https://www.town.tomika.gifu.jp/docs/1761962.html","とみか資源ごみスタンプ事業を実施します！ - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室"
"21502","富加町","50","下水道の負担金・宅内工事の施工 - 富加町","","https://www.town.tomika.gifu.jp/docs/323.html","下水道の負担金・宅内工事の施工 - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室 教育委員"
"21502","富加町","50","訪問販売や電話勧誘販売に注意しましょう - 富加町","","https://www.town.tomika.gifu.jp/docs/2361575.html","訪問販売や電話勧誘販売に注意しましょう - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室 "
"21502","富加町","50","高齢者運転免許証自主返納支援事業 - 富加町","","https://www.town.tomika.gifu.jp/docs/502.html","高齢者運転免許証自主返納支援事業 - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室 教育委"
"21502","富加町","50","さくらねこ無料不妊手術事業について - 富加町","","https://www.town.tomika.gifu.jp/docs/1415147.html","さくらねこ無料不妊手術事業について - 富加町 本文へ English / 中文 / 中文（繁体） / --> Português / Việt / Tagalog 自動翻訳 ふりがなをつける ふりがなをはずす 読み上げる 背景色 白 青 黒 文字サイズ 小さく 標準 大きく 日本最古の戸籍ゆかりのまち 検索 menu くらし・手続き 住民窓口(届出・証明) 防災情報 消防 国民年金 国民健康保険 税金 ふるさと納税 住まい ごみ・リサイクル 上水道・下水道 防犯・消費生活 道路・交通 環境 町民活動 移住 外国人・多文化共生 子育て・教育 妊娠・出産 子育て支援 小学校・中学校 図書室 教育"
"21403","大野町","30","開庁時間の変更について | 大野町","","https://www.town-ono.jp/0000002472.html","開庁時間の変更について | 大野町 共通メニューなどをスキップして本文へ 本文へ サイトマップ 各課への問い合せ 文字サイズ 標準 拡大 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のままサイズを変更する場合には、ご利用のブラウザの表示メニューから文字サイズを変更してください。 トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド スマートフォン表示用の情報をスキップ メニュー 閉じる トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド サイトマップ 各課への問い合"
"21403","大野町","30","企業版ふるさと納税制度（地方創生応援税制）のご案内 | 大野町","","https://www.town-ono.jp/0000001601.html","企業版ふるさと納税制度（地方創生応援税制）のご案内 | 大野町 共通メニューなどをスキップして本文へ 本文へ サイトマップ 各課への問い合せ 文字サイズ 標準 拡大 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のままサイズを変更する場合には、ご利用のブラウザの表示メニューから文字サイズを変更してください。 トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド スマートフォン表示用の情報をスキップ メニュー 閉じる トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド "
"21403","大野町","30","有料広告掲載募集 | 大野町","","https://www.town-ono.jp/0000000276.html","有料広告掲載募集 | 大野町 共通メニューなどをスキップして本文へ 本文へ サイトマップ 各課への問い合せ 文字サイズ 標準 拡大 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のままサイズを変更する場合には、ご利用のブラウザの表示メニューから文字サイズを変更してください。 トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド スマートフォン表示用の情報をスキップ メニュー 閉じる トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド サイトマップ 各課への問い合せ 検"
"21403","大野町","30","ウェブアクセシビリティ方針 | 大野町","","https://www.town-ono.jp/0000000330.html","ウェブアクセシビリティ方針 | 大野町 共通メニューなどをスキップして本文へ 本文へ サイトマップ 各課への問い合せ 文字サイズ 標準 拡大 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のままサイズを変更する場合には、ご利用のブラウザの表示メニューから文字サイズを変更してください。 トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド スマートフォン表示用の情報をスキップ メニュー 閉じる トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド サイトマップ 各課への問"
"21403","大野町","30","ウェブアクセシビリティ方針 | 大野町","","https://www.town-ono.jp/0000000330.html","ウェブアクセシビリティ方針 | 大野町 共通メニューなどをスキップして本文へ 本文へ サイトマップ 各課への問い合せ 文字サイズ 標準 拡大 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のままサイズを変更する場合には、ご利用のブラウザの表示メニューから文字サイズを変更してください。 トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド スマートフォン表示用の情報をスキップ メニュー 閉じる トップページ 暮らしの情報 町政情報 観光・特産 施設ガイド サイトマップ 各課への問"
"21404","池田町","30","池田町生活支援ギフトカードQ&A | 岐阜県揖斐郡池田町","池田町生活支援ギフトカードQ&A","https://www.town.gifu-ikeda.lg.jp/0000003512.html","池田町生活支援ギフトカードQ&A | 岐阜県揖斐郡池田町 ページの先頭です 共通メニューなどをスキップして本文へ 人口・ 世帯数 人口 21,979人 世帯 8,851世帯 男性 10,824人 女性 11,155人 [2026年7月1日現在] 気象情報 池田ライブカメラ 防災情報 検索 検索 問い合わせ 閲覧支援 閉じる 文字サイズ 標準 拡大 Language 日本語 English Português 한국 中文繁体 中文簡体 Tiếng Việt Tagalog Bahasa Indonesia မြန်မာဘာသာစကား ភាសាខ្មែរ नेपाली भाषा বাংলা ふり"
