organization	title	url	status	score	evidence
吉野ヶ里町	佐賀県吉野ヶ里町 みんなこの町愛してる love my town	https://www.town.yoshinogari.lg.jp/	200	0	ホーム／吉野ヶ里町 佐賀県吉野ヶ里町 みんなこの町愛してる love my town 観光情報 くらしの情報 ふるさと納税 吉野ヶ里町役場 三田川庁舎 〒842-8501 佐賀県神埼郡吉野ヶ里町吉田321番地2 電話番号：0952-53-1111 ファックス番号：0952-52-6189 東脊振庁舎 〒842-0193 佐賀県神埼郡吉野ヶ里町三津777番地 電話番号：0952-52-5111 ファックス番号：0952-53-1106 Copyright (c) 2020 Yoshinogari town. All
吉野ヶ里町		https://www.town.yoshinogari.lg.jp/lifeinfo/index.html	200	-5	くらしの情報／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ 観光情報 ふるさと納税 いざという時 防災マップ 休日在宅医 消防 災害 支援 災害 情報 新着情報 現在、新着情報はございません。 新着情報一覧 イベント 現在、イベントはございませ
吉野ヶ里町	吉野ヶ里町 観光情報	https://www.town.yoshinogari.lg.jp/lifeinfo/soshiki/shoukou_kankou/1/3/2062.html	200	3	吉野ヶ里町 観光情報／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる 現在のページ ホーム くらしの情報 組織から探す 商工観光課 商工観光係 観光施設 吉野ヶ里町 観光情報 吉野ヶ里町 観光情報 更新日：2025年07月03日 那珂川・吉野ヶ里
吉野ヶ里町	ふるさと納税ポータルサイト	https://www.town.yoshinogari.lg.jp/lifeinfo/soshiki/kikaku_chosei/2/1/2804.html	200	3	ふるさと納税ポータルサイト／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる 現在のページ ホーム くらしの情報 組織から探す 企画調整課 ふるさと納税係 ふるさと納税に関すること ふるさと納税ポータルサイト ふるさと納税ポータルサイト 更新日：2
吉野ヶ里町	Foreign Language	https://www.town.yoshinogari.lg.jp/lifeinfo/1134.html	200	3	Foreign Language／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる 現在のページ ホーム くらしの情報 Foreign Language Foreign Language 更新日：2020年04月01日 English 中文（簡体字
吉野ヶ里町	くらし・手続き	https://www.town.yoshinogari.lg.jp/lifeinfo/kurashi_tetsuzuki/index.html	200	25	くらし・手続き／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる 現在のページ ホーム くらしの情報 くらし・手続き くらし・手続き 更新日：2024年02月28日 手続き案内 役所・窓口案内 施設を探す ごみ・し尿・環境・ペット・埋火葬 防災 税
吉野ヶ里町	子育て・教育	https://www.town.yoshinogari.lg.jp/lifeinfo/kosodate_kyoiku/index.html	200	6	子育て・教育／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる 現在のページ ホーム くらしの情報 子育て・教育 子育て・教育 更新日：2024年08月16日 子育て 教育 社会教育 くらしの情報 吉野ヶ里町 みんなこの町愛してる love my
吉野ヶ里町	健康・福祉	https://www.town.yoshinogari.lg.jp/lifeinfo/kenko_fukushi/index.html	200	10	健康・福祉／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる 現在のページ ホーム くらしの情報 健康・福祉 健康・福祉 更新日：2024年08月16日 医療・健康 高齢者福祉・介護 障害者福祉 急病時のご相談/救急医療機関のご案内 神埼市・吉野ヶ
吉野ヶ里町	産業・観光	https://www.town.yoshinogari.lg.jp/lifeinfo/sangyo_kanko/index.html	200	-6	産業・観光／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる 現在のページ ホーム くらしの情報 産業・観光 産業・観光 更新日：2024年08月16日 観光情報 入札・契約 商工業 農業 雇用・就業 建築 開発・都市計画 くらしの情報 吉野ヶ里町
吉野ヶ里町	町のお知らせ	https://www.town.yoshinogari.lg.jp/lifeinfo/oshirase/index.html	200	-9	町のお知らせ／吉野ヶ里町 本文へ 文字サイズ 背景色変更 Foreign Language くらし・手続き テキストテキスト 子育て・教育 健康・福祉 産業・観光 町のお知らせ ホーム くらし・手続き 子育て・教育 健康・福祉 産業・観光 町のお知らせ 文字サイズ 背景色変更 Foreingn language PC版を表示 閉じる 現在のページ ホーム くらしの情報 町のお知らせ 町のお知らせ 更新日：2024年02月28日 窓口案内 生活情報 人事・採用・職員 選挙 募集 広報・広聴 政策・計画 人権・男女共同
