organization	title	url
沖縄県	【東京圏から移住をお考えの皆様へ】移住支援金制度のご案内！	https://www.pref.okinawa.lg.jp/kurashikankyo/iju/1023708.html
沖縄県	移住支援金対象法人の登録	https://www.pref.okinawa.lg.jp/kurashikankyo/iju/1023707.html
沖縄県	地域医療勤務環境改善体制整備事業について	https://www.pref.okinawa.lg.jp/iryokenko/iryo/1005227/1028546/1030567.html
沖縄県	公募・補助金等（医療）	https://www.pref.okinawa.lg.jp/iryokenko/iryo/1005869/index.html
沖縄県	原油価格高騰・物価高対策	https://www.pref.okinawa.lg.jp/kensei/yosan/1015205/1040724.html
那覇市	母子保健	https://www.city.naha.okinawa.jp/nahahokenjyo/bosihoken/index.html
那覇市	罹災証明・罹災届出証明	https://www.city.naha.okinawa.jp/safety/shien/1001639/1001573.html
那覇市	高齢者福祉	https://www.city.naha.okinawa.jp/fukusi/koureisyafukusi/index.html
浦添市	子育て各種助成	https://www.city.urasoe.lg.jp/category/bunya/kosodatejosei/
浦添市	障がい者助成	https://www.city.urasoe.lg.jp/category/bunya/fukushi/shogaisha/
浦添市	中小企業支援	https://www.city.urasoe.lg.jp/category/bunya/chushokigyo/
浦添市	教育	https://www.city.urasoe.lg.jp/category/bunya/kyoiku/
浦添市	総合健(検)診【特定健診･保健指導】【がん検診】	https://www.city.urasoe.lg.jp/category/bunya/kenko/kenshin/
宜野湾市	【申請期限延長】じのーんくらし応援給付金のお知らせ（物価高騰対応重点支援地方創生臨時交付金）	https://www.city.ginowan.lg.jp/soshiki/keizai/3/19652.html
宜野湾市	宜野湾市 小・中学校の就学援助制度について	https://www.city.ginowan.lg.jp/kosodate_kyoiku/12676.html
宜野湾市	ふるさと融資(宜野湾市地域総合整備資金貸付)について	https://www.city.ginowan.lg.jp/jigyosha/sangyoshinko/2/4071.html
宜野湾市	生活困窮者自立支援制度について	https://www.city.ginowan.lg.jp/kenko_iryo_fukushi/fukushi/2/3826.html
宜野湾市	宜野湾市アピアランスケア支援事業について	https://www.city.ginowan.lg.jp/kenko_iryo_fukushi/iryo_hoken_kenko/1/19715.html
宜野湾市	児童扶養手当について	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/3467.html
宜野湾市	特別児童扶養手当について	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/3474.html
宜野湾市	幼稚園等の預かり保育の無償化手続きについて（宜野湾市立幼稚園を除く）	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/6307.html
