code	organization	slug	title	category	status	officialUrl	snippet
32525	海士町	shimane-official-004-001-2026	海士町 断熱DIY促進支援事業補助金	housing	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/kurashi/jutaku/v3o5t461az	令和8年度 断熱DIY促進支援事業の補助金交付申請について | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 暮らし &gt; 住宅 &gt; 令和8年度 断熱DIY促進支援事業の補助金交付申請について 画面ID：PG0000021 住宅 令和8年度 断熱DIY促進支援事業の補助金交付申請について 更新日：2026年4月7日 海士町断熱DIY促進支援事業 更新日：令
32525	海士町	shimane-official-004-002-2026	海士町 再生可能エネルギー設備等設置費補助金	housing	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/kurashi/jutaku/comh7nlptu	令和8年度 再生可能エネルギー設備等設置費の補助金交付申請について | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 暮らし &gt; 住宅 &gt; 令和8年度 再生可能エネルギー設備等設置費の補助金交付申請について 画面ID：PG0000145 住宅 令和8年度 再生可能エネルギー設備等設置費の補助金交付申請について 更新日：2026年4月27日 海士町再生可能
32525	海士町	shimane-official-004-003-2026	海士町 使用済自動車等海上輸送費補助金	living	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/kurashi/jutaku/lpu9tc1zm4	令和8年度 使用済自動車等海上輸送費補助金交付申請について | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 暮らし &gt; 住宅 &gt; 令和8年度 使用済自動車等海上輸送費補助金交付申請について 画面ID：PG0000160 住宅 令和8年度 使用済自動車等海上輸送費補助金交付申請について 更新日：2026年4月7日 海士町使用済自動車等海上輸送費補助金のご
32525	海士町	shimane-official-004-004-2026	海士町 しゃばらんかい補助金	living	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/kurashi/machidukuri/76s3bydfzk	しゃばらんかい補助金 | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 暮らし &gt; まちづくり &gt; しゃばらんかい補助金 画面ID：PG0000150 まちづくり しゃばらんかい補助金 更新日：2025年6月13日 しゃばらんかい補助金では、海士町創生総合戦略・人口ビジョンに基づき行う補助事業団体等に町が補助金を交付し、事業の推進を図ることを目的としてい
32525	海士町	shimane-official-004-005-2026	海士町 令和7年度しゃばらんかい補助金	living	200	https://www.town.ama.shimane.jp/information/784	令和7年度しゃばらんかい補助金について | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; お知らせ TOP &gt; 令和7年度しゃばらんかい補助金について 画面ID：IF0000784 お知らせ 令和7年度しゃばらんかい補助金について 更新日：2025年6月13日 海士町では第３期海士町創生総合戦略「地域経営人口プラン」に基づき、海士町の未来に残したい島の風景に繋がる゛みんなでしゃばる”提案を募集
32525	海士町	shimane-official-004-006-2026	海士町 海士町高齢者等交通費助成事業	nursing	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/iryo-kenko-fukushi/fukushi/qdpi5rdnoe	海士町高齢者等交通費助成事業について | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 医療・健康・福祉 &gt; 福祉 &gt; 海士町高齢者等交通費助成事業について 画面ID：PG0000044 福祉 海士町高齢者等交通費助成事業について 更新日：2025年2月28日 高齢者等交通費助成事業 海士町では、「島前病院への入退院」および「西ノ島町の高齢者施設の利用」
32525	海士町	shimane-official-004-007-2026	海士町 特別障害者手当・特別児童扶養手当・障害児福祉手当	childcare	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/iryo-kenko-fukushi/fukushi/f73jud4wml	特別障害者手当・特別児童扶養手当・障害児福祉手当について | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 医療・健康・福祉 &gt; 福祉 &gt; 特別障害者手当・特別児童扶養手当・障害児福祉手当について 画面ID：PG0000072 福祉 特別障害者手当・特別児童扶養手当・障害児福祉手当について 更新日：2025年3月10日 特別障害者手当 精神又は身体に重度
32525	海士町	shimane-official-004-008-2026	海士町 新生児聴覚検査費用助成	childcare	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/kosodate-kyoiku/kosodate/f2nn956owd	新生児聴覚検査費用の助成について | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 子育て・教育 &gt; 子育て &gt; 新生児聴覚検査費用の助成について 画面ID：PG0000063 子育て 新生児聴覚検査費用の助成について 更新日：2025年3月6日 海士町では平成28年4月から新生児聴覚検査の費用を助成しています。 検査後、必要書類を持って役場健康福祉課で
32525	海士町	shimane-official-004-009-2026	海士町 児童手当	childcare	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/kosodate-kyoiku/jido-teate/tpvsq6ekkq	児童手当 | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 子育て・教育 &gt; 児童手当 &gt; 児童手当 画面ID：PG0000070 児童手当 児童手当 更新日：2026年7月13日 児童手当の支給 0歳～18歳到達後最初の3月31日までの児童を養育している方に支給されます。 支給額について（月額） 3歳未満第1子・第2子 15,000円 3歳以上第1子・
32525	海士町	shimane-official-004-010-2026	海士町 児童扶養手当	childcare	200	https://www.town.ama.shimane.jp/kurashi-tetsuduki/kosodate-kyoiku/jido-teate/so9d5b82q7	児童扶養手当 | 海士町公式サイト お知らせ サービス 海士町について 町政情報 お問合せ・視察 サイトマップ 検索 検索 ホーム &gt; 暮らし・手続き TOP &gt; 子育て・教育 &gt; 児童手当 &gt; 児童扶養手当 画面ID：PG0000071 児童手当 児童扶養手当 更新日：2026年7月13日 児童扶養手当 児童扶養手当とは 児童扶養手当は、父母の離婚などにより父または母と生計を同じくしていない児童を監護・養育している方に支給される手当で、児童の健やかな
