code	municipality	score	title	url	snippet
35215	周南市	68	周南市高校生通学定期券購入補助制度のお知らせ - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/111625.html	周南市高校生通学定期券購入補助制度のお知らせ - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 周南市高校生通学定期券購入補助制度のお知らせ 更新日：2026年2月17日更新 印刷ページ表示 周南市高校生通学定期券購入補助制度 「周南市高校生通学定期券購入補助制度」は、公共交通（路線バス、離島
35215	周南市	68	妊婦のための支援給付 - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/129290.html	妊婦のための支援給付 - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 妊婦のための支援給付 更新日：2026年4月27日更新 印刷ページ表示 妊婦のための支援給付 「妊婦のための支援給付」制度開始のお知らせ 子ども・子育て支援法に創設された「妊婦のための支援給付」と児童福祉法に創設された「妊
35215	周南市	68	児童手当現況届について - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/146764.html	児童手当現況届について - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 児童手当現況届について 更新日：2026年5月29日更新 印刷ページ表示 児童手当現況届について 現況届は、前年の所得や世帯状況などを確認し、受給資格を更新するための届出です。 児童手当受給者は毎年6月に現況届の提出が必
35215	周南市	68	不妊治療費助成制度 - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/2003.html	不妊治療費助成制度 - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 不妊治療費助成制度 更新日：2026年4月1日更新 印刷ページ表示 令和8年度不妊治療費助成制度について 一般不妊治療、人工授精治療、不育症治療を受けられたご夫婦に対し、経済的な負担の軽減を図るために費用の一部を助成します。
35215	周南市	68	母子父子寡婦福祉資金貸付制度 - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/2719.html	母子父子寡婦福祉資金貸付制度 - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 母子父子寡婦福祉資金貸付制度 更新日：2026年1月30日更新 印刷ページ表示 母子・父子家庭及び寡婦の方の経済的な自立を助け、生活意欲の助長と子供の福祉増進を図るために無利子または低利で資金の貸付けを行なうのが、
35215	周南市	68	児童扶養手当 - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/2724.html	児童扶養手当 - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 児童扶養手当 更新日：2026年4月1日更新 印刷ページ表示 目次 児童扶養手当とは 手当を受けることができる人 手当額について 所得の制限 手続きについて 現況届について 各種届出について 手当の支払日 注意すること 児童扶養手
35215	周南市	68	不育症治療費助成制度 - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/34277.html	不育症治療費助成制度 - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 不育症治療費助成制度 更新日：2026年4月1日更新 印刷ページ表示 不育症治療費助成制度について 市では、不育症治療を受けているご夫婦の経済的負担を軽減するため、治療及び検査にかかる自己負担額の一部を助成しています。 区
35215	周南市	68	遺児福祉手当制度 - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/66684.html	遺児福祉手当制度 - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 遺児福祉手当制度 更新日：2026年1月30日更新 印刷ページ表示 遺児の健全な育成を助成し、福祉の増進を図るため、遺児の保護者に対し、遺児福祉手当を支給します。 支給対象者（遺児の保護者） 遺児を養育し、本市に3月以上住所を
35215	周南市	60	閲覧補助設定 - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/141751.html	閲覧補助設定 - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 閲覧補助設定 更新日：2026年1月30日更新 印刷ページ表示 外国語への対応（Foreign language） 音声読み上げ機能 ウェブサイトの文字情報を音声で読み上げるサービスです。ウェブサイトの情報を音声でも提供することで
35215	周南市	60	周南市人工授精治療費助成金交付申請について - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/52700.html	周南市人工授精治療費助成金交付申請について - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 周南市人工授精治療費助成金交付申請について 更新日：2026年1月30日更新 印刷ページ表示 周南市人工授精治療費助成金交付申請に必要なもの 申請書 [PDFファイル／99KB] （夫婦が記載） 医療
35215	周南市	58	児童手当における公金受取口座の利用について - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/110068.html	児童手当における公金受取口座の利用について - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 児童手当における公金受取口座の利用について 更新日：2026年1月30日更新 印刷ページ表示 マイナポータルの公金受取口座を、​ 児童手当の振込口座として利用することができます。 公金受取口座を児童手
35215	周南市	58	児童手当の振込口座の変更方法は？ - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/110177.html	児童手当の振込口座の変更方法は？ - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 児童手当の振込口座の変更方法は？ 更新日：2026年1月30日更新 印刷ページ表示 質問 児童手当の振込口座の変更方法は？ 回答 児童手当の振込口座を変更したい場合は、「児童手当振込口座申出書」と変更希望の「口
35215	周南市	58	児童手当の申請はいつまでに行えばよいのですか？ - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/2726.html	児童手当の申請はいつまでに行えばよいのですか？ - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 児童手当の申請はいつまでに行えばよいのですか？ 更新日：2026年1月30日更新 印刷ページ表示 質問 児童手当の申請はいつまでに行えばよいのですか？ 回答 「出生日から15日以内」 に申請をする
35215	周南市	58	児童手当の申請には何が必要ですか？ - 山口県周南市	https://www.city.shunan.lg.jp/site/kodomosien/2727.html	児童手当の申請には何が必要ですか？ - 山口県周南市 ページの先頭です。 メニューを飛ばして本文へ メニュー 情報をさがす ヘルプ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声よみあげ ヘルプ とじる はじめての方へ 文字サイズ 拡大 標準 背景色の変更 白 黒 青 キーワード検索 キーワード検索 妊娠・出産 健康・医療 お金・生活のサポート 相談する 預ける・通う 学ぶ・体験する おでかけ 応援する・つながる 本文 児童手当の申請には何が必要ですか？ 更新日：2026年1月30日更新 印刷ページ表示 質問 児童手当の申請には何が必要ですか？ 回答 児童手当は、子どもの父母のうち、家庭における生計の中心となる方（一般的には
