rescore	score	organization	title	url	evidence
94	40	鹿児島県	身体障害者等に対する自動車税の減免	https://www.pref.kagoshima.jp/ab07/kurashi-kankyo/zei/info/genmen4.html	鹿児島県／身体障害者等に対する自動車税の減免 本文へスキップします。 鹿児島県 閉じる Language やさしい日本語 閲覧支援 文字サイズ・色合い変更 音声読み上げ 閉じる 情報を探す 緊急情報 緊急情報一覧 緊急情報RSS 閉じる 閲覧支援・ Language サイト内検索 閉じる 閉じる かごしまサイトナビ トップ お探しのページへご案内します！ 下の つから探したい情報、もしくは検索方法をお選びください。 手続き・申請 の検索項目を表示しました。 探したい項目を選んでください。 閉じる 危機管理・防災 くらし・環境 健康・福祉 教育・文化・交流 産業・労働 社会基盤 県政情報 ホーム > くらし・環境 > 税金 > 県税の減免・免除 > 身体障害者等に対する自動車税の減免 更新日：2026年7月10日
90	42	鹿児島市	【令和7年3月診療分まで】こども医療費助成制度	https://www.city.kagoshima.lg.jp/kosodate/kodomofuku/kosodate/kosodate/teate/sedo/kyukodomoiryou.html	【令和7年3月診療分まで】こども医療費助成制度｜鹿児島市 本文へスキップします。 鹿児島市 マグマシティ鹿児島市 Foreign language やさしいにほんご 音声読み上げ・文字サイズ 音声読み上げ 文字サイズ 拡大 標準 縮小 色合い 標準 青 黄 黒 閉じる 緊急情報 音声・文字 Language メニュー 緊急情報 現在、情報はありません。 緊急情報一覧 緊急情報RSS 閉じる 閉じる 暮らし 健康・福祉 子育て・教育 文化・スポーツ 環境・まちづくり 産業・しごと 市政情報 サイト内検索 キーワードで探す 検索の仕方 閉じる ホーム > 子育て・教育 > 子育て支援の手当・助成 > 【令和7年3月診療分まで】こども医療費助成制度 ツイート 更新日：2025年11月30日 ここから本文です。 【令和
86	30	阿久根市	令和7年4月から子ども医療費助成制度が変わります	https://www.city.akune.lg.jp/kosodate_kyoiku/teate_josei/5863.html	令和7年4月から子ども医療費助成制度が変わります／阿久根市 スマートフォン版を表示 本文へ 背景色変更 文字サイズ変更 Foreign Language くらし･手続き 子育て・教育 健康・医療・ 福祉 観光・文化・ スポーツ 仕事・産業 防災・安全 市政情報 何をお探しですか？ 閉じる くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 仕事・産業 防災・安全 市政情報 Foreign language PC版を表示 閉じる 現在のページ ホーム 子育て・教育 各種手当・助成 令和7年4月から子ども医療費助成制度が変わります 令和7年4月から子ども医療費助成制度が変わります Tweet 更新日：2025年03月12日 市では、令和7年4月から、18歳までのすべての子どもに係る医療費の自己負担
86	30	鹿屋市	鹿屋市工場等立地促進補助金について	https://www.city.kanoya.lg.jp/kigyou/sangyo/shokogyo/kigyoyuchi/sokushinhojokin.html	鹿屋市工場等立地促進補助金について／鹿屋市 本文へスキップします。 Foreign language 音声読み上げ 文字サイズ 縮小 標準 拡大 配色 鹿屋市 検索 MENU 暮らし・手続き 健康・福祉 子育て・教育 文化・スポーツ・観光 産業・しごと 市政情報 検索 MENU サイト内検索 閉じる イベント カレンダー 募集情報 オンライン サービス 公共施設 検索 施設予約 システム 申請書事前 作成システム 閉じる ホーム > 産業・しごと > 商工業 > 企業誘致・サポート > 鹿屋市工場等立地促進補助金について ツイート 更新日：2026年7月3日 ここから本文です。 鹿屋市工場等立地促進補助金について 鹿屋市への進出や市内定着を強力にサポートします！！ 補助金の概要 区分 補助率 限度額 投資区分
86	30	鹿屋市	軽自動車税減免について	https://www.city.kanoya.lg.jp/sizei/kurashi/zekin/kejidoshaze/genmen.html	軽自動車税減免について／鹿屋市 本文へスキップします。 Foreign language 音声読み上げ 文字サイズ 縮小 標準 拡大 配色 鹿屋市 検索 MENU 暮らし・手続き 健康・福祉 子育て・教育 文化・スポーツ・観光 産業・しごと 市政情報 検索 MENU サイト内検索 閉じる イベント カレンダー 募集情報 オンライン サービス 公共施設 検索 施設予約 システム 申請書事前 作成システム 閉じる ホーム > 暮らし・手続き > 税金 > 各種税金 > 軽自動車税 > 軽自動車税減免について ツイート 更新日：2025年11月11日 ここから本文です。 軽自動車税減免について 障がい者が所有する自動車や障がい者のために利用される軽自動車について一定の条件に該当する場合は、軽自動車税の減免を行う制度が
84	30	阿久根市	軽自動車税の減免	https://www.city.akune.lg.jp/kurashi_tetsuzuki/25/zeikin/keijidoshazei/1668.html	軽自動車税の減免／阿久根市 スマートフォン版を表示 本文へ 背景色変更 文字サイズ変更 Foreign Language くらし･手続き 子育て・教育 健康・医療・ 福祉 観光・文化・ スポーツ 仕事・産業 防災・安全 市政情報 何をお探しですか？ 閉じる くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 仕事・産業 防災・安全 市政情報 Foreign language PC版を表示 閉じる 現在のページ ホーム くらし・手続き 手続き 税金 軽自動車税 軽自動車税の減免 軽自動車税の減免 Tweet 更新日：2026年05月04日 減免の対象となる車両 次のいずれかに該当する軽自動車が対象です。 身体障がい者または精神障がい者が所有し、本人、同一生計の人、常時介護する人のいずれかが運転す
82	28	鹿児島県	身体障害者手帳等以外の自動車税の減免・免除	https://www.pref.kagoshima.jp/ab07/kurashi-kankyo/zei/info/genmenmenjyo.html	鹿児島県／身体障害者手帳等以外の自動車税の減免・免除 本文へスキップします。 鹿児島県 閉じる Language やさしい日本語 閲覧支援 文字サイズ・色合い変更 音声読み上げ 閉じる 情報を探す 緊急情報 緊急情報一覧 緊急情報RSS 閉じる 閲覧支援・ Language サイト内検索 閉じる 閉じる かごしまサイトナビ トップ お探しのページへご案内します！ 下の つから探したい情報、もしくは検索方法をお選びください。 手続き・申請 の検索項目を表示しました。 探したい項目を選んでください。 閉じる 危機管理・防災 くらし・環境 健康・福祉 教育・文化・交流 産業・労働 社会基盤 県政情報 ホーム > くらし・環境 > 税金 > 県税の減免・免除 > 身体障害者手帳等以外の自動車税の減免・免除 更新日：20
82	28	鹿児島県	自動車税減免申請書（様式1）（身体障害者等用）	https://www.pref.kagoshima.jp/ab07/kurashi-kankyo/zei/annai/car/jizei-02-shinsyou.html	鹿児島県／自動車税減免申請書（様式1）（身体障害者等用） 本文へスキップします。 鹿児島県 閉じる Language やさしい日本語 閲覧支援 文字サイズ・色合い変更 音声読み上げ 閉じる 情報を探す 緊急情報 緊急情報一覧 緊急情報RSS 閉じる 閲覧支援・ Language サイト内検索 閉じる 閉じる かごしまサイトナビ トップ お探しのページへご案内します！ 下の つから探したい情報、もしくは検索方法をお選びください。 手続き・申請 の検索項目を表示しました。 探したい項目を選んでください。 閉じる 危機管理・防災 くらし・環境 健康・福祉 教育・文化・交流 産業・労働 社会基盤 県政情報 ホーム > くらし・環境 > 税金 > 申請の手続き案内 > 自動車税の申請 > 自動車税減免申請書（様式1）（身
78	30	阿久根市	給付型奨学金制度	https://www.city.akune.lg.jp/kosodate_kyoiku/teate_josei/5613.html	給付型奨学金制度／阿久根市 スマートフォン版を表示 本文へ 背景色変更 文字サイズ変更 Foreign Language くらし･手続き 子育て・教育 健康・医療・ 福祉 観光・文化・ スポーツ 仕事・産業 防災・安全 市政情報 何をお探しですか？ 閉じる くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 仕事・産業 防災・安全 市政情報 Foreign language PC版を表示 閉じる 現在のページ ホーム 子育て・教育 各種手当・助成 給付型奨学金制度 給付型奨学金制度 Tweet 更新日：2025年02月07日 給付型奨学金とは「返済の必要がない奨学金」で、阿久根市では令和6年2月に初めて支援事業者と教育支援に関する連携協定に基づき創設しました。本制度は、次世代を担う子どもたちが
78	30	阿久根市	児童手当	https://www.city.akune.lg.jp/kosodate_kyoiku/teate_josei/1934.html	児童手当／阿久根市 スマートフォン版を表示 本文へ 背景色変更 文字サイズ変更 Foreign Language くらし･手続き 子育て・教育 健康・医療・ 福祉 観光・文化・ スポーツ 仕事・産業 防災・安全 市政情報 何をお探しですか？ 閉じる くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 仕事・産業 防災・安全 市政情報 Foreign language PC版を表示 閉じる 現在のページ ホーム 子育て・教育 各種手当・助成 児童手当 児童手当 Tweet 更新日：2025年06月11日 児童を養育している家庭などにおける生活の安定に寄与するとともに、次代の社会を担う児童の健やかな成長に資することを目的として支給される手当です。 支給対象者 高校生年代までの児童（18歳に達する日
