municipalityCode,municipalityName,rescored,strongHits,hasAmount,hasTarget,hasDeadline,title,h1,sourceUrl,snippet
"22213","掛川市","16","補助金|給付金|手当","false","true","true","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/1081409.html","くらみ里山留学「空き家内覧会」を随時受付中！ - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情報 観光"
"22214","藤枝市","16","給付金|減免|免除","false","true","true","検診・保険・年金","検診・保険・年金","https://www.city.fujieda.shizuoka.jp/mokuteki/hoken_nenkin/index.html","検診・保険・年金／藤枝市ホームページ 本文へ メインメニュー 組織から探す よくあるご質問 相談窓口 お問い合わせ ホーム 市長の部屋 安全・安心情報 便利なサービス 藤枝市議会 事業者向け情報 目的から探す くらし・手続き サブメニュー よく見られるページ 子育て・教育 サブメニュー よく見られるページ 健康・福祉 サブメニュー よく見られるページ 文化・スポーツ・観光 サブメニュー よく見られるページ 都市整備・環境 サブメニュー よく見られるページ 産業・ビジネス サブメニュー よく見られるページ 市政情報 サブメニュー よく見られるページ メニューを閉じる サイト内検索 検索を閉じる メインメニュー くらし・手続き くらし・手続きトップ よく見られるページ 子育て・教育 子育て・教育トップ よく見られるページ 健康・福祉 健康・福祉トップ よく見られるページ 文化・スポーツ・観光 文化・スポーツ・観光トップ よく見られるページ 都市整備・環境 都市整備・環境トップ よく見られるページ 産業・ビジネス 産業・ビジネストップ よく見られるページ 市政情報 市政情報トップ よく見られ"
"22210","富士市","15","補助金|手当","true","true","true","結婚・離婚","結婚・離婚","https://www.city.fuji.shizuoka.jp/lifeevent/p007774.html","結婚・離婚 | 静岡県富士市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 富士市 いただきへの、はじまり 緊急情報 閉じる 閲覧サポート 閲覧サポート 文字サイズ・ 色合い変更 音声読み上げ ふりがなON Language English Portugu&ecirc;s Espa&ntilde;ol 中文 Tagalog Tiếng việt Fait &agrave; la main le masque! 日本語 検索& MENU キーワードから探す キーワードから探す ページIDから探す ページIDから探す 注目ワード イベントカレンダー 職員採用情報 富士市くらし応援デジタル商品券 富士市制施行60周年記念アンバサダー「ハローキティ」 市指定ごみ袋 カテゴリ別に探す 防災・安全安心 防災・安全安心 暮らし・手続き 暮らし・手続き 子育て・教育 子育て・教育 健康・医療・福祉 健康・医療・福祉 観光・文化・スポーツ 観光・文化・スポーツ 都市整備・環境 都市整備・環境 "
"22210","富士市","15","補助金|手当","true","true","true","悪質電話対策機器購入費補助金について","悪質電話対策機器購入費補助金について","https://www.city.fuji.shizuoka.jp/1015150000/p000076.html","悪質電話対策機器購入費補助金について | 静岡県富士市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 富士市 いただきへの、はじまり 緊急情報 閉じる 閲覧サポート 閲覧サポート 文字サイズ・ 色合い変更 音声読み上げ ふりがなON Language English Portugu&ecirc;s Espa&ntilde;ol 中文 Tagalog Tiếng việt Fait &agrave; la main le masque! 日本語 検索& MENU キーワードから探す キーワードから探す ページIDから探す ページIDから探す 注目ワード イベントカレンダー 職員採用情報 富士市くらし応援デジタル商品券 富士市制施行60周年記念アンバサダー「ハローキティ」 市指定ごみ袋 カテゴリ別に探す 防災・安全安心 防災・安全安心 暮らし・手続き 暮らし・手続き 子育て・教育 子育て・教育 健康・医療・福祉 健康・医療・福祉 観光・文化・スポーツ 観光・文化・スポーツ 都市整"
"22210","富士市","15","支援金|手当","true","true","true","医療的ケア児の入院・通院等の交通費等を支給します","医療的ケア児の入院・通院等の交通費等を支給します","https://www.city.fuji.shizuoka.jp/1020100000/p005533.html","医療的ケア児の入院・通院等の交通費等を支給します | 静岡県富士市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 富士市 いただきへの、はじまり 緊急情報 閉じる 閲覧サポート 閲覧サポート 文字サイズ・ 色合い変更 音声読み上げ ふりがなON Language English Portugu&ecirc;s Espa&ntilde;ol 中文 Tagalog Tiếng việt Fait &agrave; la main le masque! 日本語 検索& MENU キーワードから探す キーワードから探す ページIDから探す ページIDから探す 注目ワード イベントカレンダー 職員採用情報 富士市くらし応援デジタル商品券 富士市&times;超かぐや姫！ 富士まつり 市指定ごみ袋 カテゴリ別に探す 防災・安全安心 防災・安全安心 暮らし・手続き 暮らし・手続き 子育て・教育 子育て・教育 健康・医療・福祉 健康・医療・福祉 観光・文化・スポーツ 観光・文化・スポーツ 都"
"22210","富士市","15","補助金|手当","true","true","true","プレコンセプションケア健康診査事業","プレコンセプションケア健康診査事業","https://www.city.fuji.shizuoka.jp/1025130000/p007691.html","プレコンセプションケア健康診査事業 | 静岡県富士市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 富士市 いただきへの、はじまり 緊急情報 閉じる 閲覧サポート 閲覧サポート 文字サイズ・ 色合い変更 音声読み上げ ふりがなON Language English Portugu&ecirc;s Espa&ntilde;ol 中文 Tagalog Tiếng việt Fait &agrave; la main le masque! 日本語 検索& MENU キーワードから探す キーワードから探す ページIDから探す ページIDから探す 注目ワード イベントカレンダー 職員採用情報 富士市くらし応援デジタル商品券 富士市制施行60周年記念アンバサダー「ハローキティ」 市指定ごみ袋 カテゴリ別に探す 防災・安全安心 防災・安全安心 暮らし・手続き 暮らし・手続き 子育て・教育 子育て・教育 健康・医療・福祉 健康・医療・福祉 観光・文化・スポーツ 観光・文化・スポーツ 都市整備"
"22210","富士市","15","補助金|手当","true","true","true","感震ブレーカーを設置しましょう！～感震ブレーカー設置費用の一部を補助します（令和8年度）～","感震ブレーカーを設置しましょう！～感震ブレーカー設置費用の一部を補助します（令和8年度）～","https://www.city.fuji.shizuoka.jp/3005200000/p007640.html","感震ブレーカーを設置しましょう！～感震ブレーカー設置費用の一部を補助します（令和8年度）～ | 静岡県富士市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 富士市 いただきへの、はじまり 緊急情報 閉じる 閲覧サポート 閲覧サポート 文字サイズ・ 色合い変更 音声読み上げ ふりがなON Language English Portugu&ecirc;s Espa&ntilde;ol 中文 Tagalog Tiếng việt Fait &agrave; la main le masque! 日本語 検索& MENU キーワードから探す キーワードから探す ページIDから探す ページIDから探す 注目ワード イベントカレンダー 職員採用情報 富士市くらし応援デジタル商品券 富士市制施行60周年記念アンバサダー「ハローキティ」 市指定ごみ袋 カテゴリ別に探す 防災・安全安心 防災・安全安心 暮らし・手続き 暮らし・手続き 子育て・教育 子育て・教育 健康・医療・福祉 健康・医療・福"
"22211","磐田市","15","助成金|手当","true","true","true","婚活・結婚支援","婚活・結婚支援","https://www.city.iwata.shizuoka.jp/kurashi_tetsuzuki/1010694/index.html","婚活・結婚支援｜磐田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイト内検索 ページ番号検索 サイト内検索 ページ番号検索 サイトマップ Foreign language 文字サイズ・配色の変更 トピックス一覧 よくある質問 防災・安全 防災・安全 トップ 閉じる 防災 防犯・交通安全 情報セキュリティ 災害支援 消防 救急 過去の災害対応 防災リンク集 くらし・手続き くらし・手続き トップ 閉じる 戸籍・住民票・印鑑登録・パスポート マイナンバー制度 国保・後期高齢者医療・年金 税金 ごみ・資源循環 環境 住宅・ペット・生活 上下水道 交通 悩み・相談 文化 地域づくり・交流 生涯学習 外国人住民の方 婚活・結婚支援 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産に関する支援 子育てに関する支援 子育てに関する手当・助成"
"22211","磐田市","15","助成金|手当","true","true","true","結婚","結婚","https://www.city.iwata.shizuoka.jp/1014568/1014578.html","結婚｜磐田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイト内検索 ページ番号検索 サイト内検索 ページ番号検索 サイトマップ Foreign language 文字サイズ・配色の変更 トピックス一覧 よくある質問 防災・安全 防災・安全 トップ 閉じる 防災 防犯・交通安全 情報セキュリティ 災害支援 消防 救急 過去の災害対応 防災リンク集 くらし・手続き くらし・手続き トップ 閉じる 戸籍・住民票・印鑑登録・パスポート マイナンバー制度 国保・後期高齢者医療・年金 税金 ごみ・資源循環 環境 住宅・ペット・生活 上下水道 交通 悩み・相談 文化 地域づくり・交流 生涯学習 外国人住民の方 婚活・結婚支援 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産に関する支援 子育てに関する支援 子育てに関する手当・助成 子育てに"
"22212","焼津市","15","補助金|貸付","true","true","true","【申請受付終了】電気自動車を購入する方に補助金を交付します","【申請受付終了】電気自動車を購入する方に補助金を交付します","https://www.city.yaizu.lg.jp/life/kankyo/josei/ev.html","【申請受付終了】電気自動車を購入する方に補助金を交付します｜焼津市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 焼津市 総合トップ よくある質問 Foreign Language 閲覧支援 文字の大きさ・色合い変更 ふりがなON 市政情報 緊急情報 メニュー キーワード検索 検索の使い方 分類別メニュー 閉じる ホーム 生活便利ナビ 閉じる ピックアップ 閉じる チャットボット くらし・手続き こども・教育 健康・福祉 文化・スポーツ しごと・産業 防災・安全 焼津市ホームページ &Gt; くらし・手続き &Gt; 環境 &Gt; 助成制度 &Gt; 【申請受付終了】電気自動車を購入する方に補助金を交付します ここから本文です。 【申請受付終了】電気自動車を購入する方に補助金を交付します 申請額が予算額に達したため、2026年度の申請受付は終了しました。 ページ内メニュー 補助金交付制度 焼津市ではカーボンニュートラル社会の実現に向けて、市内の 電気自動車（EV） の普及促"
"22213","掛川市","15","給付金|手当","true","true","true","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/982680.html","令和８年度 きんじろう「くらしお助け」商品券事業 - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情報 "
"22213","掛川市","15","給付金|手当","true","true","true","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/1015910.html","「美しい茶畑と絶景を巡る」移住体験ツアーを開催します - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情"
"22213","掛川市","15","給付金|手当","true","true","true","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/1015510.html","地域おこし協力隊 福田晃峰さん - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情報 観光・文化・スポー"
"22213","掛川市","15","給付金|手当","true","true","true","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/10131.html","年金生活者支援給付金制度について - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情報 観光・文化・スポ"
"22213","掛川市","15","給付金|手当","true","true","true","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/kakegawa_LINE_kaisetu.html","掛川市のLINE公式アカウントを開設しました - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情報 観光"
"22212","焼津市","13","手当|医療費助成|減免","false","true","false","障害者福祉","障害者福祉","https://www.city.yaizu.lg.jp/health-welfare/handicapped-welfare/index.html","障害者福祉｜焼津市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 焼津市 総合トップ よくある質問 Foreign Language 閲覧支援 文字の大きさ・色合い変更 ふりがなON 市政情報 緊急情報 メニュー キーワード検索 検索の使い方 分類別メニュー 閉じる ホーム 生活便利ナビ 閉じる ピックアップ 閉じる チャットボット くらし・手続き こども・教育 健康・福祉 文化・スポーツ しごと・産業 防災・安全 焼津市ホームページ &Gt; 健康・福祉 &Gt; 障害者福祉 ここから本文です。 障害者福祉 障害福祉サービス事業者指定に対する意見申出制度 精神障害者保健福祉手帳 身体障害者手帳 療育手帳 障害のある人の親亡き後の備えについて 手当や年金 補助や助成 割引や減免 社会参加の促進 障害福祉サービスに関すること（利用者向け） 障害福祉サービスに関すること（事業者向け） 障害者差別解消法に関すること 障害者虐待防止法の施行について 焼津市障害者就労施設等からの物品等"
"22212","焼津市","13","助成金|手当|医療費助成","false","true","false","【よくある質問】 ひとり親家庭への各種支援制度","【よくある質問】 ひとり親家庭への各種支援制度","https://www.city.yaizu.lg.jp/faq/kosodate/hitorioya/index.html","【よくある質問】 ひとり親家庭への各種支援制度｜焼津市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 焼津市 総合トップ よくある質問 Foreign Language 閲覧支援 文字の大きさ・色合い変更 ふりがなON 市政情報 緊急情報 メニュー キーワード検索 検索の使い方 分類別メニュー 閉じる ホーム 生活便利ナビ 閉じる ピックアップ 閉じる チャットボット くらし・手続き こども・教育 健康・福祉 文化・スポーツ しごと・産業 防災・安全 焼津市ホームページ &Gt; よくある質問 &Gt; 【よくある質問】子育て &Gt; 【よくある質問】 ひとり親家庭への各種支援制度 ここから本文です。 【よくある質問】 ひとり親家庭への各種支援制度 【よくある質問】ひとり親家庭等医療費助成金の振込口座は変更できますか 【よくある質問】児童扶養手当証書を紛失してしまいました 【よくある質問】児童扶養手当の支給額を事前に教えてもらうことはできますか 【よくある質問】ひとり親家庭"
"22213","掛川市","13","給付金|手当|免除","false","true","false","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/lifeevent/ninshin/","妊娠・出産 - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情報 観光・文化・スポーツ 観光 学びと文化"
"22213","掛川市","13","補助金|給付金|手当","false","true","false","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/9854.html","掛川市まちづくり協働センター - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情報 観光・文化・スポーツ"
"22213","掛川市","13","給付金|手当|医療費助成","false","true","false","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/7276.html","ひとり親家庭の支援 - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 新型コロナ情報 観光・文化・スポーツ 観光 学"
"22213","掛川市","12","給付金|手当","true","true","false","くらし・行政情報","くらし・行政情報","https://www.city.kakegawa.shizuoka.jp/gyosei/docs/1036673.html","令和８年６月21日 東京開催 しずおかぐらし相談会に出展します！ - 掛川市 本文へ ご利用案内 Foreign Language ふりがなをつける 読み上げる 背景色 白 黄 青 黒 緑茶 文字サイズ 小さく 標準 大きく 言語を選択 英語 中国語（簡体） 中国語（繁体） 韓国語 タイ語 ポルトガル語 スペイン語 インドネシア語 ベトナム語 タガログ語（フィリピン語） くらし・行政情報 お問い合わせ 防災・災害情報 くらし・手続き 戸籍・住民票・印鑑・マイナンバーカード等 防災 国民年金 国民健康保険 税金 住まい・土地 ごみ・リサイクル 水道 下水道・浄化槽 交通 防犯・交通安全 環境 公園・みどり 市民参加・市民活動 相談窓口 ペット・動物 移住・定住情報 消防 手のひら市役所 子育て・教育 妊娠・出産 子どもの手当・助成 小・中学校 子育て・教育支援 子育て・教育施設 青少年健全育成 講座・教室 障がい児の支援 ひとり親家庭の支援 相談の窓口 乳幼児健診・相談 保育園・幼稚園・ 認定こども園 教育委員会 知りたい 相談したい 健康・福祉 後期高齢者医療 福祉 介護 医療 健康 "
"22210","富士市","11","支援金|手当","false","true","true","富士市 いただきへの、はじまり","富士市 いただきへの、はじまり","https://www.city.fuji.shizuoka.jp/","トップページ | 静岡県富士市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 富士市 いただきへの、はじまり 緊急情報 現在、情報はありません。 緊急情報一覧を見る 同報無線情報バックナンバー 発令中の避難情報 閉じる 閲覧サポート 閲覧サポート 検索& MENU キーワードから探す キーワードから探す ページIDから探す ページIDから探す 注目ワード イベントカレンダー 職員採用情報 富士市くらし応援デジタル商品券 富士市&times;超かぐや姫！ 富士まつり 市指定ごみ袋 カテゴリ別に探す 防災・安全安心 防災・安全安心 暮らし・手続き 暮らし・手続き 子育て・教育 子育て・教育 健康・医療・福祉 健康・医療・福祉 観光・文化・スポーツ 観光・文化・スポーツ 都市整備・環境 都市整備・環境 しごと・産業 しごと・産業 市政情報 市政情報 ライフイベント別に探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・住まい 健康・医療 高齢・介護 おくやみ 情"
"22210","富士市","11","奨励金|手当","false","true","true","健康・医療・福祉","健康・医療・福祉","https://www.city.fuji.shizuoka.jp/kenko/index.html","健康・医療・福祉 | 静岡県富士市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 富士市 いただきへの、はじまり 緊急情報 閉じる 閲覧サポート 閲覧サポート 文字サイズ・ 色合い変更 音声読み上げ ふりがなON Language English Portugu&ecirc;s Espa&ntilde;ol 中文 Tagalog Tiếng việt Fait &agrave; la main le masque! 日本語 検索& MENU キーワードから探す キーワードから探す ページIDから探す ページIDから探す 注目ワード イベントカレンダー 職員採用情報 富士市くらし応援デジタル商品券 富士市制施行60周年記念アンバサダー「ハローキティ」 市指定ごみ袋 カテゴリ別に探す 防災・安全安心 防災・安全安心 暮らし・手続き 暮らし・手続き 子育て・教育 子育て・教育 健康・医療・福祉 健康・医療・福祉 観光・文化・スポーツ 観光・文化・スポーツ 都市整備・環境 都市整備・"
"22210","富士市","11","補助金|手当","false","true","true","市政情報","市政情報","https://www.city.fuji.shizuoka.jp/shiseijoho/index.html","市政情報 | 静岡県富士市 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 富士市 いただきへの、はじまり 緊急情報 閉じる 閲覧サポート 閲覧サポート 文字サイズ・ 色合い変更 音声読み上げ ふりがなON Language English Portugu&ecirc;s Espa&ntilde;ol 中文 Tagalog Tiếng việt Fait &agrave; la main le masque! 日本語 検索& MENU キーワードから探す キーワードから探す ページIDから探す ページIDから探す 注目ワード イベントカレンダー 職員採用情報 富士市くらし応援デジタル商品券 富士市制施行60周年記念アンバサダー「ハローキティ」 市指定ごみ袋 カテゴリ別に探す 防災・安全安心 防災・安全安心 暮らし・手続き 暮らし・手続き 子育て・教育 子育て・教育 健康・医療・福祉 健康・医療・福祉 観光・文化・スポーツ 観光・文化・スポーツ 都市整備・環境 都市整備・環境 し"
