slug	organization	title	maxAmount	url	evidence
miyazaki-official-001-001-2026	延岡市	延岡市 子ども医療費助成制度	医療費の自己負担分等を助成	https://www.city.nobeoka.miyazaki.jp/soshiki/32/17959.html	子ども医療費助成制度 本文 子ども医療費助成制度 印刷ページ表示 更新日：2025年12月2日更新 子ども医療費助成制度の内容は以下の通りとなっています。 子ども医療費助成パンフレット（令和6年4月1日改正） [PDFファイル／516KB] お子さまが治療用眼鏡やサポーターなどの治療用装具を作成したときは、子ども医療で助成できる場合があります。 こちらをご確認ください。 制度の概要 1．助成対象 対象者：原則、延岡市に住所を有し、医療保
miyazaki-official-001-002-2026	延岡市	延岡市 延岡市初回産科受診料助成について	助成額助成金額上限10,000円	https://www.city.nobeoka.miyazaki.jp/soshiki/32/30817.html	延岡市初回産科受診料助成について 本文 延岡市初回産科受診料助成について 印刷ページ表示 更新日：2026年3月19日更新 延岡市では、下記の対象者につきまして、初回の産科受診料を助成しています。該当する方は、必要書類を揃えておやこ保健福祉課に申請ください。 対象者 下記のすべてに該当する方 初回の産科受診時及び申請時に延岡市民の方 市販の妊娠検査薬で陽性を確認した方 市民税非課税世帯もしくは生活保護世帯 受診医療機関等の関係機関と延岡
miyazaki-official-001-003-2026	延岡市	延岡市 物価高対応子育て応援手当	支給額についてこども一人あたり1.5万円	https://www.city.nobeoka.miyazaki.jp/soshiki/32/46912.html	物価高対応子育て応援手当上乗せ支給 - 延岡市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ はじめての方へ Foreign Language 音声読み上げ 背景色・文字サイズ 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる 市民の声 キーワード検索 Googleカスタム検索 検索対象 すべて ページ PDF
miyazaki-official-001-004-2026	延岡市	延岡市 ひとり親家庭等医療費助成制度	助成額受給資格者の医療費(保険診療分に限る)が1人1ヶ月に1,000円	https://www.city.nobeoka.miyazaki.jp/soshiki/32/8315.html	ひとり親家庭等医療費助成制度 本文 ひとり親家庭等医療費助成制度 印刷ページ表示 更新日：2021年11月19日更新 ひとり親家庭等の医療費の一部を助成します。 制度概要 医療費助成の対象者(受給資格者) 20歳未満の者を扶養する配偶者のない女子または配偶者のない男子 配偶者のない女子または配偶者のない男子が扶養している児童 父母のない児童 ※「児童」とは、18歳に達する日以後の最初の3月31日までの間にある者をいいます。 助成の対象と
miyazaki-official-001-005-2026	延岡市	延岡市 一般不妊治療費の助成について	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city.nobeoka.miyazaki.jp/soshiki/32/12363.html	一般不妊治療費の助成について 現在地 トップページ &gt; 分類でさがす &gt; 市民向け &gt; 生活のできごと &gt; 妊娠・出産 &gt; 一般不妊治療費の助成について 現在地 トップページ &gt; 分類でさがす &gt; 子育て &gt; 子どもの成長別でみる &gt; 生まれる前 &gt; 一般不妊治療費の助成について 本文 一般不妊治療費の助成について 印刷ページ表示 更新日：2026年1月30日更新 一般不妊治療
miyazaki-official-001-006-2026	延岡市	延岡市 延岡市土砂災害宅地等復旧補助金	補助金額(補助率1/2)※労務費対象(補助金交付対象項目の(1)及び(2)・(3)に該当する場合)➀家屋の住居に要する部分に土砂、倒木等の障害物が堆積し、除去が必要な者15万円	https://www.city.nobeoka.miyazaki.jp/soshiki/48/42570.html	延岡市土砂災害宅地等復旧補助金 現在地 トップページ &gt; 分類でさがす &gt; 市民向け &gt; 防犯・安心 &gt; 交通安全 &gt; 延岡市土砂災害宅地等復旧補助金 現在地 トップページ &gt; 分類でさがす &gt; 市民向け &gt; ごみ・環境・ペット &gt; 環境 &gt; 延岡市土砂災害宅地等復旧補助金 本文 延岡市土砂災害宅地等復旧補助金 印刷ページ表示 更新日：2025年6月2日更新 延岡市土砂災害宅地
miyazaki-official-001-007-2026	延岡市	延岡市 ひとり親家庭等日常生活支援事業	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city.nobeoka.miyazaki.jp/soshiki/32/8365.html	ひとり親家庭等日常生活支援事業 本文 ひとり親家庭等日常生活支援事業 印刷ページ表示 更新日：2022年4月1日更新 ひとり親家庭等日常生活支援事業 母子家庭や父子家庭、寡婦の人が、資格取得のためのの就学や、病気等日常生活を営む上で一時的に支障が生じた場合に、「家庭生活支援員」を派遣し、「生活援助」や「保育サービス」を実施する事業です。 利用料については、所得に応じ、保育サービスで1時間あたり0～150円、生活援助で1時間あたり0～30
miyazaki-official-001-008-2026	延岡市	延岡市 移住支援金制度について	支給額2人以上の家族・世帯の場合：最大100万円	https://www.city.nobeoka.miyazaki.jp/site/miryoku/2625.html	移住支援金制度について 本文 移住支援金制度について 印刷ページ表示 更新日：2026年6月17日更新 R8.4.1～延岡市移住支援金 [PDFファイル／1.64MB] 1.移住支援金制度について 本制度は、宮崎県外に5年以上在住し通勤されている方等が、延岡市に移住し、県内において「ふるさと宮崎人材バンク(注1)」に求人情報を掲載している法人等に就業した場合や、市内において一次産業等に就業した場合等に移住支援金を支給する制度です。 (注
miyazaki-official-001-009-2026	延岡市	延岡市 浄化槽設置補助制度	1人槽以上の浄化槽を設置する住宅補助金額浄化槽設置工事費5人槽332,000円	https://www.city.nobeoka.miyazaki.jp/soshiki/24/2685.html	浄化槽設置補助制度 現在地 トップページ &gt; 分類でさがす &gt; 市民向け &gt; ごみ・環境・ペット &gt; 環境 &gt; 浄化槽設置補助制度 本文 浄化槽設置補助制度 印刷ページ表示 更新日：2026年4月1日更新 浄化槽設置補助制度 下記に該当する場合、予算の範囲内で補助金を交付します。ただし、場合によっては補助対象外となることがありますので必ず事前にご相談ください。 ご自宅の単独処理浄化槽・くみ取り槽を合併処理浄
miyazaki-official-001-010-2026	延岡市	延岡市 児童扶養手当	支給額手当(月額)全部支給一部支給児童が1人のとき48,050円	https://www.city.nobeoka.miyazaki.jp/soshiki/32/1067.html	児童扶養手当 現在地 トップページ &gt; 分類でさがす &gt; 市民向け &gt; 生活のできごと &gt; 結婚・離婚 &gt; 児童扶養手当 本文 児童扶養手当 印刷ページ表示 更新日：2025年4月1日更新 児童扶養手当は、父母の離婚等により、父または母と生計を同じくしていない児童を養育しているひとり親家庭等の生活の安定と自立を助け、児童の福祉の増進を図るための制度です。この手当は、児童の心身の健やかな成長のために支給される
