organization	title	url	status	score	evidence
嬉野市	国民健康保険税について	https://www.city.ureshino.lg.jp/kurashi/zeikin/80.html	200	38	嬉野市｜国民健康保険税について 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > くらし・手続き > 税金 >国民健康保険税について くらし・手続き 戸籍・住民票・証明・マイナンバー 税金 保険・年金 出会い・結婚サポート 環境・ごみ・し尿汲取 動物・ペット 上下水道 移住・定住について 住まい・道路・交通 人権・男女共同参画 安全・安心 まちづくり・地域振興 嬉野市カレンダー お知らせ一覧 国民健康保険税について 保険税の計算方法 国民健康保険税 国民健康保険税＝医療分＋介護納付金
嬉野市	国民年金	https://www.city.ureshino.lg.jp/kurashi/hoken/_24677.html	200	38	嬉野市｜国民年金 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > くらし・手続き > 保険・年金 >国民年金 くらし・手続き 戸籍・住民票・証明・マイナンバー 税金 保険・年金 出会い・結婚サポート 環境・ごみ・し尿汲取 動物・ペット 上下水道 移住・定住について 住まい・道路・交通 人権・男女共同参画 安全・安心 まちづくり・地域振興 嬉野市カレンダー お知らせ一覧 国民年金 国民年金はすべての国民を対象として老齢・障害・死亡に関して必要な給付を行い、国民生活の安定を図ります。
嬉野市	年金生活者支援給付金制度	https://www.city.ureshino.lg.jp/kurashi/hoken/_25324.html	200	38	嬉野市｜年金生活者支援給付金制度 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > くらし・手続き > 保険・年金 >年金生活者支援給付金制度 くらし・手続き 戸籍・住民票・証明・マイナンバー 税金 保険・年金 出会い・結婚サポート 環境・ごみ・し尿汲取 動物・ペット 上下水道 移住・定住について 住まい・道路・交通 人権・男女共同参画 安全・安心 まちづくり・地域振興 嬉野市カレンダー お知らせ一覧 年金生活者支援給付金制度 年金生活者支援給付金は、公的年金等の収入や所得額が一定基
嬉野市	嬉野市不妊治療費助成事業（令和4年度末で終了しました）	https://www.city.ureshino.lg.jp/kosodate/teate/_20683.html	200	38	嬉野市｜嬉野市不妊治療費助成事業（令和4年度末で終了しました） 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > 子育て・教育 > 子育てに関する手当・助成 >嬉野市不妊治療費助成事業（令和4年度末で終了しました） 子育て・教育 妊娠・出産 子育て支援 保育所・幼稚園 子どもの健康 子どもの予防接種 子育てに関する手当・助成 学校教育 お知らせ一覧 嬉野市不妊治療費助成事業（令和4年度末で終了しました） 不妊相談 不妊・不育について相談してみませんか？～佐賀県不妊専門相談センター～
嬉野市	嬉野市不育症治療費助成事業(令和4年度末で終了しました)	https://www.city.ureshino.lg.jp/kosodate/teate/_22094.html	200	38	嬉野市｜嬉野市不育症治療費助成事業(令和4年度末で終了しました) 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > 子育て・教育 > 子育てに関する手当・助成 >嬉野市不育症治療費助成事業(令和4年度末で終了しました) 子育て・教育 妊娠・出産 子育て支援 保育所・幼稚園 子どもの健康 子どもの予防接種 子育てに関する手当・助成 学校教育 お知らせ一覧 嬉野市不育症治療費助成事業(令和4年度末で終了しました) 不育相談 不育について相談してみませんか？～佐賀県不妊専門相談センター～
嬉野市	幼児教育・保育の無償化について	https://www.city.ureshino.lg.jp/kosodate/hoikusho/_24792.html	200	38	嬉野市｜幼児教育・保育の無償化について 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > 子育て・教育 > 保育所・幼稚園 >幼児教育・保育の無償化について 子育て・教育 妊娠・出産 子育て支援 保育所・幼稚園 子どもの健康 子どもの予防接種 子育てに関する手当・助成 学校教育 お知らせ一覧 幼児教育・保育の無償化について 概要 生涯にわたる人格形成の基礎を培う幼児教育の重要性や、幼児教育の負担軽減を図る少子化対策の観点などから、幼稚園、保育所、認定こども園等を利用する3歳児クラスか
嬉野市	「子どもの医療費助成制度」について	https://www.city.ureshino.lg.jp/kosodate/teate/194.html	200	38	嬉野市｜「子どもの医療費助成制度」について 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > 子育て・教育 > 子育てに関する手当・助成 >「子どもの医療費助成制度」について 子育て・教育 妊娠・出産 子育て支援 保育所・幼稚園 子どもの健康 子どもの予防接種 子育てに関する手当・助成 学校教育 お知らせ一覧 「子どもの医療費助成制度」について 0歳から18歳までの医療費助成ができます！ 嬉野市では0歳から18歳までの医療費の助成を行っています。嬉野市での医療費助成の内容は下記のよう
嬉野市	児童扶養手当について	https://www.city.ureshino.lg.jp/kosodate/teate/_19624.html	200	38	嬉野市｜児童扶養手当について 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > 子育て・教育 > 子育てに関する手当・助成 >児童扶養手当について 子育て・教育 妊娠・出産 子育て支援 保育所・幼稚園 子どもの健康 子どもの予防接種 子育てに関する手当・助成 学校教育 お知らせ一覧 児童扶養手当について この制度は、父母の離婚などにより父または母と生計を共にしていない児童を養育している人に対し、生活の安定と自立を助け、児童の心身の健やかな成長のために支給されます。 児童扶養手当を受け
嬉野市	ひとり親子育て世帯応援給付金事業について	https://www.city.ureshino.lg.jp/kosodate/teate/_22826.html	200	38	嬉野市｜ひとり親子育て世帯応援給付金事業について 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > 子育て・教育 > 子育てに関する手当・助成 >ひとり親子育て世帯応援給付金事業について 子育て・教育 妊娠・出産 子育て支援 保育所・幼稚園 子どもの健康 子どもの予防接種 子育てに関する手当・助成 学校教育 お知らせ一覧 ひとり親子育て世帯応援給付金事業について 【支給対象者】 次の要件をすべて満たしている人 (1)市内に住所を有している（子どもも市内に住所を有している）人 (2)児
嬉野市	ひとり親家庭等医療費助成事業について	https://www.city.ureshino.lg.jp/kosodate/teate/_19625.html	200	38	嬉野市｜ひとり親家庭等医療費助成事業について 担当課から探す ライフイベントから探す ご意見・ご回答から探す トップページ > 子育て・教育 > 子育てに関する手当・助成 >ひとり親家庭等医療費助成事業について 子育て・教育 妊娠・出産 子育て支援 保育所・幼稚園 子どもの健康 子どもの予防接種 子育てに関する手当・助成 学校教育 お知らせ一覧 ひとり親家庭等医療費助成事業について 嬉野 市内にお住いの、18歳未満の児童を監護している母子家庭の母とその児童、父子家庭の父とその児童、父母のない児童、一人暮らしの寡婦（
