code	organization	slug	title	category	status	officialUrl	snippet
32441	川本町	shimane-official-003-001-2026	川本町 住まいづくり応援事業（空き家改修助成等）	housing	200	https://www.town.shimane-kawamoto.lg.jp/gyosei/gyosei_environment/housing/2799	川本町住まいづくり応援事業 | 島根県 川本町 このページの本文へ 総合トップへ戻る 各課連絡先・お問い合わせ &thinsp; &thinsp; &thinsp; 防災 防災 気象情報 河川情報（江の川） 緊急避難場所 地図で見る防災情報 災害情報リンク集 防災行政無線 防災関連計画 米軍機騒音等対策 手続き・くらし 手続き・くらし 住民票・戸籍 マイナンバーカード 税金 国民年金 医療 電話、ネット、TV 各種相談 子育て・教育 子育て・教育 子育て 学校 社会教育 社会
32441	川本町	shimane-official-003-002-2026	川本町 老朽危険空き家除却支援事業補助金	housing	200	https://www.town.shimane-kawamoto.lg.jp/gyosei/gyosei_environment/housing/6783	川本町老朽危険空き家除却支援 | 島根県 川本町 このページの本文へ 総合トップへ戻る 各課連絡先・お問い合わせ &thinsp; &thinsp; &thinsp; 防災 防災 気象情報 河川情報（江の川） 緊急避難場所 地図で見る防災情報 災害情報リンク集 防災行政無線 防災関連計画 米軍機騒音等対策 手続き・くらし 手続き・くらし 住民票・戸籍 マイナンバーカード 税金 国民年金 医療 電話、ネット、TV 各種相談 子育て・教育 子育て・教育 子育て 学校 社会教育 社
32441	川本町	shimane-official-003-003-2026	川本町 結婚支援強化補助金	living	200	https://www.town.shimane-kawamoto.lg.jp/gyosei/gyosei_search_info/marriage/5477	川本町結婚支援強化補助金 | 島根県 川本町 このページの本文へ 総合トップへ戻る 各課連絡先・お問い合わせ &thinsp; &thinsp; &thinsp; 防災 防災 気象情報 河川情報（江の川） 緊急避難場所 地図で見る防災情報 災害情報リンク集 防災行政無線 防災関連計画 米軍機騒音等対策 手続き・くらし 手続き・くらし 住民票・戸籍 マイナンバーカード 税金 国民年金 医療 電話、ネット、TV 各種相談 子育て・教育 子育て・教育 子育て 学校 社会教育 社会体
32441	川本町	shimane-official-003-004-2026	川本町 妊婦健康診査費用補助	medical	200	https://www.town.shimane-kawamoto.lg.jp/gyosei/gyosei_search_info/giving_birth/2644	妊婦健康診査費用補助 | 島根県 川本町 このページの本文へ 総合トップへ戻る 各課連絡先・お問い合わせ &thinsp; &thinsp; &thinsp; 防災 防災 気象情報 河川情報（江の川） 緊急避難場所 地図で見る防災情報 災害情報リンク集 防災行政無線 防災関連計画 米軍機騒音等対策 手続き・くらし 手続き・くらし 住民票・戸籍 マイナンバーカード 税金 国民年金 医療 電話、ネット、TV 各種相談 子育て・教育 子育て・教育 子育て 学校 社会教育 社会体育
32441	川本町	shimane-official-003-005-2026	川本町 福祉医療費助成条例	medical	200	https://www.town.shimane-kawamoto.lg.jp/reiki/reiki_honbun/m137RG00000273.html	川本町福祉医療費助成条例 ○川本町福祉医療費助成条例 昭和59年12月22日 条例第17号 川本町福祉医療費助成条例(昭和48年条例第8号)の全部を改正する。 (目的) 第1条 この条例は、福祉医療対象者に対して医療費を助成することにより福祉医療対象者の健康の維持と生活の安定を図り、もって福祉医療対象者の福祉の増進に資することを目的とする。 (定義) 第2条 この条例において「福祉医療対象者」とは、川本町内に居住地を有する者であって 次の各号 のいずれかに該当するもの ( 第
32441	川本町	shimane-official-003-006-2026	川本町 子ども等医療費助成条例	medical	200	https://www.town.shimane-kawamoto.lg.jp/reiki/reiki_honbun/m137RG00000306.html	川本町子ども等医療費助成条例 ○川本町子ども等医療費助成条例 平成14年6月21日 条例第25号 (目的) 第1条 この条例は、子ども等の医療費を助成することにより、子ども等の疾病の早期発見及び早期治療を促進するとともに、子育てに伴う保護者の経済的負担の軽減を図り、もって子ども等の健全な育成及び安心して子どもを生み育てることができる環境づくりを推進することを目的とする。 (定義) 第2条 この条例において「子ども等」とは、 次の各号 に掲げる者であって、川本町内に住所 (住民
32441	川本町	shimane-official-003-007-2026	川本町 妊婦支援給付金事業	medical	200	https://www.town.shimane-kawamoto.lg.jp/reiki/reiki_honbun/m137RG00001095.html	川本町妊婦支援給付金事業実施要綱 ○川本町妊婦支援給付金事業実施要綱 令和7年4月1日 告示第36号 (目的) 第1条 この要綱は、子ども・子育て支援法 (平成24年法律第65号。以下「法」という。) に基づき川本町 (以下、「町」という。) が実施する妊婦支援給付金 (以下、「給付金」という。) の支給に関し、必要な事項を定める。 (給付金の支給対象者) 第2条 給付金の支給対象者は、町内に住所を有し、医師による胎児心拍の確認がされた妊婦とする。 2 町内に住所を有し、医師
32441	川本町	shimane-official-003-008-2026	川本町 妊婦健診時交通費助成金	medical	200	https://www.town.shimane-kawamoto.lg.jp/reiki/reiki_honbun/m137RG00001101.html	川本町妊婦に対する遠方の産科医療機関等で受診する妊婦健診時にかかる交通費助成金交付要綱 ○川本町妊婦に対する遠方の産科医療機関等で受診する妊婦健診時にかかる交通費助成金交付要綱 令和7年7月30日 告示第49号 (目的) 第1条 この要綱は、遠方の産科医療機関等で妊婦健康診査 (以下、「妊婦健診」という。) を受診する必要がある妊婦に対して、当該産科医療機関等までの交通費の助成を行うことにより、妊婦の経済的負担の軽減を図ることを目的とする。 (対象者) 第2条 事業の対象者は
32441	川本町	shimane-official-003-009-2026	川本町 チャイルドシート助成金	childcare	200	https://www.town.shimane-kawamoto.lg.jp/reiki/reiki_honbun/m137RG00000310.html	川本町チャイルドシート助成金交付要綱 ○川本町チャイルドシート助成金交付要綱 平成11年12月27日 要綱第13号 (目的) 第1条 この要綱 は、少子化対策事業の一環として、乳幼児の交通安全を推進するため、幼児用補助装置 (以下「チャイルドシート」という。) を購入する保護者に対して、 川本町チャイルドシート助成金交付要綱 (以下「助成金」という。) に関して必要な事項を定める。 (定義) 第2条 この要綱 において、 次の各号 に掲げる用語の定義は、 当該各号 に定めると
32441	川本町	shimane-official-003-010-2026	川本町 高等職業訓練促進給付金等事業	living	200	https://www.town.shimane-kawamoto.lg.jp/reiki/reiki_honbun/m137RG00000315.html	川本町高等職業訓練促進給付金等事業実施要綱 ○川本町高等職業訓練促進給付金等事業実施要綱 平成23年4月1日 告示第20号 (目的) 第1条 この要綱は、母子家庭の母又は父子家庭の父の就職の際に有利であり、また生活の安定に資する資格の取得を促進するため、当該資格に係る養成訓練の受講期間について高等職業訓練促進給付金 (以下「訓練促進給付金」という。) を支給するとともに、養成機関への入学時における負担を考慮し高等職業訓練修了支援給付金 (以下「修了支援給付金」という。) を修
