code,municipality,rescore,title,url,snippet
21383,安八町,60,"安八町観光PRラッピングトラック製作の協力事業者募集",https://www.town.anpachi.lg.jp/0000002305.html,"令和6年度に作製したラッピングトラック 事業対象条件 事業者およびラッピングをするトラック（輸送車）は、次の各号の全てを満たすこと。 補助金の額 ラッピングトラック製作に要する1台当たりの費用（消費税含む）の2分の1（千円未満切り捨て）または25万円の低い額 募集期間 令和8年9月4日（金）まで 要綱 詳しくは、下記の要綱をご確認ください。 添付ファイル 安"
21362,関ケ原町,50,"カルテット・アマービレ with 竹澤勇人 開催のお知らせ/関ケ原町",https://www.town.sekigahara.gifu.jp/item/8686.htm,"入場料 全席自由 一般 1,000円 高校生以下 500円 ※未就学児童は入場不可 ※前売券が完売の場合、当日券の販売はありません。 ※本コンサートは（公財）三井住友海上文化財団の助成により特別料金に設定しています。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧を"
21362,関ケ原町,50,"バナー広告の募集について/関ケ原町",https://www.town.sekigahara.gifu.jp/item/2495.htm,"広告掲載媒体 関ケ原町ホームページ 広告枠の大きさ 縦55ピクセル&times;横160ピクセル 広告掲載枠数 5枠 広告掲載期間 ３ヶ月単位（更新可） 掲載料（１枠） 10,000円（税込）／１月 申込方法 申請書に原稿案を添えて、お申込みください 選考の上、広告バナーの掲載可否を判断いたします。 その場合、Microsoft Officeまたは無償のMi"
21362,関ケ原町,50,"バナー広告の募集について/関ケ原町",https://www.town.sekigahara.gifu.jp/1779.htm,"広告掲載媒体 関ケ原町ホームページ 広告枠の大きさ 縦55ピクセル&times;横160ピクセル 広告掲載枠数 5枠 広告掲載期間 ３ヶ月単位（更新可） 掲載料（１枠） 10,000円（税込）／１月 申込方法 申請書に原稿案を添えて、お申込みください 選考の上、広告バナーの掲載可否を判断いたします。 その場合、Microsoft Officeまたは無償のMi"
21362,関ケ原町,50,"【8月9日開催】 カルテット・アマービレ with 竹澤勇人/関ケ原町",https://www.town.sekigahara.gifu.jp/7060.htm,"入場料 全席自由 一般 1,000円 高校生以下 500円 ※未就学児童は入場不可 ※前売券が完売の場合、当日券の販売はありません。 ※本コンサートは（公財）三井住友海上文化財団の助成により特別料金に設定しています。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧を"
21381,神戸町,50,"大垣勤労者福祉サービスセンター会員募集",https://www.town.godo.gifu.jp/business/business15.html,"加入資格 西美濃地域 ※ の事業所に勤務する人（パートタイマーを含む）および事業主（事業所単位で加入） ※ 大垣市、海津市、養老町、垂井町、関ケ原町、神戸町、輪之内町、安八町、揖斐川町、大野町、池田町、本巣市 サービス内容 宿泊助成、健康診断助成、レジャー施設や映画鑑賞券などチケットのお値打ちなあっせん、慶弔給付など 会費 1人800円（月額） 備考 事業主"
21383,安八町,50,"あんぱちで暮らしませんか？",https://www.town.anpachi.lg.jp/0000000007.html,"住みやすく便利な田舎暮らしができる安八町で家族とのんびり暮らしませんか？ 暮らしのデータ 【人口】14,379人（令和8年4月1日現在） 【面積】18.16㎢ 【こども園】3園（公立） ※こども園についてはこちらをご覧ください。 【病院・診療所】8カ所（ 主要医療機関 ） 各種施策 「住」に関する支援策 安八町住宅取得助成金 「定住促進住宅取得助成金制度につ"
21401,揖斐川町,50,"犯罪被害者等支援 - 揖斐川町公式ホームページへようこそ（総務課）",https://www.town.ibigawa.lg.jp/page/1248.html,"本町では、「犯罪被害者等支援条例」の制定をはじめとして、犯罪被害者支援金支給要綱を策定し、犯罪被害者等の心に寄り添いながら、被害の回復や軽減を図るとともに、町民が安全に安心して住み続けることができる地域社会を目指します。 揖斐川町犯罪被害者等支援条例について 揖斐川町犯罪被害者等支援条例 [PDFファイル／125KB] 揖斐川町犯罪被害者等支援金 犯罪被害者"
21383,安八町,45,"医療費助成",https://www.town.anpachi.lg.jp/category/2-3-0-0-0-0-0-0-0-0.html,""
21401,揖斐川町,45,"手当・助成 - 揖斐川町公式ホームページへようこそ",https://www.town.ibigawa.lg.jp/life/2/9/47/,"手当・助成 - 揖斐川町公式ホームページへようこそ ページの先頭です。"
21362,関ケ原町,40,"高齢者の運転免許証自主返納を支援します。/関ケ原町",https://www.town.sekigahara.gifu.jp/item/6641.htm,"【対象者】 以下の条件をすべて満たしている方 １．申請時に関ケ原町に住民登録がある６５歳以上の方 ２．町税・分担金・使用料等の滞納がない方 【支援内容】 タクシー利用券（１０，０００円分）※有効期限：令和１０ 年３月31日 【申請の手順】 １．垂井警察署または、西濃運転者講習センターで運転免許証の返納手続きをする。 ２．手続き時、申請による運転免許の「取消通"
21362,関ケ原町,40,"令和9年（2027年）関ケ原町二十歳の集い運営委員の募集について/関ケ原町",https://www.town.sekigahara.gifu.jp/item/8733.htm,"） 募集人員 6名以内 対象者 平成18年（2006）年４月１日から平成19年（2007年）４月２日生まれの方 令和８年10月１日時点で関ケ原町に住民登録がある方 令和４年３月（中学校３年生卒業時）に関ケ原町に住民登録があった方 応募方法 運営委員の応募は ロゴフォーム からお願いします。 その場合、Microsoft Officeまたは無償のMicroso"
21362,関ケ原町,40,"関ケ原町空家等除却支援事業について/関ケ原町",https://www.town.sekigahara.gifu.jp/5464.htm,"利用を希望される方は、申請される前に、 総務課（0584-43-1110）までご連絡ください。 1.助成内容 ⑴ 対象者 次の条件をすべて満たす方が対象となります。 空家等の所有者もしくは相続人、又は所有者等から同意を受けた方 町税等を完納している方 暴力団と密接な関係を有する者でないこと ⑵ 対象空家等 次の条件をすべて満たす空家等が対象となります。 町内"
21362,関ケ原町,40,"福祉医療受給者証が新しくなります/関ケ原町",https://www.town.sekigahara.gifu.jp/item/8589.htm,"新しい「福祉医療費受給者証」の使用開始日について 新しい受給者証は令和８年４月１日から 使用することができます。 令和８年４月１日以降も引き続き受給要件を満たす対象者には、新しい福祉医療受給者証を郵送します。 （ 申請は不要 です） 郵送時期は、令和８年３月中を予定 しています。 新しい受給者証が使用できるのは、令和8年４月１日からです。"
21362,関ケ原町,40,"令和９年（2027年）関ケ原町二十歳の集い運営委員の募集について/関ケ原町",https://www.town.sekigahara.gifu.jp/7104.htm,"） 募集人員 6名以内 対象者 平成18年（2006）年４月１日から平成19年（2007年）４月２日生まれの方 令和８年10月１日時点で関ケ原町に住民登録がある方 令和４年３月（中学校３年生卒業時）に関ケ原町に住民登録があった方 応募方法 運営委員の応募は ロゴフォーム からお願いします。 その場合、Microsoft Officeまたは無償のMicroso"
21381,神戸町,40,"神戸町高校生世代通学定期券購入助成事業",https://www.town.godo.gifu.jp/life/other/teiki.html,"対象者の要件 町内に住所を有する者で、学校教育法(昭和22年法律第26号）に規定する高等学校又は高等専門学校若しくは高等学校と同等の過程と認められる専修学校に在籍している者 年齢要件：高校生世代（18歳を迎えた年の年度末まで） 有効期間が補助年度に属する通学定期を購入した者 保護者を含む世帯全員に町税と使用料等の未納がないこと。 助成対象 通学定期券の購入経"
21381,神戸町,40,"企業版ふるさと納税に係る寄附の募集について",https://www.town.godo.gifu.jp/business/business09.html,"地方創生の更なる充実に向けて、地方への資金の流れを飛躍的に高める観点から、令和2年度に制度が大幅に見直されました。 神戸町では、この制度を活用し、企業の皆さまからの寄附を募り、令和３年3月に策定した「第２期神戸町まち・ひと・しごと創生総合戦略」に掲げる取組みの更なる推進と地域課題解決を図っていきます。 1回あたり10万円以上の寄附が対象となります。 本社が所"
21401,揖斐川町,40,"揖斐川町交通遺児激励金支給事業 - 揖斐川町公式ホームページへようこそ（総務課）",https://www.town.ibigawa.lg.jp/page/1245.html,"揖斐川町交通遺児激励金支給要綱について 揖斐川町交通遺児激励金支給要綱 [PDFファイル／98KB] 対象者 交通事故により、親（父または母）等を亡くされた方 0歳から義務教育終了までの方および高等学校在学中（高等専門学校3年修了までの方、特別支援学校の高等部在学中の方も含む）で20歳未満の方 毎年5月5日現在において揖斐川町に住所を有する方 激励金の額 1"
21401,揖斐川町,40,"自動車臨時運行許可申請について - 揖斐川町公式ホームページへようこそ（住民生活課）",https://www.town.ibigawa.lg.jp/page/2157.html,"自動車臨時運行許可申請について - 揖斐川町公式ホームページへようこそ（住民生活課） ページの先頭です。 臨時運行の対象とならないもの 自動車を単に移動させるだけの回送（解体する場所へ持っていく場合等） 登録する意思のない自動車（保有、展示を目的としたもの・撮影のために使用する自動車等） 販売のための試乗をするための回送 車検のいらない自動車（排気量250c"
21362,関ケ原町,30,"事業者の方へ/関ケ原町",https://www.town.sekigahara.gifu.jp/business/,"その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧をお願い致します。"
21362,関ケ原町,30,"関ケ原町消防団/関ケ原町",https://www.town.sekigahara.gifu.jp/3526.htm,"(4)出動手当&hellip; 火災その他の災害に出動したとき、あるいは演習訓練等に出動したとき、手当が支給されます。 消防団協力事業所表示証 関ケ原町消防団協力事業所表示制度申請書はこちら 消防団協力事業所表示制度申請書 岐阜県消防団協力事業所支援減税制度 岐阜県では、消防団活動を行うことができる職場環境づくりに取り組む事業所等、または消防団の活動に協力し"
21362,関ケ原町,30,"各課連絡先/関ケ原町",https://www.town.sekigahara.gifu.jp/1106.htm,"お問い合わせ先（代表） 所在地/〒503-1592 岐阜県不破郡関ケ原町大字関ケ原894-58 (町役場１階) 電話番号/ 0584-43-1113 0584-43-1113 FAX/ 0584-43-2120 E-mail/ jyuumindaihyou@town.sekigahara.gifu.jp ページの先頭へ戻る こどもみらい課 担当事務 子育て支"
21362,関ケ原町,30,"クマの出没情報について/関ケ原町",https://www.town.sekigahara.gifu.jp/item/7197.htm,"令和８年度クマ情報.pdf(2026年7月15日 8時30分 更新 411KB) また、 岐阜県内においても多数の出没・目撃情報があります。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧をお願い致します。"
21362,関ケ原町,30,"関ケ原町職員の募集について（一般行政職、土木職、学芸員、保育士）/関ケ原町",https://www.town.sekigahara.gifu.jp/item/8742.htm,"女性活躍推進法に基づく取組 次世代育成支援対策推進法に基づく取組 定員管理計画について 障害者活躍推進計画 令和９年4月採用 関ケ原町職員の募集について 総務課 危機管理係 行政係 庶務係 秘書広報係 管財係 ページの先頭へ戻る 令和９年4月採用 関ケ原町職員の募集について 更新日2026年7月1日 下記のとおり、令和９年４月採用にかかる職員（一般行政職、一"
21362,関ケ原町,30,"令和９年（2027年）関ケ原町二十歳の集いについて/関ケ原町",https://www.town.sekigahara.gifu.jp/item/8732.htm,"二十歳の集い運営委員の募集については こちら をご覧ください。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧をお願い致します。"
21362,関ケ原町,30,"関ケ原町会計年度任用職員を募集します/関ケ原町",https://www.town.sekigahara.gifu.jp/item/6077.htm,"女性活躍推進法に基づく取組 次世代育成支援対策推進法に基づく取組 定員管理計画について 障害者活躍推進計画 令和９年4月採用 関ケ原町職員の募集について 総務課 危機管理係 行政係 庶務係 秘書広報係 管財係 ページの先頭へ戻る 関ケ原町会計年度任用職員を募集します 更新日2026年6月26日 関ケ原町で勤務していただける職員を募集します。 任用期間 随時～"
21362,関ケ原町,30,"河川占用の申請について/関ケ原町",https://www.town.sekigahara.gifu.jp/item/8737.htm,"申請方法 関ケ原町の管理する河川に占用物件を設置する場合は、事前に「河川占用許可申請書」に必要書類を添付して産業建設課窓口に提出（2部）してください。 河川占用許可申請書 添付書類 内容 位置図 申請地周辺がわかる地図に申請場所を図示したもの。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っている"
21362,関ケ原町,30,"道路占用の申請について/関ケ原町",https://www.town.sekigahara.gifu.jp/item/8736.htm,"申請方法 関ケ原町の管理する道路に占用物件を設置する場合は、事前に「道路占用許可申請書」に必要書類を添付して産業建設課窓口に提出（2部）してください。 道路占用許可申請書 添付書類 内容 位置図 申請地周辺がわかる地図に申請場所を図示したもの。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っている"
21362,関ケ原町,30,"関ケ原町ごみ収集日カレンダーについて/関ケ原町",https://www.town.sekigahara.gifu.jp/4696.htm,"令和７年度 ごみ収集カレンダーAB地区 令和７年度 ごみ収集カレンダーCD地区 令和８年度 ごみ収集カレンダーAB地区 令和８年度 ごみ収集カレンダーCD地区 ご不明な点がありましたら、水道環境課・環境衛生係までお問い合わせください。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っ"
21362,関ケ原町,30,"犬の登録変更手続き/関ケ原町",https://www.town.sekigahara.gifu.jp/2829.htm,"町内で新たに犬を飼うの場合 「犬の登録申請書」を提出してください。 関連ファイルダウンロード 犬の登録申請書 犬の登録事項変更届 犬の死亡届出書 お問合わせ先 水道環境課 所在地/〒503-1592岐阜県不破郡関ケ原町大字関ケ原894-58 電話番号/0584-43-3053 電話番号/ 0584-43-3053 FAX/0584-43-3122 E-mai"
21362,関ケ原町,30,"乳幼児等の方への医療費の助成について/関ケ原町",https://www.town.sekigahara.gifu.jp/2640.htm,"申請に必要なもの 医療保険証（お子さんの名前が入ったもの） 印鑑（認印可、スタンプ印不可） お医者さんにかかるには 医療保険証と福祉医療費受給者証を、医療機関の窓口で提示してください。 県外の医療機関で受診された場合は 福祉医療費受給者証は使用できませんので、保険診療にかかる自己負担分を支払った後、住民課に領収書を提出して医療費支給申請をしてください。 後日"
21362,関ケ原町,30,"令和８年度家族の健康カレンダー/関ケ原町",https://www.town.sekigahara.gifu.jp/2711.htm,"各種カレンダー 令和8年度成人の健康カレンダー 令和8年度母子の健康カレンダー 添付資料を見るためにはビューワソフトが必要な場合があります。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧をお願い致します。"
21362,関ケ原町,30,"プライバシーポリシー/関ケ原町",https://www.town.sekigahara.gifu.jp/1083.htm,"ただし、電子メールによる意見の募集・届出などの際に、氏名・住所などの記入をお願いしています。 個人情報の利用、提供及び管理について 収集した個人情報は、問い合わせへの対応や申請手続等あらかじめ明示した収集目的の範囲内で利用し、利用者ご本人の承諾を得ている場合、あるいは法令又は条例の定めがある場合等「関ケ原町個人情報保護条例」で定める場合を除き、目的以外の利用"
21362,関ケ原町,30,"プライバシーポリシー/関ケ原町",https://www.town.sekigahara.gifu.jp/1083.htm,"ただし、電子メールによる意見の募集・届出などの際に、氏名・住所などの記入をお願いしています。 個人情報の利用、提供及び管理について 収集した個人情報は、問い合わせへの対応や申請手続等あらかじめ明示した収集目的の範囲内で利用し、利用者ご本人の承諾を得ている場合、あるいは法令又は条例の定めがある場合等「関ケ原町個人情報保護条例」で定める場合を除き、目的以外の利用"
21362,関ケ原町,30,"町民活動・コミュニティ/関ケ原町",https://www.town.sekigahara.gifu.jp/3039.htm,"その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧をお願い致します。"
21362,関ケ原町,30,"パブリックコメント（意見募集）/関ケ原町",https://www.town.sekigahara.gifu.jp/3113.htm,"その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧をお願い致します。"
21362,関ケ原町,30,"国保関ケ原診療所/関ケ原町",https://www.town.sekigahara.gifu.jp/4596.htm,"サイトメニュー 診療所の概要 診療時間・受付時間等 担当医表 健診のご案内 発熱外来 通所リハビリテーション 個人情報について お問い合わせ マイナンバーカードについて 国保関ケ原診療所 〒503-1514 岐阜県不破郡関ケ原町大字関ケ原2490番地の29 TEL.(0584)43-1122 FAX.(0584)43-2236 地域連携用FAX：(0584)"
21362,関ケ原町,30,"町章と町民憲章/関ケ原町",https://www.town.sekigahara.gifu.jp/2588.htm,"その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧をお願い致します。"
21362,関ケ原町,30,"令和９年（2027年）関ケ原町二十歳の集いについて/関ケ原町",https://www.town.sekigahara.gifu.jp/7103.htm,"二十歳の集い運営委員の募集については こちら をご覧ください。 その場合、Microsoft Officeまたは無償のMicrosoft社製ビューアーアプリケーションの入っているPC端末などをご利用し閲覧をお願い致します。"
21381,神戸町,30,"岐阜県安八郡神戸町公式ホームページ",https://www.town.godo.gifu.jp/,"7月6日 令和８年度第２回神戸町職員採用（令和９年度採用）試験について 7月4日 藤井弘之町長 ２期目就任のあいさつ 7月1日 公共施設LED化事業 公募型プロポーザルの実施について 6月30日 「広報ごうど」最新号2026年7月号を公開しました。 お持ちでない方は、Adobe社から無償でダウンロードできます。"
21381,神戸町,30,"岐阜県安八郡神戸町公式ホームページ",https://www.town.godo.gifu.jp/index.html,"7月6日 令和８年度第２回神戸町職員採用（令和９年度採用）試験について 7月4日 藤井弘之町長 ２期目就任のあいさつ 7月1日 公共施設LED化事業 公募型プロポーザルの実施について 6月30日 「広報ごうど」最新号2026年7月号を公開しました。 お持ちでない方は、Adobe社から無償でダウンロードできます。"
21381,神戸町,30,"新着情報バックナンバー",https://www.town.godo.gifu.jp/contents/news_bn/,"2026年7月6日 令和８年度第２回神戸町職員採用（令和９年度採用）試験について 2026年7月4日 藤井弘之町長 ２期目就任のあいさつ 2026年7月1日 公共施設LED化事業 公募型プロポーザルの実施について 2026年6月のバックナンバー 2026年6月30日 「広報ごうど」最新号2026年7月号を公開しました。 2026年6月15日 第43回文芸ごう"
21381,神戸町,30,"東海環状自動車道を活かした「まちづくり」～企業誘致～",https://www.town.godo.gifu.jp/business/business23.html,"神戸町第6次総合計画/神戸町都市計画マスタープラン 市街化編入・用地地域指定箇所 地区計画 東海環状自動車道の整備状況 神戸町西座倉土地区画整理事業について 東海環状自動車道大野神戸インターチェンジが令和元年12月に開通し、広域アクセスの向上が図られたことから、組合施行による土地区画整理事業を実施し、換地手法を用いた面的整備を行うことで公共施設の整備・改善と"
21382,輪之内町,30,"就労証明書等の作成について【令和6年12月以降提出用】",https://town.wanouchi.gifu.jp/portal/parenting-education/pregnancy-childbirth-parenting/post0058525/,"このため、令和6年12月以降、こども家庭庁が定める「就労証明書の標準的な様式」を使用することとなりました。 ※就労証明書について、虚偽の記載や偽装、変造（無断作成、改変）した場合は、給付認定及び利用を取り消します。 就労証明書（Excelデータ） 就労証明書（PDFデータ） 関連情報 児童手当の手続方法について 民法等の一部改正法（父母の離婚後等の子の養育に"
21383,安八町,30,"母子保健事業",https://www.town.anpachi.lg.jp/0000000626.html,"妊婦等包括相談支援事業および妊婦のための支援給付について 安八町では、妊娠期からの切れ目のない支援を行うことができるよう、妊婦等包括相談支援事業(面談）と経済的支援（妊婦のための支援給付)を一体的に実施しています。 妊婦健康診査受診票（補助券）の交付 母子健康手帳交付時に、県内の病院で受ける妊婦健康診査の補助券を14枚交付します。 里帰り出産などで県外の医療"
21383,安八町,30,"安八町ふるさと寄附金事務代行業務委託に係る公募型プロポーザル",https://www.town.anpachi.lg.jp/0000002589.html,"業務委託概要 業務名：安八町ふるさと寄附金事務代行業務委託 業務内容：別紙「安八町ふるさと寄附金事務代行業務委託 仕様書」のとおり 契約期間：令和8年10月1日から令和13年9月30日まで（5年間長期継続契約） 提案上限：寄附金額の6％（消費税および地方消費税を除く） 質問受付期間 令和8年6月15日（月曜日）から令和8年6月17日（水曜日）午後5時まで （"
21383,安八町,30,"令和8年度 第2回安八町職員採用試験（一般行政職・保育士・情報）",https://www.town.anpachi.lg.jp/0000002611.html,"令和8年度 安八町職員採用試験案内 令和8年度第2回安八町職員採用試験要項 (PDF形式、165.79KB) 令和8年度第2回安八町職員採用試験要項【職務経験者】 (PDF形式、170.23KB) 令和8年度第2回安八町職員採用試験申込書 (PDF形式、81.00KB) 2．試験の日時および会場 第1次試験 試験日時 令和8年9月20日（日） 試験会場 安八"
21383,安八町,30,"ハートピア各種申請書",https://www.town.anpachi.lg.jp/heartpia/0000000712.html,"ハートピア安八」視察・利用申請書 ハートピア安八を視察または利用される時に必要な用紙です。 まず、電話または直接ご来館いただいて日時を調整後、ご記入いただき当館へ郵送、または直接事務室受付へお出しください。 添付ファイル 「ハートピア安八」視察・利用申請書 (PDF形式、64.29KB) PDFファイルの閲覧には Adobe Reader が必要です。 同ソ"
21383,安八町,30,"MUSUBUテラスのご利用方法",https://www.town.anpachi.lg.jp/musubuterasu/0000001273.html,"空きが出来次第、改めて募集させていただきます。 必要書類 申請書 使用許可申請書 (ワード形式、26.84KB) 還付申請 (ワード形式、20.37KB) 減免申請書 (ワード形式、19.20KB) STEP01のリンクから申込の場合は不要 その他施設について その他施設は、どなたでも無料でご利用いただけます。"
21401,揖斐川町,30,"自転車乗車用ヘルメット購入費補助事業について - 揖斐川町公式ホームページへようこそ（総務課）",https://www.town.ibigawa.lg.jp/page/2238.html,"自転車乗車用ヘルメット購入費補助事業について - 揖斐川町公式ホームページへようこそ（総務課） ページの先頭です。 また、令和5年4月1日からは、道路交通法においてもヘルメットの着用が努力義務となりました。 揖斐川町では、自転車利用時のヘルメットの着用を促進し、自転車に係る交通事故による被害の軽減を目的として、自転車を利用する者が、自転車乗車時に着用するヘル"
21401,揖斐川町,30,"令和8年度養老鉄道・樽見鉄道で通学する高校生の定期券購入補助金について - 揖斐川町公式ホームページへようこそ（政策広報課）",https://www.town.ibigawa.lg.jp/page/6166.html,"令和8年度養老鉄道・樽見鉄道で通学する高校生の定期券購入補助金について - 揖斐川町公式ホームページへようこそ（政策広報課） ページの先頭です。"
