"municipality","rescore","priority","status","title","url","snippet"
"函南町","18","low","200","ホーム／函南町","https://www.town.kannami.shizuoka.jp/index.html","開く 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる シティプロモーション ふるさと納税 事業者向け情報 くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID ページIDとは トピックス もしものときは 防災 ゴミの出し方・分け方 新着情報 現在、新着情報はございません。 新着情報一覧を見る RSS ライ"
"函南町","18","low","200","函南町の電子申請サービス（オンライン申請）／函南町","https://www.town.kannami.shizuoka.jp/kurashi_tetsuzuki/denshishinsei/3792.html","函南町の電子申請サービス（オンライン申請）／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5"
"函南町","15","low","200","函南町ごみ焼却場・リサイクルプラザ／函南町","https://www.town.kannami.shizuoka.jp/shisetsu/gomi_kankyo/2896.html","、安全に衛生的に処理できる施設です。 “ごみは資源”を基本テーマに、それぞれのごみに適した処理システムを採用し、効率よく、リサイクル効果をあげています。 ごみ焼却場では、ダイオキシン等の大気汚染防止、水質汚濁防止、騒音・臭気防止など、きめ細かな公害防止対策を施設の隅々にいたるまで実施しています。 利用案内 ご家庭の粗大ごみなどの焼却場への持ち込みは次のとおり受け付けています。 焼却場 ご利用案内 受付日と時間 平日（月曜～金曜） 午前8時30分から正午まで/午後1時から午後4時30分まで 毎月最終日曜日（12月を除く） 午前9時から正午まで/午後1時から午後3時まで （注意）土曜・日曜・祝日は受け付けておりません。 （注意）年末年始の受け入れについては11月と12月の広報でお知らせします。 "
"函南町","12","low","200","各課へのお問い合わせ／函南町","https://www.town.kannami.shizuoka.jp/gyosei/yakuba_madoguchiannai/3558.html","局へのお問い合わせ 企画財政課 業務内容： 企画財政課 函南町役場 企画財政課へのお問い合わせ 電話番号・ファックス番号 係名 電話番号 ファックス番号 企画秘書係 055-979-8100 055-979-8148 財政係 055-979-8101 055-979-8148 税務課 業務内容： 税務課 函南町役場 税務課へのお問い合わせ 電話番号・ファックス番号 係名 電話番号 ファックス番号 町民税係 055-979-8109 055-979-8140 資産税係 055-979-8108 055-979-8140 徴収係 055-979-8107 055-978-6381 住民課 業務内容： 住民課 函南町役場 住民課へのお問い合わせ 電話番号・ファックス番号 係名 電話番号 ファックス"
"函南町","12","low","200","医療・健康・福祉／函南町","https://www.town.kannami.shizuoka.jp/iryo_kenko_fukushi/index.html","けす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム 医療・健康・福祉 医療・健康・福祉 ページID : 1651 新型コロナウイルス感染症関連情報 医療・健康 高齢者福祉・介護 障害者福祉 地域福祉 義援金・寄付金 健康づくり課 よくある質問 サイト内検索 キーワード ページID ホーム 函南町役場 〒419-0192 静岡県田方郡函南町平井717番地の13 開庁時間： 8時30分から17時15分（土・日曜日、祝日、年末年始を除く） 電話番号： 055-9"
"函南町","12","low","200","子育て／函南町","https://www.town.kannami.shizuoka.jp/life_event/kosodate/index.html","Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム ライフイベントから探す 子育て 子育て ページID : 1713 相談 子育て支援・サポート 母と子どもの健康 子どもの予防接種 手当・助成 保育所・幼稚園・こども園 かんなみ知恵の和館・子育て交流センター こども家庭センター 地域子育て相談機関 よくある質問 サイト内検索 キーワード ページID ライフイベントから探す 函南町役場 〒419-0192 静岡県田方郡函南町平井717番地の13 開庁時間： 8時30分から17時1"
"函南町","12","low","200","各課へのお問い合わせ／函南町","https://www.town.kannami.shizuoka.jp/toiawase/1098.html","局へのお問い合わせ 企画財政課 業務内容： 企画財政課 函南町役場 企画財政課へのお問い合わせ 電話番号・ファックス番号 係名 電話番号 ファックス番号 企画秘書係 055-979-8100 055-979-8148 財政係 055-979-8101 055-979-8148 税務課 業務内容： 税務課 函南町役場 税務課へのお問い合わせ 電話番号・ファックス番号 係名 電話番号 ファックス番号 町民税係 055-979-8109 055-979-8140 資産税係 055-979-8108 055-979-8140 徴収係 055-979-8107 055-978-6381 住民課 業務内容： 住民課 函南町役場 住民課へのお問い合わせ 電話番号・ファックス番号 係名 電話番号 ファックス"
"函南町","11","low","200","申請書ダウンロード／函南町","https://www.town.kannami.shizuoka.jp/shinseisho/index.html","申請書ダウンロード／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴ"
"函南町","8","low","200","妊娠・出産／函南町","https://www.town.kannami.shizuoka.jp/life_event/ninshin_shussan/index.html","ish &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム ライフイベントから探す 妊娠・出産 妊娠・出産 ページID : 1712 出生届 国民健康保険からの給付・支給 母子健康手帳交付 不妊・不育症治療助成制度 妊婦・産婦健康診査 妊婦歯科検診 先輩ママの家庭訪問型子育て支援（妊娠期） 出産・子育て応援事業を実施しています 転入された方が母子保健サービスを受ける為に手続きが必要です 産後ケア事業 「ママお助け隊参上」のご案内 赤ちゃん訪問（新生児訪問） よくある質問 サイト内検索 キーワード ページID ラ"
"函南町","7","low","200","かんなみ知恵の和館・子育て交流センター／函南町","https://www.town.kannami.shizuoka.jp/kosodate_kyoiku/kosodate/6/index.html","307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム 子育て・教育 子育て かんなみ知恵の和館・子育て交流センター かんなみ知恵の和館・子育て交流センター ページID : 1848 子育てふれあい・地域交流センター(かんなみ知恵の和館内） イベントとお知らせ センターだより 子育て交流センターボランティアの募集 函南町ファミリー・サポート・センター事業のご案内 よくある質問 サイト内検索 キーワード ページID 子育て 函南町役場 〒419-0192 静岡県田方郡函南町平井717番地の13 開庁時間： 8時30分から17時15分（土・日曜日、祝日、年末年始を除く） 電話番号： 055-978-2250"
"函南町","4","low","200","子育て・教育／函南町","https://www.town.kannami.shizuoka.jp/kosodate_kyoiku/index.html","子育て・教育／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を"
"函南町","4","low","200","住まい／函南町","https://www.town.kannami.shizuoka.jp/life_event/sumai/index.html","住まい／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を開く "
"函南町","2","low","200","サイトマップ／函南町","https://www.town.kannami.shizuoka.jp/sitemap.html","#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム サイトマップ サイトマップ 更新日：2024年03月01日 ページID : 3733 組織から探す くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・スポーツ 産業・まちづくり 行政情報 事業者向け情報 函南町議会 施設情報 ライフイベントから探す 申請書ダウンロード このサイトについて お問い合わせ よくある質問 もしものときは シティプロモーション サイトマップ よくある質問 サイト内検索 キーワード ページID ホーム 函南町役場 〒419-0192 静岡県田方郡函南町平井71"
"函南町","0","low","200","シティプロモーション／函南町","https://www.town.kannami.shizuoka.jp/citypromotion/index.html","シティプロモーション／函南町 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English 繁體中文 &#31616;体中文 &#54620;&#44397;&#50612; 翻訳 キーワード 函南町の紹介 移住・定住 観光 ふるさと納税 函南ブランド サイト内検索 キーワード 文字サイズ 背景色 ルビふり ルビふり 音声読み上げ やさしい日本語 やさしい日本語 Foreign Language English 繁體中文 &#31616;体中文 &#54620;&#44397;&#50612; 翻訳 PC版で表示する 閉じる 函南町の紹介 移住・定住 観光 ふるさと納税 函南"
"函南町","0","low","200","よくある質問／函南町","https://www.town.kannami.shizuoka.jp/faq/index.html","よくある質問／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を"
"函南町","0","low","200","パブリックコメント／函南町","https://www.town.kannami.shizuoka.jp/gyosei/koho_kocho/3/index.html","パブリックコメント／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴ"
"函南町","0","low","200","仕事／函南町","https://www.town.kannami.shizuoka.jp/life_event/shigoto/index.html","仕事／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を開く 文"
"函南町","0","low","200","施設情報／函南町","https://www.town.kannami.shizuoka.jp/shisetsu/index.html","施設情報／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を開く"
"函南町","0","low","200","組織から探す／函南町","https://www.town.kannami.shizuoka.jp/soshiki/index.html","組織から探す／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を"
"清水町","66","strong","200","子育て世帯への補助・助成 - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/category30002269.html","子育て世帯への補助・助成 - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > くらしの情報 > 補助・助成 > 子育て世帯への補助・助成 ページ本文 子育て世帯への補助・助成 「子育て世帯への補助・助成」に関する情報を掲載しています。 関連情報 小児・若年がん患者在宅療養生活支援事業 令和５年度物価高騰対応低所得子育て世帯臨時加算給付金（低所得世帯に対する子ども加算給付）について【終了"
"清水町","53","strong","200","その他の補助・助成 - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/category30002272.html","その他の補助・助成 - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > くらしの情報 > 補助・助成 > その他の補助・助成 ページ本文 その他の補助・助成 「その他の補助・助成」に関する情報を掲載しています。 関連情報 人間ドック等検診費用助成制度 小児・若年がん患者在宅療養生活支援事業 骨髄移植ドナー支援事業助成 令和５年度物価高騰対応低所得子育て世帯臨時加算給付金（低所得世帯に対"
"清水町","51","strong","200","子育て支援 - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/category10017783.html","子育て支援 - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > くらしの情報 > 子ども・教育 > 子育て支援 ページ本文 子育て支援 「子育て支援」に関する情報を掲載しています。 新着情報 2026年7月1日 子育て総合支援センター 特別講座・７月のおはなし会・8月の子育て講座のお知らせ 2026年7月1日 こども交流館 7月のわくわくランド・新着本・好きな本 8月のおはなし会 子育"
"清水町","47","medium","200","ホームページからの問い合わせ - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/koho/koho00122.html","ホームページからの問い合わせ - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > ホームページからの問い合わせ ページ本文 ホームページからの問い合わせ Graffer スマート申請を利用して、各課にお問い合わせができます。 下表のお問い合わせ先から、各課の申請フォームにお進みください。 役場庁舎案内・各課の電話連絡先はこちら 課名 業務内容 お問い合わせ先 住民課 戸籍、住民基本台帳"
"清水町","47","medium","200","ホームページからのお問い合わせ先一覧 - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/koho/koho00394.html","ホームページからのお問い合わせ先一覧 - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > ホームページからのお問い合わせ先一覧 ページ本文 ホームページからのお問い合わせ先一覧 Graffer スマート申請を利用して、各課にお問い合わせができます。 下表のお問い合わせ先から、各課の申請フォームにお進みください。 役場庁舎案内・各課の電話連絡先はこちら 課名 業務内容 お問い合わせ先 住"
"清水町","45","medium","200","くらしの情報 - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/category00000003.html","くらしの情報 - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > くらしの情報 ページ本文 くらしの情報 「くらしの情報」に関する情報を掲載しています。 新着情報 2026年7月15日 令和８年９月１日から生活道路における法定速度が引き下げられます 2026年7月6日 町の旬な情報ポータル「HOT INFO しみず」を更新しました！ 2026年7月1日 水と緑のコンサート・泉のまち音楽"
"清水町","37","medium","200","サイトマップ - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/sitemap.html","サイトマップ - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > サイトマップ ページ本文 サイトマップ くらしの情報 HOT INFO しみず 届出・証明 住所変更 住民票等 印鑑登録・印鑑登録証明書 マイナンバーカード等の交付 戸籍の届出 戸籍の証明 外国人住民の届出 広域交付・自動交付機などによる交付 パスポートの申請 税証明の発行 申請書ダウンロードサービス 補助・助成 子育て"
"清水町","36","medium","200","広報しみず（令和８年７月号）を公開します - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/kikaku/kikaku00140.html","広報しみず（令和８年７月号）を公開します - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > 行政情報 > 広報・広聴 > 広報 > 広報しみず（令和８年７月号）を公開します ページ本文 広報しみず（令和８年７月号）を公開します 広報しみず（令和８年７月号）表紙 主な内容 窓口の受付時間を試行的に短縮します 夏の交通安全県民運動にご協力をお願いします 清水町SDGs宣言をする町内の事業"
"清水町","35","strong","200","柿田川公園 - 静岡県清水町","https://www.town.shimizu.shizuoka.jp/toshi/toshi00054.html","柿田川公園 - 静岡県清水町 このページではJavaScriptを使用しています。JavaScriptを有効にすると文字サイズ「拡大」「標準」の機能を有効にすることができます。 ページトップ ［本文へジャンプ］ 文字サイズ Foreign language サイトマップ Foreign language ホーム くらしの情報 事業者向け情報 観光情報 行政情報 ホーム > くらしの情報 > 生活 > 公園 > 公園案内 > 柿田川公園 ページ本文 柿田川公園 2025年10月1日 更新 昭和６１年４月、「自然の保護・保全」「コミュニティー広場の確保」を目的に町民の憩いの場として柿田川の上流部に開園しました。 園内の第１・第２展望台からは、年中変わることなく水が湧き出る「わき間」を見ることがで"
