slug	organization	status	url	note
okinawa-official-001-001-2026	沖縄県	200	https://www.pref.okinawa.lg.jp/kurashikankyo/iju/1023708.html	official body fetched or candidate evidence retained
okinawa-official-001-002-2026	沖縄県	200	https://www.pref.okinawa.lg.jp/kurashikankyo/iju/1023707.html	official body fetched or candidate evidence retained
okinawa-official-001-003-2026	沖縄県	200	https://www.pref.okinawa.lg.jp/iryokenko/iryo/1005227/1028546/1030567.html	official body fetched or candidate evidence retained
okinawa-official-001-004-2026	沖縄県	200	https://www.pref.okinawa.lg.jp/iryokenko/iryo/1005869/index.html	official body fetched or candidate evidence retained
okinawa-official-001-005-2026	沖縄県	200	https://www.pref.okinawa.lg.jp/kensei/yosan/1015205/1040724.html	official body fetched or candidate evidence retained
okinawa-official-001-006-2026	那覇市	200	https://www.city.naha.okinawa.jp/nahahokenjyo/bosihoken/index.html	official body fetched or candidate evidence retained
okinawa-official-001-007-2026	那覇市	200	https://www.city.naha.okinawa.jp/safety/shien/1001639/1001573.html	official body fetched or candidate evidence retained
okinawa-official-001-008-2026	那覇市	200	https://www.city.naha.okinawa.jp/fukusi/koureisyafukusi/index.html	official body fetched or candidate evidence retained
okinawa-official-001-009-2026	浦添市	200	https://www.city.urasoe.lg.jp/category/bunya/kosodatejosei/	official body fetched or candidate evidence retained
okinawa-official-001-010-2026	浦添市	200	https://www.city.urasoe.lg.jp/category/bunya/fukushi/shogaisha/	official body fetched or candidate evidence retained
okinawa-official-001-011-2026	浦添市	200	https://www.city.urasoe.lg.jp/category/bunya/chushokigyo/	official body fetched or candidate evidence retained
okinawa-official-001-012-2026	浦添市	200	https://www.city.urasoe.lg.jp/category/bunya/kyoiku/	official body fetched or candidate evidence retained
okinawa-official-001-013-2026	浦添市	200	https://www.city.urasoe.lg.jp/category/bunya/kenko/kenshin/	official body fetched or candidate evidence retained
okinawa-official-001-014-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/soshiki/keizai/3/19652.html	official body fetched or candidate evidence retained
okinawa-official-001-015-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kosodate_kyoiku/12676.html	official body fetched or candidate evidence retained
okinawa-official-001-016-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/jigyosha/sangyoshinko/2/4071.html	official body fetched or candidate evidence retained
okinawa-official-001-017-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kenko_iryo_fukushi/fukushi/2/3826.html	official body fetched or candidate evidence retained
okinawa-official-001-018-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kenko_iryo_fukushi/iryo_hoken_kenko/1/19715.html	official body fetched or candidate evidence retained
okinawa-official-001-019-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/3467.html	official body fetched or candidate evidence retained
okinawa-official-001-020-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/3474.html	official body fetched or candidate evidence retained
okinawa-official-001-021-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/6307.html	official body fetched or candidate evidence retained
okinawa-official-001-022-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/14968.html	official body fetched or candidate evidence retained
okinawa-official-001-023-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/6280.html	official body fetched or candidate evidence retained
okinawa-official-001-024-2026	宜野湾市	200	https://www.city.ginowan.lg.jp/kosodate_kyoiku/kosodate/2/3461.html	official body fetched or candidate evidence retained
