rescore	organization	title	url	evidence
43	芦北町	国民年金保険料学生納付特例	https://www.town.ashikita.lg.jp/kosodate_site/gakkou_kosodate/2007144	国民年金保険料学生納付特例 / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 学校教育 &gt; 国民年金保険料学生納付特例 国民年金保険料学生納付特例 更新日：2023年02月28日 学生納付特例申請について 概要 日本国内に住むすべての人は、20歳になった時から国民年金の被保険者となり、保険料の納付が義務付けられていますが、学生については、申請により在学中の保険料の納付が猶予（先送り）される「学生納付特例制度」が設
43	芦北町	奨学資金制度	https://www.town.ashikita.lg.jp/kosodate_site/gakkou_kosodate/2008905	奨学資金制度 / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 学校教育 &gt; 奨学資金制度 奨学資金制度 更新日：2024年12月23日 奨学資金制度 概要 「進学予定であるが経済的な理由で修学が困難」という方に奨学資金の貸付を行っています。 詳細 申込資格 奨学資金を受けるには以下の条件を全て満たしている必要があります。 保護者が本町に住所を有すること。 品行方正で学術技能において他に優れていること。 経済的理
43	芦北町	芦北町学校給食費無償化制度について	https://www.town.ashikita.lg.jp/kosodate_site/gakkou_kosodate/2030081	芦北町学校給食費無償化制度について / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 学校教育 &gt; 芦北町学校給食費無償化制度について 芦北町学校給食費無償化制度について 更新日：2026年03月31日 芦北町の学校給食費が完全無償となります。 1.対象者 前年度までの給食費に滞納が無く、次の1から3に該当する保護者が給食費補助の対象者となります。 保護者の住所が町内 町内の小中学校及び芦北支援学校小中学部へ就学
43	芦北町	幼児教育・保育の無償化について	https://www.town.ashikita.lg.jp/kosodate_site/hoikuen_youthien_nintei/2008028	幼児教育・保育の無償化について / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 保育園・幼稚園・認定こども園 &gt; 幼児教育・保育の無償化について 幼児教育・保育の無償化について 更新日：2023年04月07日 令和元年10月1日から、幼稚園・保育所・認定こども園等を利用する3歳児から5歳児クラス等の子どもたちの利用料が 無償化 されます。 幼稚園、保育所、認定こども園等を利用する子どもたち 3歳児から5歳児クラ
43	芦北町	出産育児一時金の申請	https://www.town.ashikita.lg.jp/kosodate_site/ninshin_kosodate/2007618	出産育児一時金の申請 / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 妊娠・出産 &gt; 出産育児一時金の申請 出産育児一時金の申請 更新日：2023年04月06日 概要 国民健康保険の加入者が出産したとき、50万円が支給されます。 産科医療補償制度に加入していない医療機関などで出産した場合や海外での出産、または妊娠22週未満の出産などの場合は48万8千円の支給となります。（死産・流産でも妊娠12週以上であれば支給
43	芦北町	芦北町一般不妊治療費等の助成について	https://www.town.ashikita.lg.jp/kosodate_site/ninshin_kosodate/2027777	芦北町一般不妊治療費等の助成について / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 妊娠・出産 &gt; 芦北町一般不妊治療費等の助成について 芦北町一般不妊治療費等の助成について 更新日：2026年03月10日 一般不妊治療等を受けられたご夫婦に対し、治療費の一部を助成します。 対象者 不妊治療を受けた日及び申請日において、次の要件を全て満たす人です。 夫婦の両方又は夫婦のいずれか一方が、芦北町に住所を有している
43	芦北町	子どもに係る国民健康保険税の均等割額の減免について	https://www.town.ashikita.lg.jp/kosodate_site/shien_kosodate/2005539	子どもに係る国民健康保険税の均等割額の減免について / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 支援・助成 &gt; 子どもに係る国民健康保険税の均等割額の減免について 子どもに係る国民健康保険税の均等割額の減免について 更新日：2023年02月23日 芦北町では&rdquo;次代を担う子ども&rdquo;を扶養する子育て世帯支援のため、令和元年度（2019年度）から国民健康保険税の18歳以下の子どもに係る均等割
43	芦北町	幼児教育・保育の無償化について	https://www.town.ashikita.lg.jp/kosodate_site/shien_kosodate/2008028	幼児教育・保育の無償化について / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 支援・助成 &gt; 幼児教育・保育の無償化について 幼児教育・保育の無償化について 更新日：2023年04月07日 令和元年10月1日から、幼稚園・保育所・認定こども園等を利用する3歳児から5歳児クラス等の子どもたちの利用料が 無償化 されます。 幼稚園、保育所、認定こども園等を利用する子どもたち 3歳児から5歳児クラスの全ての子どもの
43	芦北町	幼児フッ化物塗布事業について	https://www.town.ashikita.lg.jp/kosodate_site/shien_kosodate/2006697	幼児フッ化物塗布事業について / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 支援・助成 &gt; 幼児フッ化物塗布事業について 幼児フッ化物塗布事業について 更新日：2023年02月26日 むし歯予防対策として、幼児のフッ化物塗布を無料で実施しています。 対象者 1歳から3歳でフッ化物塗布の利用を申請した幼児 塗布対象期間 1歳の誕生日から3歳児健診まで（全5回） 必要なもの 母子健康手帳 芦北町幼児フッ化物塗布受
43	芦北町	各種障害者手当について	https://www.town.ashikita.lg.jp/kosodate_site/shien_kosodate/2008301	各種障害者手当について / 芦北町 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 ハンバーガーメニューを開く 文字サイズ 拡大 文字を大きくする 標準 文字の大きさをもとの大きさに戻す 背景色 黒 背景色の変更：黒 青 背景色の変更：青 標準 背景色の変更：白 Foreign Language 検索 相談窓口 お知らせ 妊娠・出産 支援・助成 幼稚園・保育園 認定こども園 学童保育 一時保育 学校教育 施設一覧 ハンバーガーメニューを閉じる メニューをとじる ホーム &gt; 子育てサイト &gt; 支援・助成 &gt; 各種障害者手当について 各種障害者手当について 更新日：2025年02月21日 概要 在宅生活において、介護を必要とする重度の障がいがある人などに支給される手当があります。 申請にあたり診断書の提出が必要になりますので、詳しくはお問い合わせください。 詳細 特別障害者手当 受給資格 20歳以上で身体または知的・精神に著しく重
