rescore	score	organization	title	url	evidence
67	42	屋久島町	移住促進家賃等補助制度	https://www.town.yakushima.kagoshima.jp/iju_teiju/sumu/1475.html	移住促進家賃等補助制度／屋久島町 スマートフォン版を表示 本文へ 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 言語選択 Select Language English 中文（繁体） 中文（簡体） GO Select your language 閲覧支援・Languageを閉じる キーワードで探す 移住定住ガイド・支援 移住定住ガイド・支援 移住者インタビュー 移住者インタビュー 住む 住む 働く 働く 検索メニューを閉じる 移住定住ガイド・支援 移住者インタビュー 住む 働く 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 白 背景色を白色にする 文字サイズ 標準 （初期
67	42	屋久島町	求職者支援制度のお知らせ	https://www.town.yakushima.kagoshima.jp/iju_teiju/hataraku/1544.html	求職者支援制度のお知らせ／屋久島町 スマートフォン版を表示 本文へ 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 言語選択 Select Language English 中文（繁体） 中文（簡体） GO Select your language 閲覧支援・Languageを閉じる キーワードで探す 移住定住ガイド・支援 移住定住ガイド・支援 移住者インタビュー 移住者インタビュー 住む 住む 働く 働く 検索メニューを閉じる 移住定住ガイド・支援 移住者インタビュー 住む 働く 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 白 背景色を白色にする 文字サイズ 標準 （初
62	40	宇検村	母子保健、子育て支援	https://www.uken.net/kouhoutoukei/kosodateshien.html	母子保健、子育て支援｜鹿児島県宇検村 本文へスキップします。 宇検村 総合トップ 村制施行 100周年 文字サイズと色合いの変更 Foreign Language サイト内検索 コンテンツメニュー ホーム くらし 教育・文化 産業 観光 村の概要 くらし > 子育て > 子育て支援 > 母子保健、子育て支援 子育て支援 母子保健、子育て支援 宇検診療所 ゴミ・リサイクル 申請書 高齢者支援 いきもの 水道 施設検索 ここから本文です。 ツイート 更新日：2025年11月10日 県と村では連携して下記のような取り組みを行っています。 妊娠前・妊娠期のサポート ・不妊治療費等助成 ・不育症検査費用助成制度 ・宇検村不妊治療交通費等支援事業 ・妊婦初回産科受診料助成 ・母子手帳の交付 ・妊婦検診（14回分健診費用助成
60	32	南種子町	南種子町役場	http://www.town.minamitane.kagoshima.jp/healthcare/koureisya.html	高齢者福祉 ページ内のスキップ用リンクです。 本文へ移動 南種子町役場｜鹿児島｜種子島 読み上げる トップページ > 健康・福祉 > 高齢者福祉 最終更新日：2023年10月13日 高齢者支援 老齢基礎年金 ｜ 後期高齢者医療制度 ｜ 後期高齢者医療保険料 ｜ 後期高齢者の健康増進に係る補助 老齢基礎年金（国民年金） 65歳から生涯にわたり受けることができる年金です。 受給資格 保険料納付済期間と保険料免除期間の合計が25年以上必要です。 支給開始年齢 原則65歳。ただし、60歳から減額された年金の繰上げ支給や、66歳から70歳までの希望する年齢から増額された年金の繰下支給を請求できます。 問い合わせ先 町民福祉課 TEL:0997-26-1111 内線(180 181 182 183 184) 後期高齢者医療
58	30	屋久島町	年金生活者支援給付金の請求手続きがはじまりました	https://www.town.yakushima.kagoshima.jp/iryo_kenko_fukushi/iryo_kenko/1/1622.html	年金生活者支援給付金の請求手続きがはじまりました／屋久島町 スマートフォン版を表示 本文へ くらし・⼿続き くらし・⼿続き 医療・健康・福祉 医療・健康・福祉 ⼦育て・教育 ⼦育て・教育 文化・スポーツ 文化・スポーツ 事業者の⽅ 事業者の⽅ ⾏政情報 ⾏政情報 閲覧支援 メニュー 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） Select Language English 中文（繁体） 中文（簡体） GO Select your language 閲覧支援/Langagesを閉じる キーワードから探す ファイル種別 すべて HTML PDF ページID検索 検索 ページ番号とは？ 検
58	30	屋久島町	令和6年度から「屋久島町がん患者アピアランスケア支援事業」が始まりました！	https://www.town.yakushima.kagoshima.jp/iryo_kenko_fukushi/iryo_kenko/1/1626.html	令和6年度から「屋久島町がん患者アピアランスケア支援事業」が始まりました！／屋久島町 スマートフォン版を表示 本文へ くらし・⼿続き くらし・⼿続き 医療・健康・福祉 医療・健康・福祉 ⼦育て・教育 ⼦育て・教育 文化・スポーツ 文化・スポーツ 事業者の⽅ 事業者の⽅ ⾏政情報 ⾏政情報 閲覧支援 メニュー 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） Select Language English 中文（繁体） 中文（簡体） GO Select your language 閲覧支援/Langagesを閉じる キーワードから探す ファイル種別 すべて HTML PDF ページID検索 
58	30	大和村	児童手当制度改正（拡充）内容	https://www.vill.yamato.lg.jp/hoken/kurashi/jidouteate/jidouteate.html	児童手当制度改正（拡充）内容｜鹿児島県大和村 本文へスキップします。 文字サイズ・色合い 音声読み上げ Foreign Language サイト内検索 くらし 村政 観光 気温 度／湿度 % 検索・メニュー ホーム > くらし > 出産・子育て > 助成制度・補助金 > 児童手当 > 児童手当制度改正（拡充）内容 児童手当 児童手当制度改正（拡充）内容 妊娠・出産・育児 結婚・離婚 転出・転入 医療・福祉・介護 おくやみ 申請書ダウンロード イベントカレンダー 施設検索 窓口案内 ここから本文です。 ツイート 更新日：2024年9月11日 児童手当制度改正（拡充）内容 1.所得制限が撤廃されます これまでは所得制限が設けられており、保護者のうち、所得が所得制限限度額未満の方は「児童手当」、所得制限限度額以上所得
58	30	大和村	高校生通学バス助成（村民パスポート券・青色）	https://www.vill.yamato.lg.jp/kyoiku/kurashi/todokede/kakushu/tsugaku-bus.html	高校生通学バス無料券（村民パスポート券・青色）｜鹿児島県大和村 本文へスキップします。 文字サイズ・色合い 音声読み上げ Foreign Language サイト内検索 くらし 村政 観光 気温 度／湿度 % 検索・メニュー ホーム > くらし > 出産・子育て > 助成制度・補助金 > 高校生通学バス無料券（村民パスポート券・青色） 助成制度・補助金 出産祝金 子ども医療費給付 育児助成金就学援助費 ひとり親家庭医療費助成 児童手当 大和村振興基金奨学金 高校生通学バス無料券（村民パスポート券・青色） 大和村奨学金返済支援制度 大和村振興基金利子補給金 児童扶養手当 不妊治療費助成 大和村ファミリー・サポート・センター利用料等助成金 妊娠・出産・育児 結婚・離婚 転出・転入 医療・福祉・介護 おくやみ 申請書
58	30	大和村	大和村振興基金奨学金	https://www.vill.yamato.lg.jp/kyoiku/kurashi/kyoiku-bunka/syougakukinn.html	大和村振興基金奨学金｜鹿児島県大和村 本文へスキップします。 文字サイズ・色合い 音声読み上げ Foreign Language サイト内検索 くらし 村政 観光 気温 度／湿度 % 検索・メニュー ホーム > くらし > 出産・子育て > 助成制度・補助金 > 大和村振興基金奨学金 助成制度・補助金 出産祝金 子ども医療費給付 育児助成金就学援助費 ひとり親家庭医療費助成 児童手当 大和村振興基金奨学金 高校生通学バス無料券（村民パスポート券・青色） 大和村奨学金返済支援制度 大和村振興基金利子補給金 児童扶養手当 不妊治療費助成 大和村ファミリー・サポート・センター利用料等助成金 妊娠・出産・育児 結婚・離婚 転出・転入 医療・福祉・介護 おくやみ 申請書ダウンロード イベントカレンダー 施設検索 窓口案内
58	30	大和村	出産祝金	https://www.vill.yamato.lg.jp/hoken/kurashi/shussan/josesedo/iwaikin.html	出産祝金｜鹿児島県大和村 本文へスキップします。 文字サイズ・色合い 音声読み上げ Foreign Language サイト内検索 くらし 村政 観光 気温 度／湿度 % 検索・メニュー ホーム > くらし > 出産・子育て > 助成制度・補助金 > 出産祝金 助成制度・補助金 出産祝金 子ども医療費給付 育児助成金就学援助費 ひとり親家庭医療費助成 児童手当 大和村振興基金奨学金 高校生通学バス無料券（村民パスポート券・青色） 大和村奨学金返済支援制度 大和村振興基金利子補給金 児童扶養手当 不妊治療費助成 大和村ファミリー・サポート・センター利用料等助成金 妊娠・出産・育児 結婚・離婚 転出・転入 医療・福祉・介護 おくやみ 申請書ダウンロード イベントカレンダー 施設検索 窓口案内 ここから本文です。 ツ
