municipality,priority,rescore,title,url,anchor,snippet
"新城市","strong","260","子育て手当・助成：新城市","https://www.city.shinshiro.lg.jp/kosodate/teate/index.html","子育て手当・助成","子育て手当・助成：新城市 新城市公式ホームページではJavaScriptを使用しています。 JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。 お手数ですがJavaScriptの使用を有効にしてください。 このページの先頭です このページの本文へ移動 くらし・手続き くらし・手続き ごみ・リサイクル 防災 戸籍・住民票・印鑑登録 税金 生活・インフラ 公共交通 住宅・土地・移住 会計 環境 ペット・動物 悩み・相談 地域自治区 人権・男女共同参画 市民活動・コミュニティ 消防本部・消防署 子育て・教育 子育て・教育 妊娠・出産 母子の健康 子育て支援 子育て手当・助成 子育て・教育の相談 こども園 就学援助 小学校 中学校 学校教育 生涯学習 青少年育成 健康・福祉・医療 健康・福祉・医療 急病時の相談・救急 健康・医療 福祉・介護 保険・年金 新型コロナウイルス感染症に関する情報 観光・文化・スポーツ 観光・文化・スポーツ 鳳来寺山自然科学博物館 設楽原歴史資料館 長篠城址史跡保存館 新城図書館 鬼久保ふれあい広場 観光 イベント 温泉 "
"新城市","strong","260","補助金・助成金：新城市","https://www.city.shinshiro.lg.jp/hojokin/index.html","補助金・助成金","補助金・助成金：新城市 新城市公式ホームページではJavaScriptを使用しています。 JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。 お手数ですがJavaScriptの使用を有効にしてください。 このページの先頭です このページの本文へ移動 くらし・手続き くらし・手続き ごみ・リサイクル 防災 戸籍・住民票・印鑑登録 税金 生活・インフラ 公共交通 住宅・土地・移住 会計 環境 ペット・動物 悩み・相談 地域自治区 人権・男女共同参画 市民活動・コミュニティ 消防本部・消防署 子育て・教育 子育て・教育 妊娠・出産 母子の健康 子育て支援 子育て手当・助成 子育て・教育の相談 こども園 就学援助 小学校 中学校 学校教育 生涯学習 青少年育成 健康・福祉・医療 健康・福祉・医療 急病時の相談・救急 健康・医療 福祉・介護 保険・年金 新型コロナウイルス感染症に関する情報 観光・文化・スポーツ 観光・文化・スポーツ 鳳来寺山自然科学博物館 設楽原歴史資料館 長篠城址史跡保存館 新城図書館 鬼久保ふれあい広場 観光 イベント 温泉 ス"
"新城市","strong","260","令和8年度おくみかわ創業塾を開催します：新城市","https://www.city.shinshiro.lg.jp/sangyo/sangyo/sougyou/okumikawa-sogyojuku.html","令和8年度おくみかわ創業塾を開催します","令和8年度おくみかわ創業塾を開催します：新城市 新城市公式ホームページではJavaScriptを使用しています。 JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。 お手数ですがJavaScriptの使用を有効にしてください。 このページの先頭です このページの本文へ移動 くらし・手続き くらし・手続き ごみ・リサイクル 防災 戸籍・住民票・印鑑登録 税金 生活・インフラ 公共交通 住宅・土地・移住 会計 環境 ペット・動物 悩み・相談 地域自治区 人権・男女共同参画 市民活動・コミュニティ 消防本部・消防署 子育て・教育 子育て・教育 妊娠・出産 母子の健康 子育て支援 子育て手当・助成 子育て・教育の相談 こども園 就学援助 小学校 中学校 学校教育 生涯学習 青少年育成 健康・福祉・医療 健康・福祉・医療 急病時の相談・救急 健康・医療 福祉・介護 保険・年金 新型コロナウイルス感染症に関する情報 観光・文化・スポーツ 観光・文化・スポーツ 鳳来寺山自然科学博物館 設楽原歴史資料館 長篠城址史跡保存館 新城図書館 鬼久保ふれあい広場 "
"東海市","strong","260","手当・助成","https://www.city.tokai.aichi.jp/kosodate/1006164/index.html","手当・助成","手当・助成｜東海市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 文字サイズ・配色の変更 Foreign language ルビふり あり なし いざというときに 検索 くらし・手続き くらし・手続き トップ 閉じる 戸籍・引越し・証明書・印鑑 パスポート マイナンバー 保険・税金・年金 ごみ・環境 住まい 道路・交通・防犯 消防・救急 水道・下水道 雇用・労働 自治・市民活動 平和・男女共同参画 相談窓口 くらしに関するお知らせ 助成・補助 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子育て支援・関連施設 手当・助成 子どもの健診・予防接種 保育園・幼稚園等 小学校・中学校 教育委員会 青少年育成 健康・医療・福祉 健康・医療・福祉 トップ 閉じる しあわせ村 健診・検査・予防接種 健康相談・講座 健康増進事業 医療助成制度"
"東海市","strong","260","企業支援・産業振興・補助金","https://www.city.tokai.aichi.jp/business/1002969/index.html","企業支援・産業振興・補助金","企業支援・産業振興・補助金｜東海市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 文字サイズ・配色の変更 Foreign language ルビふり あり なし いざというときに 検索 くらし・手続き くらし・手続き トップ 閉じる 戸籍・引越し・証明書・印鑑 パスポート マイナンバー 保険・税金・年金 ごみ・環境 住まい 道路・交通・防犯 消防・救急 水道・下水道 雇用・労働 自治・市民活動 平和・男女共同参画 相談窓口 くらしに関するお知らせ 助成・補助 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子育て支援・関連施設 手当・助成 子どもの健診・予防接種 保育園・幼稚園等 小学校・中学校 教育委員会 青少年育成 健康・医療・福祉 健康・医療・福祉 トップ 閉じる しあわせ村 健診・検査・予防接種 健康相談・講座 健康増進事"
"東海市","strong","260","耐震等補助制度","https://www.city.tokai.aichi.jp/kurashi/1001815/1001827/index.html","耐震等補助制度","耐震等補助制度｜東海市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 文字サイズ・配色の変更 Foreign language ルビふり あり なし いざというときに 検索 くらし・手続き くらし・手続き トップ 閉じる 戸籍・引越し・証明書・印鑑 パスポート マイナンバー 保険・税金・年金 ごみ・環境 住まい 道路・交通・防犯 消防・救急 水道・下水道 雇用・労働 自治・市民活動 平和・男女共同参画 相談窓口 くらしに関するお知らせ 助成・補助 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子育て支援・関連施設 手当・助成 子どもの健診・予防接種 保育園・幼稚園等 小学校・中学校 教育委員会 青少年育成 健康・医療・福祉 健康・医療・福祉 トップ 閉じる しあわせ村 健診・検査・予防接種 健康相談・講座 健康増進事業 医療助成"
"東海市","strong","260","令和8年度次世代自動車購入促進補助金","https://www.city.tokai.aichi.jp/kurashi/1001699/1001774/1006353.html","次世代自動車購入促進補助金","令和8年度次世代自動車購入促進補助金｜東海市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 文字サイズ・配色の変更 Foreign language ルビふり あり なし いざというときに 検索 くらし・手続き くらし・手続き トップ 閉じる 戸籍・引越し・証明書・印鑑 パスポート マイナンバー 保険・税金・年金 ごみ・環境 住まい 道路・交通・防犯 消防・救急 水道・下水道 雇用・労働 自治・市民活動 平和・男女共同参画 相談窓口 くらしに関するお知らせ 助成・補助 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子育て支援・関連施設 手当・助成 子どもの健診・予防接種 保育園・幼稚園等 小学校・中学校 教育委員会 青少年育成 健康・医療・福祉 健康・医療・福祉 トップ 閉じる しあわせ村 健診・検査・予防接種 健康相談・講座 "
"東海市","strong","260","令和8年度住宅用地球温暖化対策設備導入促進費補助金","https://www.city.tokai.aichi.jp/kurashi/1001699/1001774/1006627/index.html","住宅用地球温暖化対策設備導入促進費補助金","令和8年度住宅用地球温暖化対策設備導入促進費補助金｜東海市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 文字サイズ・配色の変更 Foreign language ルビふり あり なし いざというときに 検索 くらし・手続き くらし・手続き トップ 閉じる 戸籍・引越し・証明書・印鑑 パスポート マイナンバー 保険・税金・年金 ごみ・環境 住まい 道路・交通・防犯 消防・救急 水道・下水道 雇用・労働 自治・市民活動 平和・男女共同参画 相談窓口 くらしに関するお知らせ 助成・補助 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子育て支援・関連施設 手当・助成 子どもの健診・予防接種 保育園・幼稚園等 小学校・中学校 教育委員会 青少年育成 健康・医療・福祉 健康・医療・福祉 トップ 閉じる しあわせ村 健診・検査・予防接種 健"
"東海市","strong","260","令和8年度省エネ家電製品購入促進補助金","https://www.city.tokai.aichi.jp/kurashi/1001699/1001774/1008327.html","省エネ家電製品購入促進補助金","令和8年度省エネ家電製品購入促進補助金｜東海市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 文字サイズ・配色の変更 Foreign language ルビふり あり なし いざというときに 検索 くらし・手続き くらし・手続き トップ 閉じる 戸籍・引越し・証明書・印鑑 パスポート マイナンバー 保険・税金・年金 ごみ・環境 住まい 道路・交通・防犯 消防・救急 水道・下水道 雇用・労働 自治・市民活動 平和・男女共同参画 相談窓口 くらしに関するお知らせ 助成・補助 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子育て支援・関連施設 手当・助成 子どもの健診・予防接種 保育園・幼稚園等 小学校・中学校 教育委員会 青少年育成 健康・医療・福祉 健康・医療・福祉 トップ 閉じる しあわせ村 健診・検査・予防接種 健康相談・講座"
"東海市","strong","260","浄化槽設置事業費補助金","https://www.city.tokai.aichi.jp/kurashi/1008160/1008880.html","浄化槽設置事業費補助金","浄化槽設置事業費補助金｜東海市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 文字サイズ・配色の変更 Foreign language ルビふり あり なし いざというときに 検索 くらし・手続き くらし・手続き トップ 閉じる 戸籍・引越し・証明書・印鑑 パスポート マイナンバー 保険・税金・年金 ごみ・環境 住まい 道路・交通・防犯 消防・救急 水道・下水道 雇用・労働 自治・市民活動 平和・男女共同参画 相談窓口 くらしに関するお知らせ 助成・補助 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子育て支援・関連施設 手当・助成 子どもの健診・予防接種 保育園・幼稚園等 小学校・中学校 教育委員会 青少年育成 健康・医療・福祉 健康・医療・福祉 トップ 閉じる しあわせ村 健診・検査・予防接種 健康相談・講座 健康増進事業 "
