org	title	url	rescore	snippet
志布志市	骨髄等移植ドナー事業を開始いたします。	https://www.city.shibushi.lg.jp/soshiki/9/34642.html	36	骨髄等移植ドナー事業を開始いたします。 - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ はじめての方へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 検索コーナー キーワード検索 検索対象 すべて ページ PDF ページID検索 分類でさがす 組織でさがす 地図でさがす カレンダーでさがす よくある質問でさがす 注目ワード ふるさと納税 ごみ 移住 閉じる くらし・手続き 生活のできごと くらしの情報 戸籍・住民票・証明 人権・男女平等 救急・防災 税金_個人 税金_法人 保険・保健・年金 防犯・安全 ごみ・環境・ペット 上下水道・浄化槽 土地・建築・交通 まちづくり 閉じる
志布志市	ＪＲ日南線を利用する団体等の運賃を助成します	https://www.city.shibushi.lg.jp/soshiki/1/18549.html	56	ＪＲ日南線を利用する団体等の運賃を助成します - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ はじめての方へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 検索コーナー キーワード検索 検索対象 すべて ページ PDF ページID検索 分類でさがす 組織でさがす 地図でさがす カレンダーでさがす よくある質問でさがす 注目ワード ふるさと納税 ごみ 移住 閉じる くらし・手続き 生活のできごと くらしの情報 戸籍・住民票・証明 人権・男女平等 救急・防災 税金_個人 税金_法人 保険・保健・年金 防犯・安全 ごみ・環境・ペット 上下水道・浄化槽 土地・建築・交通 まちづくり 閉
志布志市	SDGｓへのチャレンジに補助金を交付します！	https://www.city.shibushi.lg.jp/site/sdgs/25608.html	61	SDGｓへのチャレンジに補助金を交付します！ - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ はじめての方へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 検索コーナー キーワード検索 検索対象 すべて ページ PDF ページID検索 分類でさがす 組織でさがす 地図でさがす カレンダーでさがす よくある質問でさがす 注目ワード ふるさと納税 ごみ 移住 閉じる くらし・手続き 生活のできごと くらしの情報 戸籍・住民票・証明 人権・男女平等 救急・防災 税金_個人 税金_法人 保険・保健・年金 防犯・安全 ごみ・環境・ペット 上下水道・浄化槽 土地・建築・交通 まちづくり 閉
志布志市	志布志市若者・子育て世帯移住支援事業補助金のご案内	https://www.city.shibushi.lg.jp/site/iju/25497.html	61	志布志市若者・子育て世帯移住支援事業補助金のご案内 - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ Foreign Language 文字サイズ・色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 Googleカスタム検索 検索対象 すべて ページ PDF ページIDを入力 住まい 仕事 子育て 医療 観光 婚活 総合 現在地 トップページ > 移住・定住・婚活サイト > 総合メニュー > おすすめ情報 > 志布志市若者・子育て世帯移住支援事業補助金のご案内 本文 志布志市若者・子育て世帯移住支援事業補助金のご案内 ページID：0025497 更新日：2026年4月1日更新 印刷ページ表示 志布志市に移住された若者・子育て世帯へ補助
志布志市	東京圏移住支援事業補助金	https://www.city.shibushi.lg.jp/site/iju/1283.html	61	東京圏移住支援事業補助金 - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ Foreign Language 文字サイズ・色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 Googleカスタム検索 検索対象 すべて ページ PDF ページIDを入力 住まい 仕事 子育て 医療 観光 婚活 総合 現在地 トップページ > 分類でさがす > 市政情報 > 市の取り組み > 移住・交流 > > 移住・定住・婚活サイト > 移住・定住・婚活メニュー > 仕事 > 東京圏移住支援事業補助金 本文 東京圏移住支援事業補助金 ページID：0001283 更新日：2026年4月1日更新 印刷ページ表示 東京圏 から鹿児島県へ 移住 し， 就職 また
志布志市	志布志市空き家バンク登録促進事業補助金のご案内	https://www.city.shibushi.lg.jp/site/iju/25521.html	61	志布志市空き家バンク登録促進事業補助金のご案内 - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ Foreign Language 文字サイズ・色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 Googleカスタム検索 検索対象 すべて ページ PDF ページIDを入力 住まい 仕事 子育て 医療 観光 婚活 総合 現在地 トップページ > 移住・定住・婚活サイト > 総合メニュー > おすすめ情報 > 志布志市空き家バンク登録促進事業補助金のご案内 本文 志布志市空き家バンク登録促進事業補助金のご案内 ページID：0025521 更新日：2026年4月1日更新 印刷ページ表示 志布志市は、空き家バンクに登録された物件に対して補助金
志布志市	市内に定住する若者の奨学金の返還を支援します	https://www.city.shibushi.lg.jp/site/iju/20844.html	61	市内に定住する若者の奨学金の返還を支援します - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ Foreign Language 文字サイズ・色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 Googleカスタム検索 検索対象 すべて ページ PDF ページIDを入力 住まい 仕事 子育て 医療 観光 婚活 総合 現在地 トップページ > 移住・定住・婚活サイト > 総合メニュー > おすすめ情報 > 市内に定住する若者の奨学金の返還を支援します 本文 市内に定住する若者の奨学金の返還を支援します ページID：0020844 更新日：2026年4月1日更新 印刷ページ表示 志布志市は、市内に移住・定着する若者の奨学金返還を支援します
志布志市	志布志市定住支援事業補助金のご案内	https://www.city.shibushi.lg.jp/site/iju/25493.html	61	志布志市定住支援事業補助金のご案内 - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ Foreign Language 文字サイズ・色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 Googleカスタム検索 検索対象 すべて ページ PDF ページIDを入力 住まい 仕事 子育て 医療 観光 婚活 総合 現在地 トップページ > 移住・定住・婚活サイト > 総合メニュー > おすすめ情報 > 志布志市定住支援事業補助金のご案内 本文 志布志市定住支援事業補助金のご案内 ページID：0025493 更新日：2026年4月1日更新 印刷ページ表示 志布志市は、住宅を新築・購入された方へ補助金を交付いたします。 少子高齢化などにより人口減
志布志市	地方就職学生支援事業補助金	https://www.city.shibushi.lg.jp/site/iju/26009.html	61	地方就職学生支援事業補助金 - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ Foreign Language 文字サイズ・色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 Googleカスタム検索 検索対象 すべて ページ PDF ページIDを入力 住まい 仕事 子育て 医療 観光 婚活 総合 現在地 トップページ > 移住・定住・婚活サイト > 総合メニュー > おすすめ情報 > 地方就職学生支援事業補助金 本文 地方就職学生支援事業補助金 ページID：0026009 更新日：2025年4月1日更新 印刷ページ表示 東京圏の大学生の就職活動における交通費と移転費を助成します 東京圏の大学を卒業する学生の就職を支援するため、就職活
志布志市	インターンシップ等促進補助金	https://www.city.shibushi.lg.jp/soshiki/5/26937.html	56	インターンシップ等促進補助金 - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ はじめての方へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 検索コーナー キーワード検索 検索対象 すべて ページ PDF ページID検索 分類でさがす 組織でさがす 地図でさがす カレンダーでさがす よくある質問でさがす 注目ワード ふるさと納税 ごみ 移住 閉じる くらし・手続き 生活のできごと くらしの情報 戸籍・住民票・証明 人権・男女平等 救急・防災 税金_個人 税金_法人 保険・保健・年金 防犯・安全 ごみ・環境・ペット 上下水道・浄化槽 土地・建築・交通 まちづくり 閉じる 健康・子育
