"municipality","rescore","priority","status","title","url","snippet"
"東伊豆町","89","strong","200","東伊豆町移住・就業支援金／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/ijyu_teijyu/seido/1699.html","東伊豆町移住・就業支援金／東伊豆町｜満点の海・山・空は東伊豆 スマートフォン版を表示 本文へ 文字設定 文字サイズ 背景色変更 設定を閉じる Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language menu close 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language PC版を見る 閉じる 現在のページ ホーム 移住定住ポータルサイト 制度一覧 東伊豆町移住・就業支援金 東伊豆町移住・就業支援金 更新日：2026年03月31日 東"
"東伊豆町","48","strong","200","東伊豆町若者定住促進住宅取得補助金／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/ijyu_teijyu/seido/1697.html","東伊豆町若者定住促進住宅取得補助金／東伊豆町｜満点の海・山・空は東伊豆 スマートフォン版を表示 本文へ 文字設定 文字サイズ 背景色変更 設定を閉じる Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language menu close 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language PC版を見る 閉じる 現在のページ ホーム 移住定住ポータルサイト 制度一覧 東伊豆町若者定住促進住宅取得補助金 東伊豆町若者定住促進住宅取得補助金 更新"
"東伊豆町","42","strong","200","東伊豆町空き家バンク／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/ijyu_teijyu/seido/1698.html","se 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language PC版を見る 閉じる 現在のページ ホーム 移住定住ポータルサイト 制度一覧 東伊豆町空き家バンク 東伊豆町空き家バンク 更新日：2026年07月13日 空き家バンク専用サイトを開設しました！！ 令和6年4月1日より空き家バンク専用サイト、『東伊豆町の空き家バンク』を開設しました！ 本サイトでは、空き家を「売りたい人」と「買いたい人」の「はじまり」をマッチングすることをコンセプトとして運営しております。本町空き家バンクを利用し、移住・定住を検討する上での町の基本的な情報をはじめ、空き家物件の"
"東伊豆町","34","strong","200","移住・就業支援金制度に係る法人登録のご案内／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/ijyu_teijyu/seido/1701.html","移住・就業支援金制度に係る法人登録のご案内／東伊豆町｜満点の海・山・空は東伊豆 スマートフォン版を表示 本文へ 文字設定 文字サイズ 背景色変更 設定を閉じる Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language menu close 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language PC版を見る 閉じる 現在のページ ホーム 移住定住ポータルサイト 制度一覧 移住・就業支援金制度に係る法人登録のご案内 移住・就業支援金制度に係"
"東伊豆町","21","low","200","町の仕事と連絡先／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/soshiki/kikaku_cyoseika/2/28/828.html","557- 95-1100 (代表) 東伊豆町役場へメールを送信 東伊豆町役場内 連絡先一覧 庁舎内の案内図は下記リンクをご覧ください 庁舎内の案内図 総合案内 時間外は 0557-95-1100 へ 2階 正面玄関側 住民福祉課 係名 電話番号 主な仕事 窓口係 (0557) 95-6203 戸籍 住民登録 印鑑証明 庁舎内案内 環境センター 防疫 福祉係 (0557) 95-6204 老人 身体障害者 子育て支援係 (0557) 95-6204 児童 母子福祉 保育 熱川支所係 （出先機関） (0557) 23-2100 戸籍 住民登録 印鑑証明 税務諸証明 健康づくり課 係名 電話番号 主な仕事 国民保険係 (0557) 95-6304 95-1124 95-1106 国民健康保険の賦課"
"東伊豆町","20","low","200","制度一覧／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/ijyu_teijyu/seido/index.html","#50612; Go Select your language menu close 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language PC版を見る 閉じる 現在のページ ホーム 移住定住ポータルサイト 制度一覧 制度一覧 東伊豆町若者定住促進住宅取得補助金 東伊豆町空き家バンク 東伊豆町移住・就業支援金 移住・就業支援金制度に係る法人登録のご案内 保育園留学について 移住定住ポータルサイト"
"東伊豆町","20","low","200","住まい／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/ijyu_teijyu/sumai/index.html"," your language menu close 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language PC版を見る 閉じる 現在のページ ホーム 移住定住ポータルサイト 住まい 住まい 町営住宅の申込みについて 東伊豆町空き家バンク 東伊豆町移住・就業支援金 東伊豆町若者定住促進住宅取得補助金 メディア掲載 東伊豆町への移住・定住・ワーケーションを応援します。 移住定住ポータルサイト"
"東伊豆町","19","medium","200","子育て支援情報／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/kosodate_kyoiku/kosodate_shien/index.html","祉を開く 子育て・教育 子育て・教育を開く 観光・文化・スポーツ 観光・文化・スポーツを開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 議会 議会を開く PC版で見る メニューを閉じる 現在のページ ホーム 子育て・教育 子育て支援情報 子育て支援情報 小中学生 未就学児 東伊豆町子ども・子育て支援事業計画 東伊豆町家族手帳「Family+」 ファミリーサポートセンター提供会員の募集(子どもを預かることができる方) しずおか子育て優待カード事業について 児童手当制度について ＃8000（静岡こども救急電話相談） 脳脊髄液減少症（脳脊髄液漏出症、低髄液圧症候群）について カテゴリリスト 子育て・教育 法人番号1000020223018 〒413-0411 静岡県賀茂郡東伊豆町"
"東伊豆町","11","medium","200","ふるさと納税／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/gyoseijyoho/furusatonozei/index.html","開く 観光・文化・スポーツ 観光・文化・スポーツを開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 議会 議会を開く PC版で見る メニューを閉じる 現在のページ ホーム 行政情報 ふるさと納税 ふるさと納税 東伊豆町からのお知らせ ・ 「東伊豆町ふるさと納税感謝券」が現地で申込できるようになりました。 東伊豆町感謝券・宿泊補助券利用可能施設一覧 東伊豆町ふるさと納税記念品開発支援補助金公募案内 収納事務の委託について 企業版ふるさと納税 ふるさと納税事業者募集 ふるさと納税寄附金の活用事業の紹介 ふるさと納税の仕組み・やり方 返礼品のご紹介 ふるさと納税 法人番号1000020223018 〒413-0411 静岡県賀茂郡東伊豆町稲取3354 電話番号：0557-95-11"
"東伊豆町","9","low","200","行政サイト／東伊豆町｜満点の海・山・空は東伊豆","https://www.town.higashiizu.lg.jp/gyosei/index.html","情報 行政情報を開く 議会 議会を開く PC版で見る メニューを閉じる キーワードで探す Search by keywords くらしの場面で探す Search by life scene 妊娠・出産 子育て 入園・入学 結婚・離婚 住まい 引っ越し 退職・老後 ご不幸のときは ニュース News 現在、新着情報はございません。 過去のニュース 広報ひがしいず バックナンバー 「ひがしいずライフ」募集中！ 公式SNS 情報配信メール 特設サイト Special sites ひがしいずインフォメーション Higashiizu Information 町長の部屋 東伊豆町の紹介 ふるさと納税 移住・定住・ワーケーション 津波カメラ 地域おこし協力隊 行事カレンダー 町民の声 関連リンク Rela"
