checked: 68
failures: 0
200 osaka-official-003-001-2026 https://www.city.moriguchi.osaka.jp/kosodate_kyoiku/ninshin_shussan/19569.html
200 osaka-official-003-002-2026 https://www.city.moriguchi.osaka.jp/kosodate_kyoiku/ninshin_shussan/15398.html
200 osaka-official-003-003-2026 https://www.city.moriguchi.osaka.jp/kosodate_kyoiku/ninshin_shussan/13419.html
200 osaka-official-003-004-2026 https://www.city.moriguchi.osaka.jp/kosodate_kyoiku/ninshin_shussan/18013.html
200 osaka-official-003-005-2026 https://www.city.moriguchi.osaka.jp/kosodate_kyoiku/ninshin_shussan/18020.html
200 osaka-official-003-006-2026 https://www.city.moriguchi.osaka.jp/kosodate_kyoiku/ninshin_shussan/14693.html
200 osaka-official-003-007-2026 https://www.city.moriguchi.osaka.jp/kakukanoannai/toshiseibibu/jutakumachidukurika/taishin/1419.html
200 osaka-official-003-008-2026 https://www.city.moriguchi.osaka.jp/kakukanoannai/toshiseibibu/jutakumachidukurika/taishin/1927.html
200 osaka-official-003-009-2026 https://www.city.moriguchi.osaka.jp/kakukanoannai/somubu/kazeika/koteishisanzei/kaoku/1211.html
200 osaka-official-003-010-2026 https://www.city.moriguchi.osaka.jp/kakukanoannai/somubu/kazeika/koteishisanzei/kaoku/1655.html
200 osaka-official-003-011-2026 https://www.city.hirakata.osaka.jp/0000053407.html
200 osaka-official-003-012-2026 https://www.city.hirakata.osaka.jp/0000053238.html
200 osaka-official-003-013-2026 https://www.city.hirakata.osaka.jp/0000001616.html
200 osaka-official-003-014-2026 https://www.city.hirakata.osaka.jp/0000001492.html
200 osaka-official-003-015-2026 https://www.city.hirakata.osaka.jp/0000028668.html
200 osaka-official-003-016-2026 https://www.city.hirakata.osaka.jp/0000002407.html
200 osaka-official-003-017-2026 https://www.city.hirakata.osaka.jp/0000002411.html
200 osaka-official-003-018-2026 https://www.city.hirakata.osaka.jp/0000002435.html
200 osaka-official-003-019-2026 https://www.city.hirakata.osaka.jp/0000023322.html
200 osaka-official-003-020-2026 https://www.city.hirakata.osaka.jp/0000048286.html
200 osaka-official-003-021-2026 https://www.city.hirakata.osaka.jp/0000047592.html
200 osaka-official-003-022-2026 https://www.city.hirakata.osaka.jp/0000048816.html
200 osaka-official-003-023-2026 https://www.city.hirakata.osaka.jp/0000000264.html
200 osaka-official-003-024-2026 https://www.city.hirakata.osaka.jp/0000051918.html
200 osaka-official-003-025-2026 https://www.city.hirakata.osaka.jp/0000003470.html
200 osaka-official-003-026-2026 https://www.city.hirakata.osaka.jp/0000002238.html
200 osaka-official-003-027-2026 https://www.city.ibaraki.osaka.jp/kikou/kensetsu/koutsuseisaku/menu/65891.html
200 osaka-official-003-028-2026 https://www.city.ibaraki.osaka.jp/kikou/sangyo/shoukou/menu/rodofukushi/minasamahe/68403.html
200 osaka-official-003-029-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kurashi/gomi_shinyo/reduce_recycle/56528.html
200 osaka-official-003-030-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kosodate_kyoiku/ninshin_syussan/63822.html
200 osaka-official-003-031-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kosodate_kyoiku/ninshin_syussan/56553.html
200 osaka-official-003-032-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kosodate_kyoiku/ninshin_syussan/63819.html
200 osaka-official-003-033-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kosodate_kyoiku/jido_hitorioya_shisetsu/56537.html
200 osaka-official-003-034-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kosodate_kyoiku/jido_hitorioya_shisetsu/56388.html
200 osaka-official-003-035-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kosodate_kyoiku/jido_hitorioya_shisetsu/56489.html
200 osaka-official-003-036-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kosodate_kyoiku/gakusei/61344.html
200 osaka-official-003-037-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/kosodate_kyoiku/gakusei/56509.html
200 osaka-official-003-038-2026 https://www.city.ibaraki.osaka.jp/hojokin_joseikin/jigyosha_sangyo/64954.html
200 osaka-official-003-039-2026 https://www.city.yao.osaka.jp/kurashi_tetsuzuki/1022413/1022445.html
200 osaka-official-003-040-2026 https://www.city.yao.osaka.jp/kosodate_kyouiku/kosodateshien_teate/1003917/1003919/1021848.html
200 osaka-official-003-041-2026 https://www.city.yao.osaka.jp/kosodate_kyouiku/kosodateshien_teate/1003917/1003919/1006400/index.html
200 osaka-official-003-042-2026 https://www.city.yao.osaka.jp/kosodate_kyouiku/kosodateshien_teate/1003917/1003919/1003929.html
200 osaka-official-003-043-2026 https://www.city.yao.osaka.jp/kosodate_kyouiku/kosodateshien_teate/1003917/1003919/1003934.html
200 osaka-official-003-044-2026 https://www.city.yao.osaka.jp/kosodate_kyouiku/kosodateshien_teate/1003917/1003919/1003936.html
200 osaka-official-003-045-2026 https://www.city.yao.osaka.jp/kosodate_kyouiku/kosodateshien_teate/1003917/1003941/1003942.html
