municipalityName,rescore,strongHit,hasAmount,hasTarget,hasDeadline,title,h1,url,snippet
"伊賀市","96","給付金|支援金|減免|医療費助成|手当|支援事業","true","true","true","障がい者福祉 | 三重県伊賀市","障がい者福祉","https://www.city.iga.lg.jp/category/9-3-0-0-0-0-0-0-0-0.html","の手当月額の改定（令和7年4月改定）について 心身障害者扶養共済制度 障がいのある人の税金の控除など 軽自動車税、自動車税の減免 所得税・市民税の控除 相続税の控除 事業税の非課税 贈与税の非課税 定期預金の利子非課税 障がいに関する医療費助成 各種届出について マイナ保険証移行後の自立支援医療（精神通院、更生、育成）に関する手続きについて 自立支援医療（精神通院医療）の給付 自立支援医療（育成医療）の給付 自立支援医療（更生医療）の給付 福祉医療費助成制度の概要 福祉医療費（障がい者）助成制度 福祉医療費Q＆A 障がいのある人の日常生活支援 伊賀市障がい者福祉ガイドブック 日常生活の援助等 交通・移動 公共料金の助成・割引など 意思疎通支援事業 障がいのある人への配慮 障がい者福祉計画 伊賀市障がい者就労施設等優先調達方針 伊賀市障がい福祉計画・伊賀市障がい児福祉計画 第4次伊賀市障がい者福祉計画 第4次伊賀市障がい者福祉計画パブリックコメント結果 伊賀市障がい者福祉計画 虐待防止 障がい者虐待防止について 相談窓口（障がい者福祉） 障がい者相談員の紹介 伊賀市障がい者相談支援センター 障がいのある人の相談窓口 講習会等（"
"木曽岬町","96","助成金|支援金|医療費助成|奨学金|手当|支援事業","true","true","true","木曽岬町1か月児健康診査費用助成事業 | 木曽岬町","木曽岬町1か月児健康診査費用助成事業","https://www.town.kisosaki.lg.jp/0000002919.html","～2か月未満の乳児に対して実施する医療機関等での健康診査 身体計測、診察、成長発達の確認 助成金額 上限6,000円 （注意）健診費用が上限に満たない場合、実額になります。 助成回数 助成対象者に対して1回 受診方法 県内医療機関 受診時に補助券および問診票を医療機関へ提出し、健診を受けてください。自己負担額は、健診費用から助成金額が差し引かれた金額となります。 県外医療機関 健診費用は全額自己負担になりますが、後日、健診費用の助成が行えます。受診日から90日以内に提出書類を子ども・健康課へ提出してください。 提出書類 （注意）県外の方 木曽岬町1か月児健康診査費用助成金交付申請書 木曽岬町1か月児健康診査費用補助（助成）金交付申請書兼補助券 木曽岬町1か月児健康診査問診票 医療機関発行の領収書（原本） 木曽岬町1か月児健康診査費用助成金交付申請書 木曽岬町1か月児健康診査費用助成金交付申請書 (PDF形式、94.96KB) この記事と同じ分類の記事 令和8年度在宅育児等支援事業のお知らせ 木曽岬町における子ども・子育て施策一覧について 令和8年度「こども誰でも通園制度（乳児等通園支援事業）」を実施します 令和8年度分 木曽"
"熊野市","96","補助金|助成金|奨励金|奨学金|手当|支援事業","true","true","true","熊野市奨学金返還支援事業「特定業種枠」について｜水産・商工業｜熊野市","熊野市奨学金返還支援事業「特定業種枠」について","https://www.city.kumano.lg.jp/life/?content=1002","熊野市奨学金返還支援事業「特定業種枠」について｜水産・商工業｜熊野市 メニュー 閉じる くらし 戸籍・登録 生活安全相談 すまい・土地 税金 公共交通 道路・公園 自動車・交通 水道 ごみ分別 環境対策 ペット・動物 くらしの情報 申請・補助金等 農業 林業 水産・商工業 農業委員会 健康・福祉 新型コロナウイルス感染症 医療・助成 検診・予防接種 高齢者福祉 健康づくり 障がい者福祉 各種届出・申請書 保険年金 子育て 助成・手当 育児・認定こども園・保育所 学校教育 子育て支援 障がい児支援 教育委員会 防災・消防 消防本部 ハザードマップ 避難・救護所 防災関連計画等 防災関連支援制度 その他の防災情報 観光交流 海を体感 山々を体感 世界遺産・熊野古道 熊野自慢の特産品・物産 温泉を体感 歴史を体感 スポーツ交流 観光情報 市政情報 都市間交流 まちづくり パブリックコメント 入札・契約 広報 施設案内等 監査・審査 市の機構 統計情報等 財政 給与・定員管理等 各種事業計画 選挙管理委員会 市長の部屋 ふるさと納税 企業版ふるさと納税 熊野市のプロフィール リンク集 熊野市議会 検索 Foreign Languag"
"伊賀市","96","補助金|支援金|奨励金|奨学金|手当|支援事業","true","true","true","伊賀市保育士・幼稚園教諭等就労奨励金 | 三重県伊賀市","伊賀市保育士・幼稚園教諭等就労奨励金","https://www.city.iga.lg.jp/igakids/0000013046.html","ついて ◇必要書類 伊賀市保育士・幼稚園教諭等就労奨励金等の交付申請書 保育士登録証の写し 雇用契約書の写し 履歴書 継続勤務見込証明書 申請書等 交付申請書 (PDF形式、64.07KB) 継続雇用証明書 (PDF形式、42.90KB) 補助金要綱 (PDF形式、193.42KB) ◇提出期間 勤務開始から11か月～1年6か月の間（初回） ◇提出先 伊賀市保育幼稚園課 ◇奨学金返済について→ 伊賀市若者定住のための奨学金等返還支援金 | 伊賀市 お問い合わせ 伊賀市役所健康福祉部保育幼稚園課 電話: 0595-22-9655 ファックス: 0595-22-9646 電話番号のかけ間違いにご注意ください！ お問い合わせフォーム この記事と同じ分類の記事 保育所入所相談会の実施について こども誰でも通園制度（乳児等通園支援事業） 令和8年度 保育所(園)・認定こども園の入所申し込み 高田短期大学と連携協力協定を締結しました 伊賀市地域型保育施設運営事業者の募集について 保育関係書類のダウンロード（※入所申込申請書の更新） 一時預かり事業 伊賀市の保育所（園）・幼稚園・認定こども園一覧 令和8年度 伊賀市幼稚園・認定こども園 入"
"熊野市","88","補助金|助成金|奨励金|奨学金|手当|支援事業","false","true","true","水産・商工業｜くらし｜熊野市","水産・商工業","https://www.city.kumano.lg.jp/life/?category=19","水産・商工業｜くらし｜熊野市 メニュー 閉じる くらし 戸籍・登録 生活安全相談 すまい・土地 税金 公共交通 道路・公園 自動車・交通 水道 ごみ分別 環境対策 ペット・動物 くらしの情報 申請・補助金等 農業 林業 水産・商工業 農業委員会 健康・福祉 新型コロナウイルス感染症 医療・助成 検診・予防接種 高齢者福祉 健康づくり 障がい者福祉 各種届出・申請書 保険年金 子育て 助成・手当 育児・認定こども園・保育所 学校教育 子育て支援 障がい児支援 教育委員会 防災・消防 消防本部 ハザードマップ 避難・救護所 防災関連計画等 防災関連支援制度 その他の防災情報 観光交流 海を体感 山々を体感 世界遺産・熊野古道 熊野自慢の特産品・物産 温泉を体感 歴史を体感 スポーツ交流 観光情報 市政情報 都市間交流 まちづくり パブリックコメント 入札・契約 広報 施設案内等 監査・審査 市の機構 統計情報等 財政 給与・定員管理等 各種事業計画 選挙管理委員会 市長の部屋 ふるさと納税 企業版ふるさと納税 熊野市のプロフィール リンク集 熊野市議会 検索 Foreign Language ホーム くらし 水産・商工業 水産・"
"熊野市","88","補助金|助成金|奨学金|手当|支援事業|補助制度","false","true","true","補助金・助成金｜かんたん検索｜熊野市","補助金・助成金","https://www.city.kumano.lg.jp/purpose/?purpose=8","補助金・助成金｜かんたん検索｜熊野市 メニュー 閉じる くらし 戸籍・登録 生活安全相談 すまい・土地 税金 公共交通 道路・公園 自動車・交通 水道 ごみ分別 環境対策 ペット・動物 くらしの情報 申請・補助金等 農業 林業 水産・商工業 農業委員会 健康・福祉 新型コロナウイルス感染症 医療・助成 検診・予防接種 高齢者福祉 健康づくり 障がい者福祉 各種届出・申請書 保険年金 子育て 助成・手当 育児・認定こども園・保育所 学校教育 子育て支援 障がい児支援 教育委員会 防災・消防 消防本部 ハザードマップ 避難・救護所 防災関連計画等 防災関連支援制度 その他の防災情報 観光交流 海を体感 山々を体感 世界遺産・熊野古道 熊野自慢の特産品・物産 温泉を体感 歴史を体感 スポーツ交流 観光情報 市政情報 都市間交流 まちづくり パブリックコメント 入札・契約 広報 施設案内等 監査・審査 市の機構 統計情報等 財政 給与・定員管理等 各種事業計画 選挙管理委員会 市長の部屋 ふるさと納税 企業版ふるさと納税 熊野市のプロフィール リンク集 熊野市議会 検索 Foreign Language ホーム 補助金・助成金 補助"
"熊野市","88","補助金|助成金|奨励金|奨学金|手当|支援事業","false","true","true","熊野市企業立地促進雇用創出奨励金｜水産・商工業｜熊野市","熊野市企業立地促進雇用創出奨励金","https://www.city.kumano.lg.jp/life/?content=697","熊野市企業立地促進雇用創出奨励金｜水産・商工業｜熊野市 メニュー 閉じる くらし 戸籍・登録 生活安全相談 すまい・土地 税金 公共交通 道路・公園 自動車・交通 水道 ごみ分別 環境対策 ペット・動物 くらしの情報 申請・補助金等 農業 林業 水産・商工業 農業委員会 健康・福祉 新型コロナウイルス感染症 医療・助成 検診・予防接種 高齢者福祉 健康づくり 障がい者福祉 各種届出・申請書 保険年金 子育て 助成・手当 育児・認定こども園・保育所 学校教育 子育て支援 障がい児支援 教育委員会 防災・消防 消防本部 ハザードマップ 避難・救護所 防災関連計画等 防災関連支援制度 その他の防災情報 観光交流 海を体感 山々を体感 世界遺産・熊野古道 熊野自慢の特産品・物産 温泉を体感 歴史を体感 スポーツ交流 観光情報 市政情報 都市間交流 まちづくり パブリックコメント 入札・契約 広報 施設案内等 監査・審査 市の機構 統計情報等 財政 給与・定員管理等 各種事業計画 選挙管理委員会 市長の部屋 ふるさと納税 企業版ふるさと納税 熊野市のプロフィール リンク集 熊野市議会 検索 Foreign Language ホーム く"
"熊野市","88","補助金|助成金|奨励金|奨学金|手当|支援事業","false","true","true","熊野市創業支援融資助成事業費補助金｜水産・商工業｜熊野市","熊野市創業支援融資助成事業費補助金","https://www.city.kumano.lg.jp/life/?content=702","熊野市創業支援融資助成事業費補助金｜水産・商工業｜熊野市 メニュー 閉じる くらし 戸籍・登録 生活安全相談 すまい・土地 税金 公共交通 道路・公園 自動車・交通 水道 ごみ分別 環境対策 ペット・動物 くらしの情報 申請・補助金等 農業 林業 水産・商工業 農業委員会 健康・福祉 新型コロナウイルス感染症 医療・助成 検診・予防接種 高齢者福祉 健康づくり 障がい者福祉 各種届出・申請書 保険年金 子育て 助成・手当 育児・認定こども園・保育所 学校教育 子育て支援 障がい児支援 教育委員会 防災・消防 消防本部 ハザードマップ 避難・救護所 防災関連計画等 防災関連支援制度 その他の防災情報 観光交流 海を体感 山々を体感 世界遺産・熊野古道 熊野自慢の特産品・物産 温泉を体感 歴史を体感 スポーツ交流 観光情報 市政情報 都市間交流 まちづくり パブリックコメント 入札・契約 広報 施設案内等 監査・審査 市の機構 統計情報等 財政 給与・定員管理等 各種事業計画 選挙管理委員会 市長の部屋 ふるさと納税 企業版ふるさと納税 熊野市のプロフィール リンク集 熊野市議会 検索 Foreign Language ホーム "
"いなべ市","84","補助金|給付金|一時金|手当|無償化","true","true","true","出産・育児｜いなべ市公式ウェブサイト","出産・育児","https://www.city.inabe.mie.jp/mokuteki/1003114.html","教室） ～妊娠中のママたちと交流しよう～ 金銭的支援（全ての方へ） 福祉医療費 妊婦のための支援給付(妊婦支援給付金) 児童手当制度について 児童扶養手当 金銭的支援（ひとり親の方へ） いなべ市 ひとり親家庭入学等支度金 養育費確保に関する補助金 一人親家庭等医療費 金銭的支援（障害をお持ちのお子さんへ） 特別障害者手当 障害児福祉手当 特別児童扶養手当 育児に関する施設 認定こども園・保育園・幼稚園・認可外保育施設等 放課後児童クラブ 北勢子育て支援センター「すこやかランド」 員弁子育て支援センター「なかよしひろば」 笠間子育て支援センター「遊・友・YOUチャイルド」 石榑子育て支援センター「はっぴい・はあと」 藤原子育て支援センター「つくしんぼ」 市内認定こども園・保育園案内 幼児教育・保育の無償化 保育料のコンビニ納付について 育児に関する教室・相談 育児相談 家庭児童相談 ひきこもり支援センター 瑠璃庵 母子自立支援相談 助産師の新生児訪問 2歳児歯科教室 離乳食教室（前期） 離乳食教室（後期） 子どもの発達に関する相談 育児に関する支援情報 未熟児の赤ちゃんへの支援 （養育医療給付） 相談・教室 認定こども園・保育"
"伊賀市","84","助成金|医療費助成|奨学金|手当|無償化","true","true","true","子育て特設サイト 伊賀流未来応援の術 | 三重県伊賀市","","https://www.city.iga.lg.jp/igakids/index.html","t（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のまま文字サイズを変更する場合には、ご利用のブラウザの表示メニューから文字サイズを変更してください。 メニュー 閉じる トップ お金（手当・助成） あずける 健診 遊び場・交流の場 教育・学校 相談したい 総合サイトへ戻る サイトマップ 組織から探す English 中文 Português Español Tiếng Việt やさしいにほんご 検索 閉じる 新着情報 伊賀市地域型保育施設運営事業者の募集及び選定結果について &nbsp;[7月15日] 子育て支援のための教室・事業のご案内 &nbsp;[7月13日] 保育所入所相談会の実施について &nbsp;[7月6日] 令和8年度「わくわく保育所（園）見学ツアー」 &nbsp;[6月29日] 新着情報RSS 出会い 結婚 妊娠 出産 0から2歳児 3から5歳児 小学生から ひとり親 家庭の支援 障がいのある お子さんの 支援 お金（手当・助成） 福祉医療費助成制度 児童手当 ひとり親家庭への手当・助成 障がいのある子どもの手当・助成 幼児教育・保育の無償化 養育医療給付"
