rescore	municipality	title	url	snippet
82	山県市	各種手当・助成	https://www.city.yamagata.gifu.jp/site/yamanavi/list11-52.html	各種手当・助成 - やまなび - 山県市ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ サイトマップ Foreign Language 文字サイズ 拡大 標準 背景色の変更 白 青 黒 Googleカスタム検索 知る 市のプロフィール 歴史 各所・文化財・資料館 大河ドラマ麒麟がくる関連情報 特産品 伝統芸能 閉じる 観る 観光スポット 「岐阜・やまがた逸品」認定制度 イベントカレンダー お祭り情報 体験 自然・景観 閉じる 住む 空家バンク お知らせ 移住関連インタビュー 助成制度 移住相談窓口 閉じる 出逢う デートスポット エピソード コラム 各種助成金 相談窓口 マリッジサポートセンター 閉じる 育む 妊娠・出産 子どもの健康 教育 保育園・幼稚園 子育て支援事業 各種手当・助成 閉じる PR大使 ナッチョルくん 山県さくら 閉じる 現在地 トップページ > やまなび > やまがたで育む > 各種手当・助成 本文 各種手当・助成 福祉医療費助成制度 2026年4月30日更新 小中学校就学援助制度 2026年4月1日更新 妊娠判定受診費用の助成 2026年4月1日更新 児童扶養手当 2026年4月1日更新 児童手当 2026年4月1日更新 子ども・子育て支援新制度に移行した幼稚園について 2026年4月1日更新 ひとり親家庭自立支援教育訓練給付金事業 2026年4月1日更新 高等職業訓練促進給付金等事業 2026年4月1日更新 母子父子寡婦福祉資金貸付 2026年4月1日更新 私立幼稚園（子ども・子育て支援新制度未移行園）における幼児教育の無償化について 2026年4月1日更新 福祉医療受給者の高額療養費 2026年3月6日更新 教育ローン利子補給金交付制度 2025年9月9日更新 新型コロナウイルス感染症の影響で家計が急変した世帯への就学援助のご案内 2020年6月24日更新 やまがたを知る 市のプロフィール 歴史 各所・文化財・資料館 大河ドラ
80	土岐市	入園・入学	https://www.city.toki.lg.jp/guide/1006172.html	入園・入学｜土岐市公式ウェブサイト 当ウェブサイトではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ サイトの機能・運用 文字サイズ・配色の変更 Foreign language 救急・防災情報 防災 防災・気象情報 防災無線 避難・避難所 ハザードマップ AED設置場所 救急 夜間・休日の医療機関 閉じる 検索 くらし・手続き くらし・手続き トップ 閉じる 住民票・戸籍・印鑑登録・旅券など マイナンバー コンビニ交付サービス オンライン手続き 防災 防犯・交通安全 土岐市消防本部 税金 年金・保険 ごみ・リサイクル 環境保全 住まい・生活環境 道路・交通 上水道・下水道 市民活動 消費生活・相談窓口 人権・男女共同参画 外国人市民（がいこくじんしみん）のみなさんへ 市民便利帳 申請書検索 ときっこ子育て応援サイト 健康・福祉 健康・福祉 トップ 閉じる 医療・救急医療 検診・予防接種 健康づくり 高齢者福祉 介護保険 障害者福祉 生活支援・社会福祉 新型コロナウイルス感染症 観光・学び・スポーツ 観光・学び・スポーツ トップ 閉じる 観光 イベント・講座 文化財・歴史 土岐市図書館 スポーツ 国際交流 生涯学習・公民館 産業・仕事 産業・仕事 トップ 閉じる 経営支援・金融支援・企業立地 労働・雇用 産業 入札・契約 開発・都市計画 市政情報 市政情報 トップ 閉じる 市の概要 組織案内 庁舎案内 市長の部屋 施策・計画 都市整備 選挙 土岐市議会 財政・行政改革 情報公開・個人情報保護・行政手続 公示送達等 広報・広聴 施設案内 統計・人口 人事・職員募集 条例・規則・要綱集 現在の位置： トップページ > ライフイベント > 入園・入学 ここから本文です。 入園・入学 いいね！ ページ番号1006172 更新日 2023年9月22日 印
76	各務原市	健康・福祉	https://www.city.kakamigahara.lg.jp/kenkofukushi/index.html	健康・福祉｜各務原市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 トップページ サイトマップ 閲覧支援読み上げソフト 文字サイズ・配色の変更 Translation Service ・ Foreign Language いざというときに 防災 消防・救急サイト 休日・夜間の急病は 検索 サイト内検索 ページID検索 ○○を探す イベントカレンダー ごみの捨て方 施設 組織 こんな時、どうする？ 出産 入園・入学 結婚・離婚 引っ越し 高齢者・介護 おくやみ 便利なサービス オンライン申請 よくある質問 クラブ・サークル 検索 公共交通 健診・検診 インターネット予約 公共施設 予約システム 窓口案内 高層棟および低層棟1Fの配置図 高層棟および低層棟2Fの配置図 高層棟3Fの配置図 高層棟4Fの配置図 高層棟5Fの配置図 高層階6Fの配置図 産業文化センター6階 産業文化センター7階 市役所本庁舎フロアガイド 新庁舎の特徴 くらし・ 手続き 安全・安心 戸籍・住民票・印鑑登録・旅券・おくやみコーナー ごみ・環境・生き物 税金 上下水道・し尿・浄化槽 土地・道路・河川 公共交通 住まい 市営墓地 相談・人権 就職支援・雇用 市民活動・まちづくり活動・自治会 基地情報 多文化共生・国際交流 子育て・ 教育 妊娠・出産 子ども・家庭の手当・助成 子育て支援・相談 子どもの医療 小学校・中学校・特別支援学校 保育所・幼稚園 社会教育 子育て応援サイト「ポケット」 キッズページ かかみがはら寺子屋事業 健康・ 福祉 健康保険・年金・介護保険 高齢者支援 障がい者（児） 健康・医療 食育 生活福祉 スポーツ・ 観光・文化 観光 生涯学習・クラブサークル 文化・芸術 スポーツ 文化財 各務原にんじん お出かけスポット イベント イベン
71	美濃加茂市	高齢者・介護	https://www.city.minokamo.lg.jp/life/1/1/18/	高齢者・介護 - 美濃加茂市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 情報をさがす メニュー 美濃加茂市のおすすめ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Translation やさしい日本語 閲覧補助 文字サイズ 標準 拡大 背景色 白 黒 青 マイページ キーワード検索 ページID検索 キーワード検索 ページID検索 ページID 検索とは？ Search By Category 情報をさがす 注目ワード 入札・契約情報 ごみ 職員募集 図書館 市議会 ライフステージ 妊娠・出産 子育て 引越し 就職・退職 結婚・離婚 健康・医療 高齢者・ 介護 おくやみ さがしかた別 よくある質問 でさがす 組織でさがす カレンダー でさがす 地図でさがす とじる くらし 子育て・教育 しごとの情報 文化・観光 市政情報 現在地 トップページ > 分類でさがす > くらし > ライフステージ > 高齢者・介護 本文 高齢者・介護 基本情報 2026年6月19日更新 高齢者見守りサービス「BC Life」実証実験 参加世帯募集 2026年6月18日更新 美濃加茂市家族介護支援金支給事業について 2026年6月17日更新 ケアマネタイム 2026年6月16日更新 介護者のつどい「おどり場」を開催します 2026年5月1日更新 美濃加茂市の高齢者人口比率 2026年4月20日更新 ひとり暮らし高齢者の上下水道料金・し尿取扱料金の助成について 2026年4月16日更新 申請書ダウンロード 2026年4月6日更新 【高齢福祉課】会計年度任用職員（時間額）の募集について 2026年4月1日更新 「加茂地域 医療・介護・福祉サービスマップ」終了のお知らせ 2026年3月30日更新 介護予防・日常生活支援総合事業 申請様式一覧(事業者向け) 2026年2月9日更新 高齢者の方への安心生活用品給付 2025年12月16日更新 ひとり暮らし高齢者へのごみ袋配布 2025年9月26日更新 障がいのある方のための在宅投票の方法
71	美濃加茂市	申請書ダウンロード	https://www.city.minokamo.lg.jp/soshiki/1/2134.html	申請書ダウンロード - 美濃加茂市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 情報をさがす メニュー 美濃加茂市のおすすめ JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Translation やさしい日本語 閲覧補助 文字サイズ 標準 拡大 背景色 白 黒 青 マイページ キーワード検索 ページID検索 キーワード検索 ページID検索 ページID 検索とは？ Search By Category 情報をさがす 注目ワード 入札・契約情報 ごみ 職員募集 図書館 市議会 ライフステージ 妊娠・出産 子育て 引越し 就職・退職 結婚・離婚 健康・医療 高齢者・ 介護 おくやみ さがしかた別 よくある質問 でさがす 組織でさがす カレンダー でさがす 地図でさがす とじる くらし 子育て・教育 しごとの情報 文化・観光 市政情報 現在地 トップページ > 組織でさがす > 総務部 > 総務課 > 申請書ダウンロード 本文 申請書ダウンロード ページID：0016326 更新日：2026年4月16日更新 印刷ページ表示 絞り込み（キーワードで絞り込みができます。） くらし 届け出と請求 戸籍謄抄本・身分証明書・附票等申請書[PDFファイル／1.01MB] 住民票等交付申請書[PDFファイル／113KB] 印鑑登録証明書交付申請書[PDFファイル／118KB] 代理人選任届（委任状）（日本語版）[PDFファイル／124KB] 代理人選任届（委任状）（ポルトガル語版）[PDFファイル／271KB] 代理人選任届（委任状）（英語版）[PDFファイル／83KB] 郵便請求書[PDFファイル／135KB] 転出証明書の郵便請求書（日本語版） [PDFファイル／126KB] 転出証明書の郵便請求書（英語版） [PDFファイル／149KB] 転出証明書の郵便請求書（ポルトガル語版） [PDFファイル／216KB] 転出証明書の郵便請求書（タガログ語版） [PDFファイル／157KB] 住基ネット広域交付住民票申請書[PD
71	山県市	福祉・介護	https://www.city.yamagata.gifu.jp/life/1/9/	福祉・介護 - 山県市ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ サイトマップ Foreign Language 文字サイズ 拡大 標準 背景色の変更 白 青 黒 くらしの情報 しごとの情報 山県市の 魅力発信 市政情報 情報を さがす 情報をさがす Googleカスタム検索 検索対象 すべて ページ PDF 注目ワード 麒麟がくる 山県さくら 利平栗 山県インターチェンジ 記事IDで さがす ページ番号を入力 分類でさがす 組織でさがす 閉じる 現在地 トップページ > 分類でさがす > くらしの情報 > 福祉・介護 本文 福祉・介護 新着情報 2026年4月3日更新 第4次山県市健康増進計画および第10期山県市高齢者福祉計画策定業務委託に係る公募型プロポーザルの審査結果 2026年4月1日更新 介護保険に係るオンライン申請（ぴったりサービス）について 2026年4月1日更新 介護給付費通知書の交付について 2026年4月1日更新 医療介護情報システム 2026年4月1日更新 認知症高齢者等見守り事業について 新着情報の一覧 新着情報のRSS 高齢者 2026年4月1日更新 介護サービスの利用について 2026年4月1日更新 困ったときは 2026年4月1日更新 脳を元気にする教室 2026年4月1日更新 まめかなクラブ 2026年4月1日更新 みんなで歌おう 高齢者の一覧 障がい児者・障がい児者医療 2026年4月30日更新 福祉医療費助成制度 2026年4月1日更新 困ったときは 2026年4月1日更新 ピッコロ療育センター自己評価結果など 2026年3月6日更新 福祉医療受給者の高額療養費 2025年7月8日更新 有料道路における障がい者割引制度 障がい児者・障がい児者医療の一覧 地域福祉 2026年6月23日更新 山県市福祉べんり帳 2026年4月1日更新 困ったときは 2025年10月1日更新 山県市伊自良ふれあい・さわやかドーム 202
68	各務原市	くらし・手続き	https://www.city.kakamigahara.lg.jp/life/index.html	くらし・手続き｜各務原市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 トップページ サイトマップ 閲覧支援読み上げソフト 文字サイズ・配色の変更 Translation Service ・ Foreign Language いざというときに 防災 消防・救急サイト 休日・夜間の急病は 検索 サイト内検索 ページID検索 ○○を探す イベントカレンダー ごみの捨て方 施設 組織 こんな時、どうする？ 出産 入園・入学 結婚・離婚 引っ越し 高齢者・介護 おくやみ 便利なサービス オンライン申請 よくある質問 クラブ・サークル 検索 公共交通 健診・検診 インターネット予約 公共施設 予約システム 窓口案内 高層棟および低層棟1Fの配置図 高層棟および低層棟2Fの配置図 高層棟3Fの配置図 高層棟4Fの配置図 高層棟5Fの配置図 高層階6Fの配置図 産業文化センター6階 産業文化センター7階 市役所本庁舎フロアガイド 新庁舎の特徴 くらし・ 手続き 安全・安心 戸籍・住民票・印鑑登録・旅券・おくやみコーナー ごみ・環境・生き物 税金 上下水道・し尿・浄化槽 土地・道路・河川 公共交通 住まい 市営墓地 相談・人権 就職支援・雇用 市民活動・まちづくり活動・自治会 基地情報 多文化共生・国際交流 子育て・ 教育 妊娠・出産 子ども・家庭の手当・助成 子育て支援・相談 子どもの医療 小学校・中学校・特別支援学校 保育所・幼稚園 社会教育 子育て応援サイト「ポケット」 キッズページ かかみがはら寺子屋事業 健康・ 福祉 健康保険・年金・介護保険 高齢者支援 障がい者（児） 健康・医療 食育 生活福祉 スポーツ・ 観光・文化 観光 生涯学習・クラブサークル 文化・芸術 スポーツ 文化財 各務原にんじん お出かけスポット イベント イ
68	各務原市	子育て・教育	https://www.city.kakamigahara.lg.jp/kodomo/index.html	子育て・教育｜各務原市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 トップページ サイトマップ 閲覧支援読み上げソフト 文字サイズ・配色の変更 Translation Service ・ Foreign Language いざというときに 防災 消防・救急サイト 休日・夜間の急病は 検索 サイト内検索 ページID検索 ○○を探す イベントカレンダー ごみの捨て方 施設 組織 こんな時、どうする？ 出産 入園・入学 結婚・離婚 引っ越し 高齢者・介護 おくやみ 便利なサービス オンライン申請 よくある質問 クラブ・サークル 検索 公共交通 健診・検診 インターネット予約 公共施設 予約システム 窓口案内 高層棟および低層棟1Fの配置図 高層棟および低層棟2Fの配置図 高層棟3Fの配置図 高層棟4Fの配置図 高層棟5Fの配置図 高層階6Fの配置図 産業文化センター6階 産業文化センター7階 市役所本庁舎フロアガイド 新庁舎の特徴 くらし・ 手続き 安全・安心 戸籍・住民票・印鑑登録・旅券・おくやみコーナー ごみ・環境・生き物 税金 上下水道・し尿・浄化槽 土地・道路・河川 公共交通 住まい 市営墓地 相談・人権 就職支援・雇用 市民活動・まちづくり活動・自治会 基地情報 多文化共生・国際交流 子育て・ 教育 妊娠・出産 子ども・家庭の手当・助成 子育て支援・相談 子どもの医療 小学校・中学校・特別支援学校 保育所・幼稚園 社会教育 子育て応援サイト「ポケット」 キッズページ かかみがはら寺子屋事業 健康・ 福祉 健康保険・年金・介護保険 高齢者支援 障がい者（児） 健康・医療 食育 生活福祉 スポーツ・ 観光・文化 観光 生涯学習・クラブサークル 文化・芸術 スポーツ 文化財 各務原にんじん お出かけスポット イベント イベ
67	各務原市	商店街等活性化総合支援事業補助金	https://www.city.kakamigahara.lg.jp/shisei/shisaku/sangyo/1028046.html	商店街等活性化総合支援事業補助金｜各務原市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 トップページ サイトマップ 閲覧支援読み上げソフト 文字サイズ・配色の変更 Translation Service ・ Foreign Language いざというときに 防災 消防・救急サイト 休日・夜間の急病は 検索 サイト内検索 ページID検索 ○○を探す イベントカレンダー ごみの捨て方 施設 組織 こんな時、どうする？ 出産 入園・入学 結婚・離婚 引っ越し 高齢者・介護 おくやみ 便利なサービス オンライン申請 よくある質問 クラブ・サークル 検索 公共交通 健診・検診 インターネット予約 公共施設 予約システム 窓口案内 高層棟および低層棟1Fの配置図 高層棟および低層棟2Fの配置図 高層棟3Fの配置図 高層棟4Fの配置図 高層棟5Fの配置図 高層階6Fの配置図 産業文化センター6階 産業文化センター7階 市役所本庁舎フロアガイド 新庁舎の特徴 くらし・ 手続き 安全・安心 戸籍・住民票・印鑑登録・旅券・おくやみコーナー ごみ・環境・生き物 税金 上下水道・し尿・浄化槽 土地・道路・河川 公共交通 住まい 市営墓地 相談・人権 就職支援・雇用 市民活動・まちづくり活動・自治会 基地情報 多文化共生・国際交流 子育て・ 教育 妊娠・出産 子ども・家庭の手当・助成 子育て支援・相談 子どもの医療 小学校・中学校・特別支援学校 保育所・幼稚園 社会教育 子育て応援サイト「ポケット」 キッズページ かかみがはら寺子屋事業 健康・ 福祉 健康保険・年金・介護保険 高齢者支援 障がい者（児） 健康・医療 食育 生活福祉 スポーツ・ 観光・文化 観光 生涯学習・クラブサークル 文化・芸術 スポーツ 文化財 各務原にんじん お出かけスポ
64	土岐市	健康・福祉	https://www.city.toki.lg.jp/kenko/index.html	健康・福祉｜土岐市公式ウェブサイト 当ウェブサイトではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ サイトの機能・運用 文字サイズ・配色の変更 Foreign language 救急・防災情報 防災 防災・気象情報 防災無線 避難・避難所 ハザードマップ AED設置場所 救急 夜間・休日の医療機関 閉じる 検索 くらし・手続き くらし・手続き トップ 閉じる 住民票・戸籍・印鑑登録・旅券など マイナンバー コンビニ交付サービス オンライン手続き 防災 防犯・交通安全 土岐市消防本部 税金 年金・保険 ごみ・リサイクル 環境保全 住まい・生活環境 道路・交通 上水道・下水道 市民活動 消費生活・相談窓口 人権・男女共同参画 外国人市民（がいこくじんしみん）のみなさんへ 市民便利帳 申請書検索 ときっこ子育て応援サイト 健康・福祉 健康・福祉 トップ 閉じる 医療・救急医療 検診・予防接種 健康づくり 高齢者福祉 介護保険 障害者福祉 生活支援・社会福祉 新型コロナウイルス感染症 観光・学び・スポーツ 観光・学び・スポーツ トップ 閉じる 観光 イベント・講座 文化財・歴史 土岐市図書館 スポーツ 国際交流 生涯学習・公民館 産業・仕事 産業・仕事 トップ 閉じる 経営支援・金融支援・企業立地 労働・雇用 産業 入札・契約 開発・都市計画 市政情報 市政情報 トップ 閉じる 市の概要 組織案内 庁舎案内 市長の部屋 施策・計画 都市整備 選挙 土岐市議会 財政・行政改革 情報公開・個人情報保護・行政手続 公示送達等 広報・広聴 施設案内 統計・人口 人事・職員募集 条例・規則・要綱集 現在の位置： トップページ > 健康・福祉 ここから本文です。 健康・福祉 いいね！ ページ番号1000004 更新日 2024年5月2日 印刷 大きな文字で印刷
