municipality	score	title	url	snippet
江府町	84	奥大山Welcome奨学金返還支援事業（９月３０日締切） | 江府町行政サイト	https://www.town-kofu.jp/2/1/11/y175/	奥大山Welcome奨学金返還支援事業（９月３０日締切） | 江府町行政サイト ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 行政 子育て支援 移住定住 観光情報 3000人の楽しい町 環境王国認定の町 音声読み上げ 文字サイズ 標準 中 大きく 背景色 標準 黒 青 さがす 各課案内 サイトマップ 町民の方へ 事業者の方へ 町政 お知らせ 制度・助成 江府町の紹介 町民の方へ 事業者の方へ 町政 江府町議会 救急・防災 安心情報 道路交通 規制情報 川の防災情報 お知らせ 江府町の制度・助成について 広報・刊行物 奥大山ライブカメラ 江府町のご紹介 こうふ情報スポット HOME ｜ 行政 > 各課案内 > 教育委員会事務局教育課 > 奥大山Welcome奨学金返還支援事業（９月３０日締切） こんにちは、出納室です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2389 業務一覧 出納事務 ｜ 基金管理 ｜ 債権者登録管理 ｜ 監査 こんにちは、総務課です お問い合わ
江府町	83	江府町チャレンジ支援事業補助金 | 江府町行政サイト	https://www.town-kofu.jp/2/1/6/14-copy/e100/	江府町チャレンジ支援事業補助金 | 江府町行政サイト ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 行政 子育て支援 移住定住 観光情報 3000人の楽しい町 環境王国認定の町 音声読み上げ 文字サイズ 標準 中 大きく 背景色 標準 黒 青 さがす 各課案内 サイトマップ 町民の方へ 事業者の方へ 町政 お知らせ 制度・助成 江府町の紹介 町民の方へ 事業者の方へ 町政 江府町議会 救急・防災 安心情報 道路交通 規制情報 川の防災情報 お知らせ 江府町の制度・助成について 広報・刊行物 奥大山ライブカメラ 江府町のご紹介 こうふ情報スポット HOME ｜ 行政 > 各課案内 > 産業建設課 > 商・工業 > 江府町チャレンジ支援事業補助金 こんにちは、出納室です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2389 業務一覧 出納事務 ｜ 基金管理 ｜ 債権者登録管理 ｜ 監査 こんにちは、総務課です お問い合わせ TEL 0859-75-2211 FAX 08
江府町	81	令和6年度低所得者支援給付金 （住民税非課税世帯への3万円給付及び子ども加算）について | 江府町行政サイト	https://www.town-kofu.jp/2/seido/x970/a175/	令和6年度低所得者支援給付金 （住民税非課税世帯への3万円給付及び子ども加算）について | 江府町行政サイト ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 行政 子育て支援 移住定住 観光情報 3000人の楽しい町 環境王国認定の町 音声読み上げ 文字サイズ 標準 中 大きく 背景色 標準 黒 青 さがす 各課案内 サイトマップ 町民の方へ 事業者の方へ 町政 お知らせ 制度・助成 江府町の紹介 町民の方へ 事業者の方へ 町政 江府町議会 救急・防災 安心情報 道路交通 規制情報 川の防災情報 お知らせ 江府町の制度・助成について 広報・刊行物 奥大山ライブカメラ 江府町のご紹介 こうふ情報スポット HOME ｜ 行政 > 江府町の制度・助成について > その他 > 令和6年度低所得者支援給付金 （住民税非課税世帯への3万円給付及び子ども加算）について こんにちは、出納室です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2389 業務一覧 出納事務 ｜ 基金管理 ｜
江府町	76	その他 | 江府町行政サイト	https://www.town-kofu.jp/2/seido/x970/	その他 | 江府町行政サイト ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 行政 子育て支援 移住定住 観光情報 3000人の楽しい町 環境王国認定の町 音声読み上げ 文字サイズ 標準 中 大きく 背景色 標準 黒 青 さがす 各課案内 サイトマップ 町民の方へ 事業者の方へ 町政 お知らせ 制度・助成 江府町の紹介 町民の方へ 事業者の方へ 町政 江府町議会 救急・防災 安心情報 道路交通 規制情報 川の防災情報 お知らせ 江府町の制度・助成について 広報・刊行物 奥大山ライブカメラ 江府町のご紹介 こうふ情報スポット HOME ｜ 行政 > 江府町の制度・助成について > その他 こんにちは、出納室です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2389 業務一覧 出納事務 ｜ 基金管理 ｜ 債権者登録管理 ｜ 監査 こんにちは、総務課です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2389 業務一覧 条例等 ｜ 統計 ｜ 行政 
日野町	75	（第２弾）【予算残りわずか】日野町省エネ家電購入促進補助金募集中/【鳥取県】日野町	https://www.town.hino.tottori.jp/item/43580.htm	（第２弾）【予算残りわずか】日野町省エネ家電購入促進補助金募集中/【鳥取県】日野町 本文にジャンプします メニューにジャンプします 企画政策課 English 中文簡体字 中文繁体字 한국어 色の反転 文字を大きくする 拡大方法の説明 文字を元に戻す サイトマップ サイトの使い方 サイトの使い方 検索 Foreign Languages Original Top Page ホーム くらし まちの紹介 観光サイト 行事カレンダー 各課案内 現在位置 ホーム 各課案内 企画政策課 サブメニュー表示 左領域先頭へ ページ先頭へ 切替 各課案内 総務課 企画政策課 住民課 健康福祉課 建設水道課 産業振興課 農業委員会 教育委員会 文化センター・図書館 町公民館 給食センター 町議会 選挙管理委員会 監査委員 ページの先頭へ戻る 企画政策課 企画政策課新着情報 （第２弾）【予算残りわずか】日野町省エネ家電購入促進補助金募集中 一覧へ 2026年7月2日 エネルギー消費性能に優れた家電製品（省エネ家電）の購入に係る費用の一部を補助します。省エネ家電の購入を促進することで、エネルギー価格及び物価の
日野町	75	【事業者向け】省エネ設備導入促進補助金 受付開始/【鳥取県】日野町	https://www.town.hino.tottori.jp/item/43915.htm	【事業者向け】省エネ設備導入促進補助金 受付開始/【鳥取県】日野町 本文にジャンプします メニューにジャンプします 企画政策課 English 中文簡体字 中文繁体字 한국어 色の反転 文字を大きくする 拡大方法の説明 文字を元に戻す サイトマップ サイトの使い方 サイトの使い方 検索 Foreign Languages Original Top Page ホーム くらし まちの紹介 観光サイト 行事カレンダー 各課案内 現在位置 ホーム 各課案内 企画政策課 サブメニュー表示 左領域先頭へ ページ先頭へ 切替 各課案内 総務課 企画政策課 住民課 健康福祉課 建設水道課 産業振興課 農業委員会 教育委員会 文化センター・図書館 町公民館 給食センター 町議会 選挙管理委員会 監査委員 ページの先頭へ戻る 企画政策課 企画政策課新着情報 【事業者向け】省エネ設備導入促進補助金 受付開始 一覧へ 2026年7月1日 町内の事業者における省エネルギー設備の導入を支援することで、エネルギー使用量および温室効果ガスの削減を図ります。また、エネルギー価格高騰の影響を受ける事業者の負担を軽減し、あ
江府町	73	トットリズム推進補助金 | 江府町行政サイト	https://www.town-kofu.jp/2/seido/e167/x109/	トットリズム推進補助金 | 江府町行政サイト ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 行政 子育て支援 移住定住 観光情報 3000人の楽しい町 環境王国認定の町 音声読み上げ 文字サイズ 標準 中 大きく 背景色 標準 黒 青 さがす 各課案内 サイトマップ 町民の方へ 事業者の方へ 町政 お知らせ 制度・助成 江府町の紹介 町民の方へ 事業者の方へ 町政 江府町議会 救急・防災 安心情報 道路交通 規制情報 川の防災情報 お知らせ 江府町の制度・助成について 広報・刊行物 奥大山ライブカメラ 江府町のご紹介 こうふ情報スポット HOME ｜ 行政 > 江府町の制度・助成について > 地域活動 > トットリズム推進補助金 こんにちは、出納室です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2389 業務一覧 出納事務 ｜ 基金管理 ｜ 債権者登録管理 ｜ 監査 こんにちは、総務課です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2
日野町	73	移住定住・空き家関係/【鳥取県】日野町	https://www.town.hino.tottori.jp/2465.htm	移住定住・空き家関係/【鳥取県】日野町 本文にジャンプします メニューにジャンプします 移住定住・空き家関係 English 中文簡体字 中文繁体字 한국어 色の反転 文字を大きくする 拡大方法の説明 文字を元に戻す サイトマップ サイトの使い方 サイトの使い方 検索 Foreign Languages Original Top Page ホーム くらし まちの紹介 観光サイト 行事カレンダー 各課案内 現在位置 ホーム 各課案内 企画政策課 移住定住・空き家関係 サブメニュー表示 左領域先頭へ ページ先頭へ 切替 企画政策課 チャンネルひの しいたん使用規程 地方創生「第2次きらり日野町創生戦略」 ⇒ひの郷会 交通安全 町営交通（町営バス、町営タクシー）について 広報ひの 防災無線 申請書ダウンロード 鳥取日野町ふるさと納税のご案内 観光パンフレットダウンロード 画像ダウンロード 鵜の池公園 移住定住・空き家関係 地域活動支援交付金 日野町子育て応援ガイド ふるさと住民票 男女共同参画 通勤費助成 公共交通機関利用促進 挑戦！日野町の魅力発信 働き方 新提案！ ページの先頭へ戻る 移
伯耆町	73	伯耆町医療費助成 | 伯耆町公式ウェブサイト	https://www.houki-town.jp/new1/10/7/5/x966/	伯耆町医療費助成 | 伯耆町公式ウェブサイト 文字 標準 拡大 背景色 白 黒 青 こんなときには 戸籍・住民票・証明 税金・保険・年金 教育・子育て 健康・医療 福祉・介護 暮らし・環境 安心・安全 公共施設 産業振興 企業支援 広告事業 入札・指名願 施策・財政 まちづくり 観光・交流 広報・広聴 制度・法規 人事 選挙・議会・行政委員会 議会からのお知らせ 議会報（議会だより） 議事録 請願・陳情 録画中継 町議会提出議案概要 議会審議結果 その他 HOME > 伯耆町行政サイト［総合目次］ > 各課一覧 > 健康対策課・健康増進室 > 医療費助成事業に関すること > 伯耆町医療費助成 伯耆町医療費助成 対象者 次のいずれかに該当し、申請をして認められると、それぞれ医療費（保険適用分）の助成を受けることができます。本庁舎 健康対策課 または、分庁舎 分庁総合窓口課で手続きを行ってください。 対象となる方 所得制限 補助対象額 （自己負担額－月額負担上限額） 【重度の障がいをお持ちの方】 身体障がい者手帳３～５級の交付を受けた方 療育手帳B判定を受けた方 精神保健福祉手帳２級の交付
江府町	71	リサイクル運動支援事業奨励金 | 江府町行政サイト	https://www.town-kofu.jp/2/1/4/9/e145/	リサイクル運動支援事業奨励金 | 江府町行政サイト ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 行政 子育て支援 移住定住 観光情報 3000人の楽しい町 環境王国認定の町 音声読み上げ 文字サイズ 標準 中 大きく 背景色 標準 黒 青 さがす 各課案内 サイトマップ 町民の方へ 事業者の方へ 町政 お知らせ 制度・助成 江府町の紹介 町民の方へ 事業者の方へ 町政 江府町議会 救急・防災 安心情報 道路交通 規制情報 川の防災情報 お知らせ 江府町の制度・助成について 広報・刊行物 奥大山ライブカメラ 江府町のご紹介 こうふ情報スポット HOME ｜ 行政 > 各課案内 > 住民生活課 > 家庭ごみ・廃棄物 > リサイクル運動支援事業奨励金 こんにちは、出納室です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2389 業務一覧 出納事務 ｜ 基金管理 ｜ 債権者登録管理 ｜ 監査 こんにちは、総務課です お問い合わせ TEL 0859-75-2211 FAX 
江府町	71	移住定住支援を見る | 五感で感じる!奥大山暮らし	https://www.town-kofu.jp/iju/m303/n167/	移住定住支援を見る | 五感で感じる!奥大山暮らし ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 行政 観光 移住定住 子育て 鳥取県日野郡 江府町 移住・定住サイト ツイート 暮らす はたらく 移住の流れ 住む 移住者の声 移住イベント 移住定住支援情報 Q&A 子育て支援 交通ガイド 江府町行政サイト 観光／奥大山物語 子育て／すくすくこうふ HOME ｜ エントランストップ > 江府町移住・定住サイト 奥大山暮らし > 暮らす > 移住定住支援を見る 移住定住支援を見る 移住・定住に関する支援制度・助成を紹介します。 家の修繕・家財処分を応援します！ 移住者（予定者含む）の支援（「移住定住推進空き家再生事業補助」・「空き家家財道具等処分補助」）や町内若者への支援（若年者定住促進事業補助）をします。 （ 詳細のリンク先はこちら ） 子育てを応援します！ 出生祝い金 新生児を出生された親に対して、お祝い金を進呈します。 （支給額）第１子 ５万円 第２子 １０万 第３子以上 ５０万円 子育て応
江府町	69	地域優良賃貸住宅の家賃低廉化補助 | 江府町行政サイト	https://www.town-kofu.jp/2/1/4/11/z864/	地域優良賃貸住宅の家賃低廉化補助 | 江府町行政サイト ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 行政 子育て支援 移住定住 観光情報 3000人の楽しい町 環境王国認定の町 音声読み上げ 文字サイズ 標準 中 大きく 背景色 標準 黒 青 さがす 各課案内 サイトマップ 町民の方へ 事業者の方へ 町政 お知らせ 制度・助成 江府町の紹介 町民の方へ 事業者の方へ 町政 江府町議会 救急・防災 安心情報 道路交通 規制情報 川の防災情報 お知らせ 江府町の制度・助成について 広報・刊行物 奥大山ライブカメラ 江府町のご紹介 こうふ情報スポット HOME ｜ 行政 > 各課案内 > 住民生活課 > 町営住宅 > 地域優良賃貸住宅の家賃低廉化補助 こんにちは、出納室です お問い合わせ TEL 0859-75-2211 FAX 0859-75-2389 業務一覧 出納事務 ｜ 基金管理 ｜ 債権者登録管理 ｜ 監査 こんにちは、総務課です お問い合わせ TEL 0859-75-2211 FAX 
伯耆町	69	小規模事業者経営改善資金利子補給補助金交付制度 | 伯耆町公式ウェブサイト	https://www.houki-town.jp/new1/10/6/2/n173r242e326y769a00/	小規模事業者経営改善資金利子補給補助金交付制度 | 伯耆町公式ウェブサイト 文字 標準 拡大 背景色 白 黒 青 こんなときには 戸籍・住民票・証明 税金・保険・年金 教育・子育て 健康・医療 福祉・介護 暮らし・環境 安心・安全 公共施設 産業振興 企業支援 広告事業 入札・指名願 施策・財政 まちづくり 観光・交流 広報・広聴 制度・法規 人事 選挙・議会・行政委員会 議会からのお知らせ 議会報（議会だより） 議事録 請願・陳情 録画中継 町議会提出議案概要 議会審議結果 その他 HOME > 伯耆町行政サイト［総合目次］ > 各課一覧 > 産業課・商工観光室 > 商工業 > 小規模事業者経営改善資金利子補給補助金交付制度 小規模事業者経営改善資金利子補給補助金交付制度 ～伯耆町内の事業者の方を応援します～ 経営改善のため金融機関から融資の実行を受けた町内の小規模事業者に対して、事業者の負担軽減及び経営安定を図るため、下記のとおり利子補給補助金を交付します。 ≪対象者≫ 補助金の交付の対象となる者は、次のいずれにも該当する者です。 ① 常時使用する従業員の数が２０人（商業又はサービ
伯耆町	68	伯耆町家庭用発電設備等導入推進補助金 | 伯耆町公式ウェブサイト	https://www.houki-town.jp/new1/10/12/c167/	伯耆町家庭用発電設備等導入推進補助金 | 伯耆町公式ウェブサイト 【６月２日更新】残件数を更新しました。 "> 文字 標準 拡大 背景色 白 黒 青 こんなときには 戸籍・住民票・証明 税金・保険・年金 教育・子育て 健康・医療 福祉・介護 暮らし・環境 安心・安全 公共施設 産業振興 企業支援 広告事業 入札・指名願 施策・財政 まちづくり 観光・交流 広報・広聴 制度・法規 人事 選挙・議会・行政委員会 議会からのお知らせ 議会報（議会だより） 議事録 請願・陳情 録画中継 町議会提出議案概要 議会審議結果 その他 HOME > 伯耆町行政サイト［総合目次］ > 各課一覧 > 地域整備課・環境整備室 > 伯耆町家庭用発電設備等導入推進補助金 伯耆町家庭用発電設備等導入推進補助金 【令和８年６ 月２日更新】 残件数を更新しました。 対象設備 残件数 太陽光発電 ８ 定置用蓄電池等 ９ 【令和８年５月１日更新】 令和８年度伯耆町家庭用発電設備等導入推進補助金の申請受付を 令和８年６月１日（月）午後2時から開始します。(先着順) ※申請書等の様式は最下段に掲載しています。 ◯郵送申請の取
