slug	organization	status	url	note
okinawa-official-006-001-2026	西原町	200	https://www.town.nishihara.okinawa.jp/soshiki/12/12928.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-002-2026	西原町	200	https://www.town.nishihara.okinawa.jp/soshiki/7/1462.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-003-2026	西原町	200	https://www.town.nishihara.okinawa.jp/life/2/10/47/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-004-2026	西原町	200	https://www.town.nishihara.okinawa.jp/life/2/10/46/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-005-2026	西原町	200	https://www.town.nishihara.okinawa.jp/site/kosodate-sabu/1843.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-006-2026	西原町	200	https://www.town.nishihara.okinawa.jp/soshiki/7/1491.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-007-2026	西原町	200	https://www.town.nishihara.okinawa.jp/site/kosodate-sabu/1799.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-008-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/ouenteate/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-009-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/kodomoiryo/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-010-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/hitorioyagakudou/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-011-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/sangyo/koukyokotsu/bus/1776389140/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-012-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kurashi/suido/gesuido/hojokinseido/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-013-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kurashi/zeikin/kojinjuminzei/teigakugenzei/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-014-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/1772671616/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-015-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kurashi/gomi/seido/jokaso/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-016-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/jidoteate/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-017-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/jidofuyoteate/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-018-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kurashi/gomi/seido/namagomishori/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-019-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/taikijidou/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-020-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/hoikumushoka/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-021-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/sonsei/shohinken/	fallback-evidence-retained-for-refetch-limited-or-manual-confirmed-page
okinawa-official-006-022-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kurashi/shien/teishotokukashitsuke/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-023-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/ouenjigyo/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-024-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kurashi/hoken_nenkin/seikatsushien/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-025-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/fusibosikatei/	direct-fetch-or-candidate-evidence-retained
okinawa-official-006-026-2026	中城村	200	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/1777267268/	direct-fetch-or-candidate-evidence-retained
