score	organization	title	url	evidence
30	伊江村	村県民税の減免について	https://www.iejima.org/document/2026071000013/	村県民税の減免について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 税金 > 村県民税 読み上げる 村県民税の減免について 公開日 2026年07月10日 村県民税は、前年中の所得に基づいて課税される税金です。 ただし、生活保護を受けている場合や、病気・失業・災害など特別な事情により納付が著しく困難となった場合は、 申請により村県民税が減免される場合があります。 減免は、申請内容や生活状況、所得状況などを確認したうえで決定します。 申請す
30	伊江村	奨学金貸与生の募集について	https://www.iejima.org/document/2024101100023/	奨学金貸与生の募集について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > くらし・手続き > 子育て・教育 > 教育委員会 TOP > カテゴリ > ライフイベント > 入園・入学 読み上げる 奨学金貸与生の募集について 公開日 2025年09月26日 奨学金貸与生の募集について 伊江村人材育成会では、 令和8年4月に高等学校・専修学校・短期大学・大学 への進学を予定している生徒・学生で就学が困難な学生を対象に、審
30	伊江村	生活保護制度について	https://www.iejima.org/document/2015022100384/	生活保護制度について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 各種証明書・手続き TOP > カテゴリ > 分野 > くらし・手続き > 後期高齢者 TOP > カテゴリ > 分野 > くらし・手続き > 健康・医療 TOP > カテゴリ > ライフイベント > 妊娠・出産 TOP > カテゴリ > ライフイベント > 子育て TOP > カテゴリ > ライフイベント > 入園・入学 TOP > カテゴリ > ライフイベント > 就職
30	伊江村	医療費助成制度について	https://www.iejima.org/document/2015021800155/	医療費助成制度について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > よくある質問 > Q&A 子育て・教育 TOP > カテゴリ > 区分 > よくある質問 > Q&A 健康・医療・福祉 TOP > カテゴリ > 分野 > くらし・手続き > 健康・医療 TOP > カテゴリ > 分野 > くらし・手続き > 子育て・教育 TOP > カテゴリ > 分野 > 行政情報 > 各課の案内・資料 TOP > カテゴリ > ライフイベント > 妊娠・出産 TOP >
30	伊江村	幼稚園の入園・退園手続き	https://www.iejima.org/document/2015010600018/	幼稚園の入園・退園手続き | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 子育て・教育 TOP > カテゴリ > ライフイベント > 入園・入学 読み上げる 幼稚園の入園・退園手続き 公開日 2015年01月06日 入園対象園児 幼稚園に入園することのできる者は、満５歳から小学校就学の始期に達するまでの幼児。 入園手続き 園名 所在地 電話番号 FAX 村立幼稚園一覧表 伊江幼稚園 東江前364番地 0980-49-2832 0980-49-
30	伊江村	伊江村加齢性難聴者補聴器購入費助成事業について	https://www.iejima.org/document/2024042600019/	伊江村加齢性難聴者補聴器購入費助成事業について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 介護保険 TOP > カテゴリ > ライフイベント > 高齢者・介護 読み上げる 伊江村加齢性難聴者補聴器購入費助成事業について 公開日 2025年10月03日 伊江村では聴力機能の低下により友人や家族等とのコミュニケーションに不安がある方へ、閉じこもりを防ぎ、認知症予防や地域活動等の日常生活や社会参加を応援します。 助成条件（以下の要件をすべて満
30	伊江村	披露宴助成金支給について	https://www.iejima.org/document/2015042700038/	披露宴助成金支給について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > 行政情報 > 各課の案内・資料 TOP > カテゴリ > ライフイベント > 結婚 読み上げる 披露宴助成金支給について 公開日 2025年04月01日 村内で結婚披露宴を予定している方へ ご結婚おめでとうございます。 これから結婚披露宴を予定している方へ朗報です！ 伊江村では「結婚披露宴助成金支給条例」を制定し、村内で結婚披露宴を開催される方
30	伊江村	児童手当について	https://www.iejima.org/document/2020101900014/	児童手当について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > よくある質問 > Q&A 各種証明書・手続き TOP > カテゴリ > 区分 > よくある質問 > Q&A 子育て・教育 TOP > カテゴリ > 分野 > くらし・手続き > 各種証明書・手続き TOP > カテゴリ > 分野 > くらし・手続き > 子育て・教育 TOP > カテゴリ > ライフイベント > 妊娠・出産 TOP > カテゴリ > ライフイベント > 子育て TOP > カテゴリ
30	伊江村	伊江村緊急経済対策住宅リフォーム支援事業補助金	https://www.iejima.org/document/2021071200012/	伊江村緊急経済対策住宅リフォーム支援事業補助金 | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > よくある質問 > Q&A 住宅・土地・建築 TOP > カテゴリ > 分野 > 行政情報 > 各課の案内・資料 読み上げる 伊江村緊急経済対策住宅リフォーム支援事業補助金 公開日 2021年07月12日 伊江村では、住宅・建築関連産業を中心とした地域経済活性化を図るとともに、住宅の改修・リフォームにより 村民があかるくイキイキと安心して快適な生活ができるよう村民の住宅
30	伊江村	移住支援	https://www.iejima.org/document/2023120500012/	移住支援 | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > 移住定住ガイド TOP > カテゴリ > 分野 > 移住定住ガイド > 移住支援 読み上げる 移住支援 公開日 2023年12月12日 伊江島の移住定住相談窓口では、ワンストップ相談に対応しています。 オンラインの個別移住相談やプチ移住体験制度「移住体験プログラム」のほか、様々な移住支援を行っています。 ◎移住定住ガイドブック（PDFデータ） 移住を考えている方や移住した方に活用していただく「移住定住 ガ
30	伊江村	暮らし	https://www.iejima.org/document/2021060400034/	暮らし | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > 移住定住ガイド TOP > カテゴリ > 分野 > 移住定住ガイド > 生活情報 読み上げる 暮らし 公開日 2021年06月01日 ◎移住者の伊江島ぐらしmovie 移住者の伊江島ぐらしを、2分の動画にしました。 ひとそれぞれの暮らしを知ることができる「伊江島ぐらしmovie」です。 ※画像をクリックすると外部リンク（YouTube）が開きます。字幕の設定を「日本語」にしてご覧ください！ ●＃7 小助川さ
28	伊江村	電動三輪車等購入費補助金について	https://www.iejima.org/document/2020081300057/	電動三輪車等購入費補助金について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 各種証明書・手続き TOP > カテゴリ > 分野 > くらし・手続き > 後期高齢者 TOP > カテゴリ > ライフイベント > 高齢者・介護 読み上げる 電動三輪車等購入費補助金について 公開日 2020年08月14日 高齢者又は身体障害者に対し、電動三輪車又は電動四輪車の購入費の一部を補助することにより生活範囲の拡大を図り、その福祉の増進を目的としていま
26	伊江村	注目情報	https://www.iejima.org/category/kubun/chumoku/	注目情報 | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 注目情報 記事一覧 RSS Atom 公民館講座「村内戦跡巡り」のお知らせ （ 2026年07月16日 教育委員会 ） 伊江島産島らっきょう共同配送連携モデル構築実証業務 公募型プロポーザル審査結果について （ 2026年07月10日 農林水産課 ） [イベント]2026年7月16日（木）YoutubeLIVE配信！おきなわ移住セミナー「おきなわ暮らしにまつわるエトセトラ」 （ 2026年07月
25	伊江村	伊江村高校生保護者に対する交通費負担軽減補助事業	https://www.iejima.org/document/2026031900025/	伊江村高校生保護者に対する交通費負担軽減補助事業 | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > くらし・手続き TOP > カテゴリ > ライフイベント > 子育て 読み上げる 伊江村高校生保護者に対する交通費負担軽減補助事業 公開日 2026年03月26日 この度、国からの補助金を活用し、 やむを得ず 島外の高等学校等へ進学する生徒の 保護者を対象に、 学校行事に参加する 際に要する 交通費（車両航送料、船賃、航
25	伊江村	[NEWS]令和６年度 移住定住応援給付金が始まりました	https://www.iejima.org/document/2024041200050/	[NEWS]令和６年度 移住定住応援給付金が始まりました | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > 移住定住ガイド 読み上げる [NEWS]令和６年度 移住定住応援給付金が始まりました 公開日 2024年04月16日 令和６年度から新しく伊江村独自の「移住定住応援給付金」の制度が始まりました。 伊江島では村の産業や地域活動の担い手となるU ・Iターンの方の移住定住を促進するために独自の移住定住応援給付金を交付し
25	伊江村	[NEWS]移住支援事業 伊江村移住支援金制度が始まりました	https://www.iejima.org/document/2023121400014/	[NEWS]移住支援事業 伊江村移住支援金制度が始まりました | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > 移住定住ガイド 読み上げる [NEWS]移住支援事業 伊江村移住支援金制度が始まりました 公開日 2023年12月15日 伊江村の移住金制度は、国の地方創生移住支援事業を活用し、伊江村の地域づくりの担い手不足の解消を目的とし、沖縄県と共同して東京圏から伊江村に移住して仕事をする方に移住支援金を交付するものです
25	伊江村	[NEWS]移住支援金対象の法人・事業者の募集について	https://www.iejima.org/document/2023111400017/	[NEWS]移住支援金対象の法人・事業者の募集について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > 移住定住ガイド 読み上げる [NEWS]移住支援金対象の法人・事業者の募集について 公開日 2023年11月15日 必要な担い手を確保するために、移住支援金の制度を活用してみませんか？ 沖縄の離島、伊江島では今年11月から沖縄県の移住支援金の制度に取り組むことになりました。 移住支援金制度の詳細は、沖縄県ホームペー
24	伊江村	介護用車両購入費等補助金制度について	https://www.iejima.org/document/2015070800045/	介護用車両購入費等補助金制度について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 介護保険 TOP > カテゴリ > ライフイベント > 高齢者・介護 読み上げる 介護用車両購入費等補助金制度について 公開日 2025年10月08日 高齢者や体に障害のある方を介護する家族の負担軽減や、外出等を支援する目的で補助金を給付します。 対象となる者 伊江村内に居住し、自力で移動することが困難な状態の方で、下記の①～③に該当する者 ① 下肢または体
24	伊江村	戸籍の届出（婚姻届・離婚届・出生届・死亡届・転籍届）等	https://www.iejima.org/document/2025102300023/	戸籍の届出（婚姻届・離婚届・出生届・死亡届・転籍届）等 | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 各種証明書・手続き TOP > カテゴリ > ライフイベント > 妊娠・出産 TOP > カテゴリ > ライフイベント > 結婚 TOP > カテゴリ > ライフイベント > 死亡手続き等 読み上げる 戸籍の届出（婚姻届・離婚届・出生届・死亡届・転籍届）等 公開日 2025年10月23日 項目一覧 １. 届出する人 ２. 届出に必要なもの
